Linear Interpolation Prediction for IRBT from 2018-01-24-09:30 to 2018-01-24-10:30

Analysed days: 15, Interpolated Closest Days: 7, distance 7.950362
Analysed days: 16, Interpolated Closest Days: 7, distance 8.098930
Analysed days: 16, Interpolated Closest Days: 8, distance 8.119440
Analysed days: 15, Interpolated Closest Days: 6, distance 8.160873
Analysed days: 20, Interpolated Closest Days: 10, distance 8.193850
Analysed days: 21, Interpolated Closest Days: 11, distance 8.246380
Analysed days: 16, Interpolated Closest Days: 6, distance 8.337272
Analysed days: 21, Interpolated Closest Days: 10, distance 8.399813
Analysed days: 17, Interpolated Closest Days: 9, distance 8.422046
Analysed days: 18, Interpolated Closest Days: 9, distance 8.422046
Analysed days: 19, Interpolated Closest Days: 9, distance 8.422046
Analysed days: 20, Interpolated Closest Days: 9, distance 8.437786
Analysed days: 20, Interpolated Closest Days: 11, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 12, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 13, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 14, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 15, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 16, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 17, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 18, distance 8.456044
Analysed days: 20, Interpolated Closest Days: 19, distance 8.456044
Analysed days: 15, Interpolated Closest Days: 8, distance 8.506178
Analysed days: 15, Interpolated Closest Days: 9, distance 8.506178
Analysed days: 15, Interpolated Closest Days: 10, distance 8.506178
Analysed days: 15, Interpolated Closest Days: 11, distance 8.506178
Analysed days: 15, Interpolated Closest Days: 12, distance 8.506178
Analysed days: 15, Interpolated Closest Days: 13, distance 8.506178
Analysed days: 15, Interpolated Closest Days: 14, distance 8.506178
Analysed days: 21, Interpolated Closest Days: 12, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 13, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 14, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 15, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 16, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 17, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 18, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 19, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 20, distance 8.519030
Analysed days: 21, Interpolated Closest Days: 9, distance 8.547164
Analysed days: 15, Interpolated Closest Days: 5, distance 8.552035
Analysed days: 29, Interpolated Closest Days: 15, distance 8.585554
Analysed days: 22, Interpolated Closest Days: 12, distance 8.587256
Analysed days: 20, Interpolated Closest Days: 8, distance 8.598061
Analysed days: 22, Interpolated Closest Days: 11, distance 8.611420
Analysed days: 29, Interpolated Closest Days: 16, distance 8.626841
Analysed days: 17, Interpolated Closest Days: 10, distance 8.632930
Analysed days: 17, Interpolated Closest Days: 11, distance 8.632930
Analysed days: 17, Interpolated Closest Days: 12, distance 8.632930
Analysed days: 17, Interpolated Closest Days: 13, distance 8.632930
Analysed days: 17, Interpolated Closest Days: 14, distance 8.632930
Analysed days: 17, Interpolated Closest Days: 15, distance 8.632930
Analysed days: 17, Interpolated Closest Days: 16, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 10, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 11, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 12, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 13, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 14, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 15, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 16, distance 8.632930
Analysed days: 18, Interpolated Closest Days: 17, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 10, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 11, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 12, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 13, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 14, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 15, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 16, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 17, distance 8.632930
Analysed days: 19, Interpolated Closest Days: 18, distance 8.632930
Analysed days: 16, Interpolated Closest Days: 9, distance 8.652042
Analysed days: 16, Interpolated Closest Days: 10, distance 8.652042
Analysed days: 16, Interpolated Closest Days: 11, distance 8.652042
Analysed days: 16, Interpolated Closest Days: 12, distance 8.652042
Analysed days: 16, Interpolated Closest Days: 13, distance 8.652042
Analysed days: 16, Interpolated Closest Days: 14, distance 8.652042
Analysed days: 16, Interpolated Closest Days: 15, distance 8.652042
Analysed days: 29, Interpolated Closest Days: 17, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 18, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 19, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 20, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 21, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 22, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 23, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 24, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 25, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 26, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 27, distance 8.685560
Analysed days: 29, Interpolated Closest Days: 28, distance 8.685560
Analysed days: 23, Interpolated Closest Days: 13, distance 8.686321
Analysed days: 24, Interpolated Closest Days: 13, distance 8.686321
Analysed days: 25, Interpolated Closest Days: 13, distance 8.686321
Analysed days: 26, Interpolated Closest Days: 13, distance 8.686321
Analysed days: 27, Interpolated Closest Days: 14, distance 8.686387
Analysed days: 28, Interpolated Closest Days: 14, distance 8.686387
Analysed days: 23, Interpolated Closest Days: 12, distance 8.718415
Analysed days: 24, Interpolated Closest Days: 12, distance 8.718415
Analysed days: 25, Interpolated Closest Days: 12, distance 8.718415
Analysed days: 26, Interpolated Closest Days: 12, distance 8.718415
Analysed days: 28, Interpolated Closest Days: 15, distance 8.728979
Analysed days: 29, Interpolated Closest Days: 10, distance 8.772960
Analysed days: 27, Interpolated Closest Days: 15, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 16, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 17, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 18, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 19, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 20, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 21, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 22, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 23, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 24, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 25, distance 8.795496
Analysed days: 27, Interpolated Closest Days: 26, distance 8.795496
Analysed days: 22, Interpolated Closest Days: 10, distance 8.813317
Analysed days: 13, Interpolated Closest Days: 7, distance 8.833920
Analysed days: 13, Interpolated Closest Days: 8, distance 8.833920
Analysed days: 13, Interpolated Closest Days: 9, distance 8.833920
Analysed days: 13, Interpolated Closest Days: 10, distance 8.833920
Analysed days: 13, Interpolated Closest Days: 11, distance 8.833920
Analysed days: 13, Interpolated Closest Days: 12, distance 8.833920
Analysed days: 14, Interpolated Closest Days: 7, distance 8.833920
Analysed days: 14, Interpolated Closest Days: 8, distance 8.833920
Analysed days: 14, Interpolated Closest Days: 9, distance 8.833920
Analysed days: 14, Interpolated Closest Days: 10, distance 8.833920
Analysed days: 14, Interpolated Closest Days: 11, distance 8.833920
Analysed days: 14, Interpolated Closest Days: 12, distance 8.833920
Analysed days: 14, Interpolated Closest Days: 13, distance 8.833920
Analysed days: 28, Interpolated Closest Days: 16, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 17, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 18, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 19, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 20, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 21, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 22, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 23, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 24, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 25, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 26, distance 8.834350
Analysed days: 28, Interpolated Closest Days: 27, distance 8.834350
Analysed days: 29, Interpolated Closest Days: 12, distance 8.837055
Analysed days: 29, Interpolated Closest Days: 11, distance 8.849226
Analysed days: 29, Interpolated Closest Days: 9, distance 8.876957
Analysed days: 17, Interpolated Closest Days: 8, distance 8.888113
Analysed days: 18, Interpolated Closest Days: 8, distance 8.888113
Analysed days: 19, Interpolated Closest Days: 8, distance 8.888113
Analysed days: 29, Interpolated Closest Days: 14, distance 8.890361
Analysed days: 22, Interpolated Closest Days: 13, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 14, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 15, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 16, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 17, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 18, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 19, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 20, distance 8.894154
Analysed days: 22, Interpolated Closest Days: 21, distance 8.894154
Analysed days: 7, Interpolated Closest Days: 4, distance 8.902246
Analysed days: 7, Interpolated Closest Days: 5, distance 8.902246
Analysed days: 7, Interpolated Closest Days: 6, distance 8.902246
Analysed days: 8, Interpolated Closest Days: 4, distance 8.902246
Analysed days: 9, Interpolated Closest Days: 6, distance 8.923828
Analysed days: 9, Interpolated Closest Days: 7, distance 8.923828
Analysed days: 9, Interpolated Closest Days: 8, distance 8.923828
Analysed days: 10, Interpolated Closest Days: 6, distance 8.923828
Analysed days: 10, Interpolated Closest Days: 7, distance 8.923828
Analysed days: 10, Interpolated Closest Days: 8, distance 8.923828
Analysed days: 10, Interpolated Closest Days: 9, distance 8.923828
Analysed days: 11, Interpolated Closest Days: 6, distance 8.923828
Analysed days: 11, Interpolated Closest Days: 7, distance 8.923828
Analysed days: 11, Interpolated Closest Days: 8, distance 8.923828
Analysed days: 11, Interpolated Closest Days: 9, distance 8.923828
Analysed days: 11, Interpolated Closest Days: 10, distance 8.923828
Analysed days: 12, Interpolated Closest Days: 6, distance 8.923828
Analysed days: 12, Interpolated Closest Days: 7, distance 8.923828
Analysed days: 12, Interpolated Closest Days: 8, distance 8.923828
Analysed days: 12, Interpolated Closest Days: 9, distance 8.923828
Analysed days: 12, Interpolated Closest Days: 10, distance 8.923828
Analysed days: 12, Interpolated Closest Days: 11, distance 8.923828
Analysed days: 13, Interpolated Closest Days: 6, distance 8.923828
Analysed days: 14, Interpolated Closest Days: 6, distance 8.923828
Analysed days: 23, Interpolated Closest Days: 11, distance 8.927024
Analysed days: 24, Interpolated Closest Days: 11, distance 8.927024
Analysed days: 25, Interpolated Closest Days: 11, distance 8.927024
Analysed days: 26, Interpolated Closest Days: 11, distance 8.927024
Analysed days: 29, Interpolated Closest Days: 8, distance 8.937167
Analysed days: 29, Interpolated Closest Days: 7, distance 8.950881
Analysed days: 23, Interpolated Closest Days: 14, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 15, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 16, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 17, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 18, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 19, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 20, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 21, distance 8.964542
Analysed days: 23, Interpolated Closest Days: 22, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 14, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 15, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 16, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 17, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 18, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 19, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 20, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 21, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 22, distance 8.964542
Analysed days: 24, Interpolated Closest Days: 23, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 14, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 15, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 16, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 17, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 18, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 19, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 20, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 21, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 22, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 23, distance 8.964542
Analysed days: 25, Interpolated Closest Days: 24, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 14, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 15, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 16, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 17, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 18, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 19, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 20, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 21, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 22, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 23, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 24, distance 8.964542
Analysed days: 26, Interpolated Closest Days: 25, distance 8.964542
Analysed days: 27, Interpolated Closest Days: 13, distance 8.965712
Analysed days: 28, Interpolated Closest Days: 13, distance 8.965712
Analysed days: 29, Interpolated Closest Days: 13, distance 9.005731
Analysed days: 8, Interpolated Closest Days: 5, distance 9.010712
Analysed days: 8, Interpolated Closest Days: 6, distance 9.010712
Analysed days: 8, Interpolated Closest Days: 7, distance 9.010712
Analysed days: 27, Interpolated Closest Days: 7, distance 9.066667
Analysed days: 28, Interpolated Closest Days: 7, distance 9.066667
Analysed days: 27, Interpolated Closest Days: 9, distance 9.072594
Analysed days: 28, Interpolated Closest Days: 9, distance 9.072594
Analysed days: 20, Interpolated Closest Days: 6, distance 9.124650
Analysed days: 21, Interpolated Closest Days: 6, distance 9.124650
