Symbol	Description
KLE.H	Kingsland Energy Corp
KLM	Kermode Resources Ltd
KMC.H	Kmt Hansa Corp
KMT	Komet Resources Inc
KNE	Kane Biotech Inc
KNG	Kingsmen Resources Ltd
KNO.H	Cellstop Systems Inc
KNT	K92 Mining Inc
KNX	Knick Exploration Inc
KS	Klondike Silver Corp
KSI	Kneat.Com Inc
KTN	Kootenay Silver Inc
KTN.WT	Kootenay Silver Inc Wts
KTO	K2 Gold Corp
KTR	Kintavar Exploration Inc
KUB	Cub Energy Inc
KUR.H	Kure Technologies Inc
KUT	Redishred Capital Corp
KUU	Kuuhubb Inc
KYS.H	Kaymus Resources Inc
KZD	Kaizen Discovery Inc
LA	Los Andes Copper Limited
LAB	Labrador Gold Corp.
LAD	New Carolin Gold Corp
LAT	Latin American Minerals Inc
LBC	Libero Copper Corporation
LBI	Lions Bay Capital Inc
LBL	Lattice Biologics Ltd
LBY	Liberty One Lithium Corp
LDI	Lithoquest Diamonds Inc.
LEM	Leading Edge Materials Corp
LEN	Lund Enterprises Corp
LEP	Lithium Energy Products Inc
LEXI	Lithium Energi Exploration Inc
LFC.P	22 Capital Corp
LG	Lgc Capital Ltd
LHR	Lakeview Hotel Invest Corp
LHR.DB.C	Lakeview Hotel Invest Corp Ser C Debs
LHR.DB.D	Lakeview Hotel Invest Corp Ser D Debs
LI	American Lithium Corp
LIC	Lico Energy Metals Inc
LIO	Lion One Metals Limited
LIT	Argentina Lithium and Energy Corp
LITH	Lithium Chile Inc.
LIVE	Globalive Technology Inc.
LJ	Lucky Minerals Inc
LL	Canada Rare Earth Corp
LLC	Lorraine Copper Corp
LLG	Mason Graphite Inc
LM	Lingo Media Corp
LMD	Led Medical Diagnostics Inc
LME	Laurion Mineral Exploration Inc
LMG	Lincoln Mining Corp
LMR	Lomiko Metals Inc
LNC	Lithion Energy Corp
LND	Inspira Financial Inc
LOOP	Loopshare Ltd
LOT	Tomagold Corp
LPC	Lorne Park Capital Partners Inc
LPK	Lupaka Gold Corp
LPS	Legend Power Systems Inc
LRA	Lara Exploration Ltd
LRC.H	Lovitt Resources Inc
LRT.DB.G	Lanesborough REIT 5.0 Pct Ser G Debs
LRT.UN	Lanesborough R.E. Investment Trust
LSC	Lsc Lithium Corp
LTE	Lite Access Technologies Inc
LTV	Leonovus Inc
LTX	Labrador Technologies Inc
LTY	Liberty Biopharma Inc
LUM	Lumina Gold Corp
LVWL	Livewell Canada Inc.
LX.H	Lincoln Ventures Ltd
LXE	Leucrotta Exploration Inc
LXG	Lexagene Holdings Inc
M	Mosaic Capital Corp
M.DB	Mosaic Capital Corp 7.0 Pct Debs
MAC	Themac Resources Group Limited
MAD	Miranda Gold Corp
MAE	Maritime Resources Corp
MAH	Marksmen Energy Inc
MAI	Minera Alamos Inc
MAP	Maple Peak Investments Inc
MAT	Matamec Explorations Inc
MAZ.H	Mazarin Inc
MBI	Med Biogene Inc
MBO	Mobio Technologies Inc
MBR.H	Mbmi Resources Inc
MC	M2 Cobalt Group
MCA.H	Milner Consolidated Silver Mines Ltd
MCF	Pinedale Energy Limited
MCG	Mountain China Resorts Holding Ltd
MCI	Minnova Corp
MCLD	Universal Mcloud Corp
MCM.A	Matachewan Cons Mines
MCN	Metron Capital Corp
MCO	Magnolia Colombia Ltd
MCR	Macro Enterprises Inc
MCS	Mcchip Resources Inc
MCU	Mega Copper Ltd.
MCX	Mcorpcx Inc
MD	Midland Exploration Inc
MDE.H	Madeira Minerals Ltd
MDL	Medallion Resources Ltd
MDO	Manado Gold Corp
MDV	Megastar Development Corp
MDX	Medx Health Corp
MED	Medgold Resources Corp
MEK	Metals Creek Resources Corp
MET	Metalore Resources Limited
META	National Access Cannabis Corp
MEX	Mexican Gold Corp
MEZ.H	Mezzotin Minerals Inc
MFM	Marifil Mines Ltd
MFS	Medifocus Inc
MFX	Minfocus Exploration Corp
MGC.H	Midasco Capital Corp
MGG	Minaurum Gold Inc
MGI	Magnum Goldcorp Inc
MGM	Maple Gold Mines Ltd.
MGM.WT	Maple Gold Mines Ltd Wts
MGX.P	Mg Capital Corporation
MGZ.H	Mangazeya Mining Ltd
MHI	Mineral Hill Industries Ltd
MINE	Inomin Mines Inc
MIR	Medmira Inc
MIT	The Mint Corp
MJS	Majestic Gold Corp
MK.H	Mk2 Ventures Ltd
MKA	Mkango Resources Ltd
MKR	Melkior Resources Inc
MKT	Deepmarkit Corp
ML	Millennial Lithium Corp
ML.WT	Millennial Lithium Corp Wts
MLG	ML Gold Corp
MLN	Marlin Gold Mining Ltd
MLR	Melior Resources Inc
MLY	American Cumo Mining Corp
MMA	Midnight Sun Mining Corp
MMG	Metallic Minerals Corp
MML.P	Magnitude Mining Ltd
MMM	Minco Gold Corp
MMN	Monarca Minerals Inc
MMO.H	Mount Dakota Energy Corp
MMS	Macarthur Minerals Limited
MMV	Mineral Mountain Resources Ltd
MMX	Maverix Metals Inc
MMY	Monument Mining Limited
MN	Manganese X Energy Corp
MNO	Meridian Mining Societas Europaea
MNX	Manitex Capital Inc
MNY	Montan Mining Corp
MOE.H	Metropolitan Energy Corp
MOL	Molori Energy Inc
MON	Montero Mining and Exploration Ltd
MOO	Mooncor Oil and Gas Corp
MOON	Blue Moon Zinc Corp
MOS	Mobi724 Global Solutions Inc
MOX	Morien Resources Corp
MPH	Medicure Inc
MPT	Midpoint Holdings Ltd
MQR	Monarques Gold Corp
MQX	Marquee Energy Ltd
MRL	Margaux Resources Ltd
MRO	Millrock Resources Inc
MRS	Mission Ready Solutions Inc.
MRZ	Mirasol Resources Ltd
MSA	Mesa Exploration Corp
MSP	Minaean SP Construction Corp
MSR	Minsud Resources Corp
MTA	Metalla Royalty & Streaming Ltd
MTB	Mountain Boy Minerals Ltd
MTC	Metalcorp Ltd
MTH	Mammoth Resources Corp
MTO	Metanor Res Inc
MTS	Metallis Resources Inc
MTT	Magna Terra Minerals Inc
MTU	Manitou Gold Inc
MTX	Metalex Ventures Ltd
MUN	Mundoro Capital Inc
MUR	Murchison Minerals Ltd
MVI.H	Monitor Ventures Inc
MVN	Madalena Energy Inc
MVP	Mediavalet Inc
MVY	Moovly Media Inc
MWI.UN	Maplewood International REIT
MWX	Mineworx Technologies Ltd
MXX	Matrrix Energy Technologies Inc
MYA	Maya Gold & Silver Inc
MZZ	Val Dor Mining Corp
N	Namaste Technologies Inc.
N.WT	Namaste Technologies Inc. Wts
NAM	New Age Metals Inc
NAN	North American Nickel Inc
NAP	Napier Ventures Inc
NAR	North Arrow Minerals Inc
NAVN.P	Navion Capital Inc
NBR	Nubian Resources Ltd
NBVA	Nubeva Technologies Ltd.
NBY	Niobay Metals Inc
NCI	Ntg Clarity Networks Inc
NCX	Northisle Copper and Gold Inc
NDR	New Dimension Resources Ltd
NDVA	Indiva Limited
NDVA.WT	Indiva Limited Wts
NED	New Destiny Mining Corp.
NEE	Northern Vertex Mining Corp
NEM	New Era Minerals Inc
NEV	Nevada Sunrise Gold Corp
NFD.A	Northfield Capital Corp Cl.A Rv
NGC	Northern Graphite Corp
NGE	Nevada Exploration Inc
NGH.H	Nexia Health Technologies Inc
NGZ	NRG Metals Inc
NIC	Pure Nickel Inc
NIM	Nicola Mining Inc
NINE	Delta 9 Cannabis Inc
NINE.WT	Delta 9 Cannabis Inc Wts
NIO	Niocan Inc
NIP	Nippon Dragon Resources Inc
NIR	Noble Iron Inc
NKW	Naikun Wind Energy Group Inc
NL	Northern Lion Gold Corp
NLC	NEO Lithium Corp
NLH	Nova Leap Health Corp
NM	Northern Empire Resources Corp
NMG	Noble Metal Group Inc
NMI	Namibia Critical Metals Inc.
NNA	New Nadina Explorations Limited
NNN	Nickel One Resources Inc
NNO	Nano One Materials Corp
NNX	Nickel North Exploration Corp
NOB	Noble Mineral Exploration Inc
NOL.H	Knol Resources Corp
NOT	Noront Resources Ltd
NOU	Nouveau Monde Graphite Inc
NPA	Alphinat Inc
NRG	Newrange Gold Corp
NRM	Noram Ventures Inc
NRN	Northern Shield Resources Inc
NRTH	48North Cannabis Corp
NSP	Naturally Splendid Enterprises Ltd
NSX	Nsgold Corp
NTE	Network Media Group Inc
NTN.H	Newton Energy Corporation
NTQ	Novateqni Corp
NTRL	Sweet Natural Trading Co.
NTS	Nanotech Security Corp
NTY	92 Resources Corp
NU	Neutrisci International Inc
NUAG	New Pacific Metals Corp
NUG	Nulegacy Gold Coporation
NVH	Novoheart Holdings Inc
NVI	Novra Technologies Inc
NVM	Nevada Clean Magnesium Inc
NVO	Novo Resources Corp
NVT	Nortec Minerals Corp
NVV	Norvista Capital Corp
NVX	Nv Gold Corp
NVY	Navy Resources Corp
NW	New World Resources Corp
NWE	New West Energy Services Inc
NWX	Newport Exloration Ltd
NXG	Nexgenrx Inc
NXN	Nxgold Ltd
NXO	Nexoptic Technology Corp
NXR.UN	Nexus Real Estate Investment Trust
NXS	Nexus Gold Corp
NXT	Natcore Technology Inc
NZ	New Zealand Energy Corp
NZN	Nevada Zinc Corp
NZP	Chatham Rock Phosphate Limited
NZZ	Nitinat Minerals Corp
OCC.P	Owl Capital Corp
OCN	Oceanus Resources Corp
OCO	Oroco Resource Corp
ODX.H	Odyssey Resources Ltd
OEE	Memex Inc
OG	Organic Garage Ltd
OGI	Organigram Holdings Inc
OGI.DB	Organigram Holdings Inc 6.00 Pct Debs
OGI.WT.A	Organigram Holdings Inc Wts
OGO	Organto Foods Inc
OIC	Origin Gold Corporation
OK	Ok2 Minerals Ltd
OLA	Orla Mining Ltd
OLV	Olivut Resources Ltd
OM	Osisko Metals Incorporated
OML	Omni-Lite Industries Canada Inc
OMM	Omineca Mining and Metals Ltd
ONE	01 Communique Laboratory Inc
ONV	Oronova Energy Inc
OOO	Otis Gold Corp
OOR	Opus One Resources Inc
OPW	Opawica Explorations Inc
ORC.B	Orca Exploration Group Inc Cl B
ORE	Orezone Gold Corp
ORG	Orca Gold Inc
ORM	Orford Mining Corporation
ORO	New Oroperu Resources Inc
ORS	Orestone Mining Corp
ORX	Orefinders Resources Inc
OS	Osprey Gold Development Ltd
OSI	Osino Resources Corp
OSS	Onesoft Solutions Inc
OSU	Orsu Metals Corp
OVT	Oculus Visiontech Inc
OWL.P	Two Owls Ventures Corp
OY	Oyster Oil and Gas Ltd
OYL	Cgx Energy Inc
PA	Palamina Corp
PAC	Pacton Gold Inc
PAD	Pan Andean Minerals Ltd
PAL	Parallel Mining Corp
PAM	Power Americas Minerals Corp
PAN	Pangolin Diamonds Corp
PAS	Pascal Biosciences Inc
PAT	Patriot One Technologies Inc
PAT.WT	Patriot One Technology Inc Wts
PAT.WT.A	Patriot One Technologies Inc Wts A
PAT.WT.B	Patriot One Technologies Inc Wts B
PBM	Pacific Bay Minerals Ltd
PBR	Para Resources Inc
PBS	Pacgen Life Science Corp
PBX	Powerband Solutions Inc
PCI	Perlite Canada Inc
PCO	Phoenix Canada Oil Co.Ltd.
PCQ	Petrolympic Ltd
PCR	Pinecrest Resources Ltd
PDH	Premier Diversified Holdings Inc
PDP	Pediapharm Inc
PDQ	Petrodorado Energy Ltd
PE	Pure Energy Minerals Limited
PEA	Pieridae Energy Ltd.
PED.H	Pedro Resources Ltd
PEEK	Peeks Social Ltd
PEH	Primeline Energy Holdings Inc
PEI	Prospera Energy Inc.
PEMC	Pacific Empire Minerals Corp
PEO	People Corp
PERU	Chakana Copper Corp.
PEX	Pacific Ridge Exploration Ltd
PFC	Petrofrontier Corp
PFM	Prontoforms Corp
PGC	Plato Gold Corp
PGE	Group Ten Metals Inc
PGM	Pure Gold Mining Inc
PGV	Prodigy Ventures Inc
PGX	Prosper Gold Corp
PGZ	Pan Global Resources Inc
PHD	Providence Gold Mines Inc
PHI	Philippine Metals Inc
PHM	Protech Home Medical Corp.
PHM.DB	Patient Home Monitoring 7.50 Pct Debs
PJT	Partner Jet Corp
PJX	Pjx Resources Inc
PKC.H	Pacific Link Mining Corp
PKT	Parkit Enterprise Inc
PLA	Plata Latina Minerals Corp
PLAN	Progressive Planet Solutions Inc.
PLU	Plateau Energy Metals Inc.
PLX	Point Loma Resources Ltd
PLY	Playfair Mining Ltd
PML	Panoro Minerals Ltd
PMO.H	Prime City One Capital Corp
PMX	Proam Exploration Corp
PN.P	Platform 9 Capital Corp
PNG	Kraken Robotics Inc.
PNN	Pennine Petroleum Corp
PNO	Pentanova Energy Corp
PNO.WT	Pentanova Energy Corp Wts
POC	Pacific Iron Ore Corp
POE	Pan Orient Energy Corp
POG	Perisson Petroleum Corp
POI.H	Pounce Technologies Inc
POND	Pond Technologies Holdings Inc.
POOL	Pool Safe Inc
POR	Portofino Resources Inc
PORE	Powerore Inc
PP	Pacific Silk Road Res Group Inc.
PPE.H	Pacific Paradym Energy Inc
PPK	Prospect Park Capital Corp
PPM	Pacific Imperial Mines Inc
PPV.H	P and P Ventures Inc
PPX	Ppx Mining Corp
PQE	Petroteq Energy Inc
PRB	Probe Metals Inc
PRED.P	Predator Blockchain Capital Corp
PRG	Precipitate Gold Corp
PRH	Pearl River Holdings Limited
PRN	Profound Medical Corp
PRO	Pershimex Resources Corp.
PROS	Prosmart Enterprises Inc
PRS	Prism Resources Inc
PRV.UN	Pro Real Estate Investment Trust
PRZ	Prize Mining Corp
PSH	Petroshale Inc
PSL	Prospero Silver Corp
PST	Pistol Bay Mining Inc
PTE	Pioneering Technology Corp
PTF	Pender Growth Fund Inc
PTK	Poet Technologies Inc
PTP	Petrichor Energy Inc
PTU	Purepoint Uranium Group Inc
PUC	Pancontinental Resources Corp.
PUL	Pulse Oil Corp
PUL.WT	Pulse Oil Corp Wts
PUMA	Puma Exploration Inc
PURE	Pure Global Cannabis Inc.
PVF.PR.U	Partners Value Investments Series 1 Pref
PVF.UN	Partners Value Investments  LP
PVF.WT	Partners Value Investments Warrants
PWM	Power Metals Corp
PX	Pelangio Exploration Inc
PXI	Planet Ventures Inc
PYR	Pyrogenesis Canada Inc
QAI.H	Cairo Resources Inc
QGR	Q Gold Resources Ltd
QI	Q Investments Ltd.
QIC	Quantum International Income Corp
QIS	Quorum Information Technologies Inc
QIT	Quinto Resources Inc
QMC	Qmc Quantum Minerals Corp
QMX	Qmx Gold Corp
QNC	Quantum Numbers Corp
QOC.P	Quendale Capital Corp
QPT	Quest Pharmatech Inc
QQ	Quizam Media Corp
QRO	Quadro Resources Inc
QST	Questor Technology Inc
QTA	Quaterra Resources Inc
QYOU	Qyou Media Inc
RAB	Rambler Metals and Mining Plc
RAK	Rackla Metals Inc
RAU.H	Regency Gold Corp
RB.H	Russell Breweries Inc
RBX	Robex Resources Inc
RCG	Resource Capital Gold Corp
RCK	Rock Tech Lithium Inc
RCLF	Rockcliff Metals Corporation
RCT	Rochester Resources Ltd
RDK.H	Redhawk Resources Inc
RDR.P	Rider Investment Capital Corp
RDS	Radisson Mining Resources Inc
RDU	Radius Gold Inc
REG	Regulus Resources Inc
REKO	Reko International Group Inc
REL	Roughrider Exploration Limited
REN	Renaissance Gold Inc
REW	Rewardstream Solutions Inc
REX	Orex Minerals Inc
REZ	Redzone Resources Ltd
RFC	Rifco Inc
RG	Romios Gold Resources Inc
RGC	Redstar Gold Corp
RGD	Reunion Gold Corp
RGI	Reco International Group Inc
RGZ.H	Randsburg International Gold Corp
RHC	Rhc Capital Corp
RHT	Reliq Health Technologies Inc
RHV.P	Rainy Hollow Ventures Inc
RIO	Rio2 Limited
RJX.A	Rjk Explorations Ltd Cl.A Sv
RK	Rockhaven Resources Ltd
RKR	Rokmaster Resources Corp
RLV	Relevium Technologies Inc
RLY	Riley Resources Corp
RM	Routemaster Capital Inc
RMD	Richmond Minerals Inc
RMK	Red Moon Resources Inc
RML	Rusoro Mining Ltd
RMO	Rainy Mountain Royalty Corp
RNP	Royalty North Partners Ltd
ROC.H	Red Oak Mining Corp
ROCK	Rockridge Resources Ltd.
ROE	Renaissance Oil Corp
ROE.WT	Renaissance Oil Corp Wts
ROE.WT.A	Renaissance Oil Corp Wts A
ROE.WT.B	Renaissance Oil Corp Wts B
ROI	Route1 Inc
ROS	Roscan Minerals Corp
ROT	Rotation Minerals Ltd
ROVR	Rover Metals Corp
RP	Replicel Life Sciences Inc
RPC	Raise Production Inc
RPP	Regent Pacific Properties Inc
RPX	Red Pine Exploration Inc
RRI	Riverside Resources Inc
RRL	Relentless Resources Ltd
RRM.H	Ross River Minerals Inc
RRR.UN	R and R Real Estate Investment Trust
RRS	Rogue Resources Inc
RSS	Resaas Services Inc
RST	Rosita Mining Corp
RSV	Resolve Ventures Inc
RSY	Rsi International Systems Inc
RTH	Rathdowney Resources Ltd
RTI	Radient Technologies Inc
RTM	Rt Minerals Corp
RTN	Return Energy Inc
RUF.DB.U	Pure Multi Family REIT LP 6.5 Pct Dbs
RUF.U	Pure Multi Family REIT LP
RUF.UN	Pure Multi Family REIT LP CAD
RUG	Rugby Mining Limited
RUM	Rocky Mountain Liquor Inc
RUM.DB.A	Rocky Mountain Liquor Inc 7.5 Pct Debs
RUN	Running Fox Resource Corp
RUP	Rupert Resources Ltd
RVG	Revival Gold Inc
RVL	Revelo Resources Corp
RVV	Revive Therapeutics Ltd
RW	Renoworks Software Inc
RWR	Rockwealth Resources Corp
RX	Biosyent Inc
RYE	Rhyolite Resources Ltd
RYO	Rio Silver Inc
RYP.H	Ripper Oil and Gas Inc
RYR	Royal Road Minerals Limited
RYU	Ryu Apparel Inc
RZE	Razor Energy Corp
RZL	Rizal Resources Corp
RZZ	Abitibi Royalties Inc
SA	Southern Arc Minerals Inc
SAC.P	Savanna Capital Corp
SAE	Sable Resources Ltd
SAH	Sahara Energy Ltd
SAT	Asian Television Network Int Ltd
SAY	Sparta Capital Ltd
SB	Stratabound Minerals Corp
SBCC.P	Spirit Banner Capital Corp
SBM	Sirona Biochem Corp
SBW	Strongbow Exploration Inc
SC.H	Serrano Resources Ltd
SCA	Savary Gold Corp
SCD	Samoth Oilfield Inc.
SCH.P	Schooner Capital Corp
SCR	Thescore Inc
SCYB	Scythian Biosciences Corp
SCZ	Santacruz Silver Mining Ltd
SDC	Solidusgold Inc
SDE	Standard Exploration Ltd
SDR	Stroud Resources Ltd
SDX	Sdx Energy Inc
SDZ	Security Devices International Inc
SEB	Smart Employee Benefits Inc
SEI	Sintana Energy Inc
SEK	Secova Metals Corp
SFI	Solution Financial Inc
SFR	Sandfire Resources America Inc.
SFT	Softrock Minerals Ltd
SFX	Sphinx Resources Ltd
SGA	Samco Gold Limited
SGC	Solstice Gold Corp
SGE	Strategem Capital Corp
SGI	Superior Gold Inc
SGM	Sutter Gold Mining Inc
SGMA	Sigma Lithium Resources Corp.
SGN	Scorpio Gold Corp
SGU	Signature Resources Ltd
SGW	Shoal Games Ltd
SGX	Sage Gold Inc
SGZ	Sego Resources Inc
SHJ	Shoshoni Gold Ltd
SHL	Spruce Ridge Resources Ltd
SHM	Synstream Energycorp
SIC	Sokoman Iron Corp
SIE	Sienna Resources Inc
SIL	Silvercrest Metals Inc
SIL.WT	Silvercrest Metals Inc Wts
SILV.H	Caracara Silver Inc
SIM	Siyata Mobile Inc
SIQ	Siq Mountain Industries Inc.
SIR	Serengeti Resources Inc
SJL	Saint Jean Carbon Inc
SJR.A	Shaw Communications Inc
SKE	Skeena Resources Limited
SKP	Strikepoint Gold Inc
SLAU	Sandy Lake Gold Inc
SLK	Silk Road Energy Inc
SLL	Standard Lithium Ltd
SMB	Simba Essel Energy Inc
SMD	Strategic Metals Ltd
SME	Sama Resources Inc Ressources Sama Inc
SMI	Saturn Oil and Gas Inc
SMM	Silver Mountain Mines Inc
SMN	San Marco Resources Inc
SMO	Sonoro Metals Corp
SMS	Sustainco Inc
SMY	Search Minerals Inc
SN	Sennen Potash Corp
SNF	Sunora Foods Inc
SNG	Silver Range Resources Ltd
SNI.PR.A	Sonor Investments Limited
SNM	Shamaran Petroleum Corp
SNR	Senator Minerals Inc
SNS	Select Sands Corp
SNV	Sonoro Energy Ltd
SNX.H	Sixonine Ventures Corp
SOC	Sonora Gold & Silver Corp
SOCK	Smooth Rock Ventures Corp.
SOG	Strategic Oil and Gas Ltd
SOI	Sirios Resources Inc
SOJ	Sojourn Explorations Inc
SOLR	Solar Alliance Energy Inc
SPA	Spanish Mountain Gold Ltd
SPD	Silver Predator Corp
SPI	Canadian Spirit Resources Inc
SPK	Sunset Pacific Petroleum Ltd
SPN	Snipp Interactive Inc
SPP	Spot Coffee Canada Ltd
SPS.A	Sportscene Group Inc
SPX	Stellar Africagold Inc
SQD	Sqi Diagnostics Inc
SQG	Spackman Equities Group Inc
SRA	Stria Lithium Inc
SRC	Stakeholder Gold Corp
SRE	Saville Resources Inc
SRG	Srg Graphite Inc
SRI	Sparton Resources Inc
SRJ	Spearmint Resources Inc
SRL	Salazar Resources Limited
SSA	Spectra Inc
SSC	Smartcool Systems Inc
SSE	Silver Spruce Resources Inc
SSG	Sigma Industries Inc
SSP	Sandspring Resources Ltd
SSS	Sunvest Minerals Corp
SSV	Southern Silver Exploration Corp
STA	Sanatana Resources Inc
STAR	Five Star Diamonds Limited
STC	Sangoma Technologies Corp
STH	Stelmine Canada Ltd
STMP	Stamper Oil & Gas Corp.
STR.H	Santa Rosa Resources Corp
STS	South Star Mining Corp
STUS.A	Starlight US Multi Family No 5
STUS.U	Starlight US Multi Family No 5 USD
SUI.H	Superior Mining International Corp
SUNM	Sun Metals Corp.
SUP	Northern Superior Resources Inc
SUR	Surge Exploration Inc.
SURG	Surge Copper Corp.
SUVA.A	Starlight US Multi Family No 1
SVA	Sernova Corp
SVE	Silver One Resources Inc
SVG	Silver Grail Resources Ltd
SVI	Storagevault Canada Inc
SVS	Solarvest Bioenergy Inc
SWA	Sarama Resources Ltd
SXE	Strata X Energy Ltd
SXL	Slam Exploration Inc
SY	Symbility Solutions Inc
SYH	Skyharbour Resources Ltd
SYZ	Sylogist Ltd
SZM	Scozinc Mining Ltd
TAC	Tasca Resources Ltd
TAE.H	Transamerican Energy Inc
TAJ	Tajiri Resources Corp
TAL	Petrotal Corp.
TAN	Tanager Energy Inc
TBP	Tetra Bio Pharma Inc
TBP.WT	Tetra Bio Pharma Inc Wts
TBR	Timberline Resources Corp
TCA	Timia Capital Corp
TCC	Trenchant Capital Corp
TCC.DB	Trenchant Capital Corp 9.0 Pct Debs
TCI	Target Capital Inc
TCO	Transatlantic Mining Corp
TEG.H	Troy Energy Corp
TEK	Tekmodo Industries Inc
TEM	Tembo Gold Corp
TEN	Terraco Gold Corp
TES	Tesoro Minerals Corp
TETH	Tethyan Resources Plc
TG	Trifecta Gold Ltd
TGH	Tornado Global Hydrovacs Ltd
TGR	Tiger International Resources
TGV	Tango Mining Limited
TGX	True North GEMS Inc
THM	Thunder Mountain Gold Inc
THP	Totally Hip Technologies Inc
THRM	Therma Bright Inc.
THX	Thor Explorations Ltd
TIC	Titanium Corporation Inc
TIG	Triumph Gold Corp
TII	Terra Firma Capital Corp
TIL	Till Capital Ltd
TIM	Toachi Mining Inc
TIN	Eurotin Inc
TIP.H	Tyner Resources Ltd
TK	Tinka Resources Ltd
TKU	Tarku Resources Ltd
TKX	Trackx Holdings Inc
TLA	Titan Logix Corp
TLD.H	Triangle Industries Ltd
TLG	Troilus Gold Corp
TLK	Frankly Inc
TLT	Theralase Technologies Inc
TM	Trigon Metals Inc
TMG	Thermal Energy International Inc
TMS	Targeted Microwave Solutions Inc
TNA	Evergreen Gaming Corp
TNO.H	Terreno Resources Corp
TNR	Tnr Gold Corp
TOE	Tri Origin Exploration Ltd
TOM	Tolima Gold Inc
TORQ	Torq Resources Inc
TORR	Torrent Capital Ltd
TPC	Tenth Avenue Petroleum Corp
TR	Troubadour Resources Inc
TRA	Teras Resources Inc
TRAK	Trakopolis Iot Corp
TRM	Trueclaim Exploration Inc
TRO	Taranis Resources Inc
TRS	Tres-Or Resources Ltd
TRU	Trius Investments Inc
TSD	Tsodilo Resources Ltd
TSG	Tristar Gold Inc
TSN	Telson Mining Corp.
TSP	Titan Star Properties Inc
TSP.DB	Titanstar Properties Inc
TTD	Tinkerine Studios Ltd
TTO.H	Atoro Capital Corp
TTR	Titanium Transportation Group Inc
TTZ	Total Telcom Inc
TUD	Tudor Gold Corp
TUF	Honey Badger Exploration Inc
TUO	Teuton Resources Corp
TVI	Tvi Pacific Inc
TVL	Traverse Energy Ltd
TWR	Tower Resources Ltd
TXR	Terrax Minerals Inc
TYE	Troymet Exploration Corp
TYP	Typhoon Exploration Inc
TZM.H	Tanzania Minerals Corp
TZR	Terrace Energy Corp
TZR.DB	Terrace Energy Corp Debs
UCM.H	Upper Canyon Minerals Corp
UCU	Ucore Rare Metals Inc
UFC	Urbanfund Corp
UGD	Unigold Inc
UGE	Uge International Ltd
UHO	United Hunter Oil and Gas Corp
UI	Urbanimmersive Inc
ULI	Ultra Lithium Inc
UNI	Unisync Corp Class B
UNO	Northern Uranium Corp
URC	Uracan Resources Ltd
URZ	Urz Energy Corp
USS	Uniserve Communications Corp
UTY	Unity Energy Corp
UVN	Uravan Minerals Inc
VAL	Valgold Resources Ltd
VAN	Vangold Mining Corp
VANC	Vanc Pharmaceuticals Inc
VAU	Viva Gold Corp.
VAX	Vantex Resources Ltd
VCI	Vitreous Glass Inc
VCV	Vatic Ventures Corp
VCV.RT	Vatic Ventures Corp Rights
VDO.H	Nevado Resources Corporation
VEIN	Enforcer Gold Corp
VENZ	Venzee Technologies Inc.
VERT.H	Vertical Exploration Inc
VG	Volcanic Gold Mines Inc
VGD	Visible Gold Mines Inc
VGL	Vigil Health Solutions Inc
VGM	Global Gardens Group Inc
VGN	Greencastle Res Ltd
VHI	Vitalhub Corp
VIO	Societe D Exploration Miniere Vior Inc
VIPR	Silver Viper Minerals Corp
VIR	Viridium Pacific Group Ltd
VIS	Visionstate Corp
VIT	Victoria Gold Corp
VIV	Avivagen Inc
VLC	Velocity Minerals Ltd
VLI	Vision Lithium Inc.
VLI.WT	Vision Lithium Inc Wts
VLT	Voltaic Minerals Corp
VLU.P	Value Capital Trust
VLV	Venerable Ventures Ltd
VM	Voyageur Minerals Ltd
VML	Viscount Mining Corp
VMY.H	Voice Mobility International Inc
VO	Valore Metals Corp.
VOLT	Volt Energy Corp
VON.P	Von Capital Corp
VONE	Vanadium One Energy Corp
VPI	Vitality Products Inc
VPT	Ventripoint Diagnostics Ltd
VPY	Versapay Corp
VQA	Valterra Resource Corp
VQS	Viq Solutions Inc
VR	Victory Resources Corp
VRO	Valoro Resources Inc.
VRR	Vr Resources Ltd
VRY	Petro Victory Energy Corp
VSR	Vanstar Mining Resources Inc
VTI	Valdor Technology International Inc
VTT	Vendetta Mining Corp
VTX	Vertex Resource Group Ltd.
VUI	Virginia Energy Resources Inc
VUL	Vulcan Minerals Inc
VUX	Vital Energy Inc
VVC	Vvc Exploration Corp
VXL	Vaxil Bio Ltd
VYC	Vanity Capital Inc
WA	Western Atlas Resources Inc.
WAF	West African Resources Ltd
WAR	War Eagle Mining Company Inc
WATR	Current Water Technologies Inc.
WAV.H	Pecap Resources Inc
WAVE	Waverly Pharma Inc.
WBE	Westbond Enterprises Corp
WCC	Consolidated Woodjam Copper Corp
WCE	Wescan Energy Corp
WDG	Giyani Metals Corp
WEB	Westbridge Energy Corp
WED	The Westaim Corp
WEE	Wavefront Technology Solutions Inc
WELL	Wellness Lifestyles Inc
WGF	Wescan Goldfields Inc
WGO	White Gold Corp
WHM	White Metal Resources Corp
WHN	Westhaven Ventures Inc
WHY	West High Yield Resources Ltd
WI	The Western Investment Co of Cda Ltd
WIF.H	Windfire Capital Corp
WIL	Wilton Resources Inc
WKG	Westkam Gold Corp
WKM	West Kirkland Mining Inc
WKM.WT	West Kirkland Mining Inc Wts
WLF	Wolfden Resources Corp
WMD	Weedmd Inc
WMK.H	Whitemud Resources Inc
