Symbol	Description
CLA	Celsius Coal Limited
CLAO	Celsius Resources Limited
CLF	Community Life Ltd
CLH	Collection House Ltd
CLI	Challenger International
CLL	P Cleland Enterprises Ltd
CLQ	Clean Teq Holdings Ltd
CLT	Cellnet Group Ltd
CLV	Clover Corporation Ltd
CLW	Charter Hall Long Wale Reit
CLX	CTI Logistics Ltd
CLY	Clancy Exploration Ltd
CLYO	Clancy Exploration Limited
CLZ	Classic Minerals Ltd
CM8	Crowd Mobile Limited
CMA	Centuria Metropolitan Reit
CMC	China Magnesium Corporation Limited
CMD	Cassius Mining Limited
CMI	CMI Ltd
CMM	Capricorn Metals Ltd
CMP	Compumedics Ltd
CMW	Cromwell Corporation Ltd
CMWKOA	Cromwell Property Group
CMWKOC	Cromwell Property Group
CMY	Capital Mining Ltd
CND	Candle Australia Ltd
CNI	Centuria Capital Limited
CNJ	Conico Ltd
CNL	CNL
CNU	Chorus Limited
CNW	Cirrus Networks Holdings Limited
CNX	Carbon Energy Ltd
COB	Cobalt Blue Holdings Limited
COBO	Cobalt Blue Holdings Limited
COE	Cooper Energy Ltd
COG	Consolidated Operations Group Limited
COH	Cochlear Ltd
COHKOB	Cochlear Limited
COHKOC	Cochlear Limited
COHKOE	Cochlear Limited
COHKOG	Cochlear Limited
COHKOR	Cochlear Limited
COHKOS	Cochlear Limited
COHKOT	Cochlear Limited
COI	Comet Ridge Ltd
COM	ComOps Ltd
COO	Cosmos Ltd
COY	Coppermoly Ltd
CP1	Cannpal Animal Therapeutics Limited
CPH	CPH Investment corp
CPU	Computershare Ltd
CPUKOA	Computershare Limited.
CPUKOC	Computershare Limited.
CPUKOD	Computershare Limited.
CPUKOP	Computershare Limited.
CPUKOR	Computershare Limited.
CPV	Clearvue Technologies Limited
CQR	Charter Hall Retail Reit
CRB	Carbine Resources Ltd
CRD	Crown Diamonds NL
CRL	Comet Resources Ltd
CRM	Carbon Minerals NL (CRMCA)
CRO	Cirralto Limited
CRR	Convenience Retail Reit
CSE	Copper Strike Ltd
CSK	Crowdspark Ltd
CSL	CSL Ltd
CSLKOA	Csl Limited
CSLKOC	Csl Limited
CSLKOD	Csl Limited
CSLKOE	Csl Limited
CSLKOF	Csl Limited
CSLKOG	Csl Limited
CSLKOI	Csl Limited
CSLKOT	Csl Limited
CSLKOV	Csl Limited
CSLKOW	Csl Limited
CSLKOX	Csl Limited
CSR	CSR Ltd
CSRKOC	Csr Limited
CSRKOP	Csr Limited
CSRKOQ	Csr Limited
CSS	Clean Seas Tuna Ltd
CSV	CSG Ltd
CT1	Ccp Technologies Limited
CTD	Corporate Travel Management Limited
CTDKOA	Corporate Travel Management Limited
CTDKOB	Corporate Travel Management Limited
CTDKOC	Corporate Travel Management Limited
CTDKOD	Corporate Travel Management Limited
CTDKOF	Corporate Travel Management Limited
CTDKOG	Corporate Travel Management Limited
CTDKOQ	Corporate Travel Management Limited
CTE	Cryosite Ltd
CTL	Citect Corporation Ltd
CTLO	Centennial Mining Limited
CTM	Centaurus Metals Limited
CTMOB	Centaurus Metals Limited
CTO	Citigold Corporation Ltd
CTP	Central Petroleum Ltd
CTX	Caltex Australia Ltd
CTXBON	Caltex Australia Limited
CTXKOB	Caltex Australia Limited
CTXKOC	Caltex Australia Limited
CTXKOP	Caltex Australia Limited
CTXKOQ	Caltex Australia Limited
CTXKOZ	Caltex Australia Limited
CUE	Cue Energy Resources Ltd
CUL	Cullen Resources Ltd
CUP	Countplus Limited
CUV	Clinuvel Pharmaceuticals Ltd
CUX	Crossland Uranium Mines Ltd
CV1	Cv Check Ltd
CVC	CVC Ltd
CVCG	Cvc Limited
CVF	Contrarian Value Fund Limited
CVN	Carnarvon Petroleum Ltd
CVS	Cervantes Seafood Ltd
CVT	Covata Limited
CVV	Caravel Minerals Limited
CVW	Clearview Wealth Limited
CWL	Chant West Holdings Limited
CWN	Crown Ltd
CWNBOA	Crown Resorts Limited
CWNBON	Crown Resorts Limited
CWNBOR	Crown Resorts Limited
CWNHA	Crown Limited
CWNHB	Crown Resorts Limited
CWNKOC	Crown Limited
CWNKOF	Crown Resorts Limited
CWNKOP	Crown Limited
CWNKOR	Crown Limited
CWNKOS	Crown Resorts Limited
CWP	Cedar Woods Properties Ltd
CWX	Carawine Resources Limited
CWY	Cleanaway Waste Management Limited
CWYKOA	Cleanaway Waste Management Limited
CWYKOB	Cleanaway Waste Management Limited
CWYKOP	Cleanaway Waste Management Limited
CXL	Central Exchange Ltd
CXM	Centrex Mentals Ltd
CXO	Core Exploration Limited
CXU	
CXX	Cradle Resources Limited
CXZ	Connexion Media Limited
CY5	Cygnus Gold Limited
CYA	Century Australia Investments Ltd
CYB	Cybg Plc
CYBKOD	Cybg Plc
CYBKOE	Cybg Plc
CYBKOP	Cybg Plc
CYBKOQ	Cybg Plc
CYBKOR	Cybg Plc
CYC	Cyclopharm Ltd
CYG	Coventry Group Ltd
CYL	Catalyst Metals Ltd
CYP	Cynata Therapeutics Limited
CYQ	Cycliq Group Ltd
CZI	Cassini Resources Limited
CZL	Consolidated Zinc Limited
CZN	Corazon Mining Limited
CZR	Coziron Resources Ltd
CZZ	Capilano Honey Limited
D13	Department 13 International Ltd
D2O	Duxton Water Limited
DAF	Discovery Africa Limited
DAU	Dampier Gold Limited
DAV	Davenport Resources Limited
DBF	Duxton Broadacre Farms Limited
DCC	Digital Cc Limited
DCG	Decmil Group Limited
DCL	Data & Commerce
DCN	Dacian Gold Limited
DDD	3D Resources Ltd
DDDO	3d Resources Limited
DDR	Dicker Data Limited
DDT	DataDot Technology Ltd
DEG	De Grey Mining Ltd
DEGO	DEGO
DEM	De.mem Limited
DEV	Devex Resources Limited
DFM	Dongfang Modern Agriculture Holding Group Limited
DGH	Desane Group Holdings Ltd
DGO	Drummond Gold Ltd
DGR	D'Aguilar Gold Ltd
DGX	Diploma Group Ltd
DHG	Domain Holdings Australia Limited.
DHGKOB	Domain Holdings Australia Limited.
DHGKOP	Domain Holdings Australia Limited.
DHGKOQ	Domain Holdings Australia Limited.
DHR	Dark Horse Resources Limited
DIG	Digital Performance Group Ltd
DIV	DIV
DJW	Djerriwarth Investments Ltd
DJXKOC	DJXKOC
DJXKOD	Djia Mini E-cbot
DJXKOG	DJXKOG
DJXKOJ	DJXKOJ
DJXKOV	DJXKOV
DJXKOY	DJXKOY
DJXMOP	DJXMOP
DJXMOR	DJXMOR
DJXMOS	DJXMOS
DJXMOT	DJXMOT
DJXMOU	DJXMOU
DKM	Duketon Mining Limited
DLC	DLC
DLX	Duluxgroup Limited
DLXKOB	Duluxgroup Limited
DLXKOC	Duluxgroup Limited
DLXKOS	Duluxgroup Limited
DMA	Dynasty Metals Australia Ltd
DMC	Digimatic Group Limited
DME	Dome Gold Mines Limited
DMG	Dragon Gold Mountain Ltd
DMI	Dempsey Minerals Limited
DMIOA	Dempsey Minerals Limited
DMKT	DMKT
DMP	Domino's Pizza Australia NZ Ltd
DMPKOA	Dominos Pizza Enterprises Limited
DMPKOB	Dominos Pizza Enterprises Limited
DMPKOC	Dominos Pizza Enterprises Limited
DMPKOD	Dominos Pizza Enterprises Limited
DMPKOF	Dominos Pizza Enterprises Limited
DMPKOQ	Dominos Pizza Enterprises Limited
DMPKOT	Dominos Pizza Enterprises Limited
DMPKOU	Dominos Pizza Enterprises Limited
DN8	Dreamscape Networks Limited
DNA	Donaco International Limited
DNK	Danakali Limited
DOR	Doriemus Plc
DOW	Downer EDI Ltd
DOWKOB	Downer Edi Limited
DOWKOD	Downer Edi Limited
DOWKOE	Downer Edi Limited
DOWKOF	Downer Edi Limited
DOWKOQ	Downer Edi Limited
DOWKOT	Downer Edi Limited
DOWKOU	Downer Edi Limited
DRA	Dragon Mining NL
DRG	Draig Resources Limited
DRK	Drake Resources Ltd
DRM	Doray Minerals Limited
DRO	Droneshield Limited
DRUG	DRUG
DRX	Diatreme Resources Ltd
DSE	Dropsuite Limited
DSX	Decimal Software Limited
DTI	Dti Group Ltd
DTL	Data#3 Ltd
DTM	Dart Mining NL
DTMOA	Dart Mining Nl
DTR	Dateline Resources Limited
DTS	Dragontail Systems Limited
DTZ	Dotz Nano Limited
DUB	Dubber Corporation Limited
DUI	Diversified United Investment Ltd
DVL	Dorsavi Ltd
DVN	Devine Ltd
DW8	Dawine Ltd
DWS	DWS Advanced Business Solutions Ltd
DXB	Dimerix Limited
DXN	The Data Exchange Network Limited
DXS	Dexus Property Group
DXSKOA	Dexus Property Group
DXSKOB	Dexus Property Group
DXSKOP	Dexus Property Group
DXSKOQ	Dexus Property Group
DXSKOR	Dexus Property Group
DYL	Deep Yellow Ltd
DYLO	Deep Yellow Limited
E25	Element 25 Limited
E2E	Eon Nrg Limited
E2EO	Eon Nrg Limited
E2M	E2 Metals Limited
E88	Ensogo Limited
EAF	East Africa Resources Limited
EAI	Ellerston Asian Investment Limited
EAIO	Ellerston Asian Investments Limited
EAR	Echo Resources Ltd
EAS	Easton Investments Limited
EAX	Energy Action Limited
EBG	Eumundi Group Ltd
EBO	Ebos Group Limited
ECG	Ecargo Holdings Limited
ECT	Environmental Clean Technologies Limited.
ECTOC	Environmental Clean Technologies Limited.
ECX	Eclipx Group Limited
ED1	Evans Dixon Limited
EDC	Eildon Capital Limited
EDE	Eden Energy Ltd
EDEO	Eden Energy Ltd
EEG	Empire Energy Group Limited
EER	East Energy Resources Ltd
EEU	Betashares Euro Etf
EFE	Eastern Iron Ltd
EFF	Evans & Partners Australian Flagship Fund
EGA	Egan Street Resources Limited
EGD	Evans & Partners Global Disruption Fund
EGF	Ellerston Gems Fund
EGG	Enero Group Limited
EGH	Eureka Group Holdings Limited
EGI	eGlobal International
EGL	Environmental Group Ltd (The)
EGN	EGN
EGS	Eastern Goldfields Limited
EGY	Energy Technologies Limited
EHE	Estia Health Limited
EHEKOD	Estia Health Limited
EHEKOE	Estia Health Limited
EHEKOP	Estia Health Limited
EHEKOQ	Estia Health Limited
EHH	Eagle Health Holdings Limited
EHL	Emeco Holdings Ltd
EHX	Ehr Resources Limited
EIGA	EIGA
EINC	EINC
ELD	ELD
ELK	ELK Petroleum Ltd
ELO	Elmo Software Limited
ELS	Equity Long / Short Strategies Fund (the)
ELSO	Elsight Limited
ELT	Elementos Limited
ELX	Ellex Medical Lasers Ltd
EM1	Emerge Gaming Limited
EM1O	Emerge Gaming Limited
EM2	Eagle Mountain Mining Limited
EMB	Embelton Ltd
EME	Energy Metals Ltd
EMF	Emerging Markets Masters Fund
EMG	Emergent Resources Ltd
EMH	European Metals Holdings Limited
EMKT	EMKT
EML	Emerchants Limited
EMP	Emperor Mines Ltd
EMPOC	Emperor Energy Limited
EMR	Emerald Oil & Gas NL
EMU	EMU Nickel NL
EMUCA	Emu Nl
EN1	Engage:bdr Limited
EN1O	Engage:bdr Limited
ENA	Ensurance Ltd
ENB	Eneabba Gas Ltd
ENN	Elanor Investors Group
ENR	Encounter Resources Ltd
ENT	
ENX	Enegex Nl
EOL	Energy One Ltd
EOR	Enhanced Oil & Gas Recovery Limited
EOS	Electro Optic Systems Holdings Ltd
EPA	Ephraim Resources Limited
EPD	Empired Ltd
EPM	Eclipse Metals Limited.
EPW	Erm Power Limited
EQE	Equus Mining Limited
EQT	Equity Trustees Ltd
EQX	Eqitx Ltd
ERA	Energy Resources of Australia Ltd
ERF	Elanor Retail Property Fund
ERL	Empire Resources Ltd
ERM	Emmerson Resources Ltd
ESE	Esense-lab Ltd
ESH	Esports Mogul Asia Pacific Limited
ESHO	Esports Mogul Asia Pacific Limited
ESI	Environmental Solutions Internationl
ESIOC	Environmental Clean Technologies Limited
ESK	Etherstack Plc
ESM	Esperance Minerals Nl
ESR	Estrella Resources Limited
ESV	eServGlobal Ltd
ETE	Entek Energy Ltd
ETF	ETF
ETPMAG	ETFS Physical Silver
ETPMPD	ETP
ETPMPM	ETFS Physical PM Basket
ETPMPT	ETP
EUC	European Cobalt Ltd
EUR	Euraust Ltd
EUZ	Europa Metals Ltd
EVE	Energy Ventures Ltd
EVM	EnviroMission Ltd
EVN	Evolution Mining Limited
EVNKOA	Evolution Mining Limited
EVNKOB	Evolution Mining Limited
EVNKOC	Evolution Mining Limited
EVNKOS	Evolution Mining Limited
EVNKOT	Evolution Mining Limited
EVO	Evolve Education Group Limited
EVS	Envirosuite Limited
EVT	Event Hospitality And Entertainment Ltd
EVZ	Envirozel Ltd
EWC	Energy World Corporation Ltd
EX20	EX20
EXG	Excelsior Gold Limited
EXL	Excel Coal Ltd
EXO	Ennox Group Ltd
EXP	Experience Co Limited
EXR	Elixir Petroleum Ltd
EXU	Explaurum Limited
EZL	Euroz Ltd
FAIR	FAIR
FAR	First Australian Resources Ltd
FAU	First Au Limited
FAUO	First Au Limited
FBR	Fastbrick Robotics Ltd
FBU	Fletcher Building Ltd
FBUKOA	Fletcher Building Limited
FBUKOP	Fletcher Building Limited
FBUKOQ	Fletcher Building Limited
FCC	First Cobalt Corp.
FCG	Frontier Capital Group Limited
FCT	Firstwave Cloud Technology Limited
FDM	Freedom Oil And Gas Ltd
FDV	Frontier Digital Ventures Limited
FDX	Frontier Diamonds Ltd
FE8	Faster Enterprises Ltd
FEI	Fe Investments Group Limited
FEL	Fe Limited
FET	Folkestone Education Trust
FFC	Farmaforce Limited
FFG	Fatfish Internet Group Ltd
FFI	FFI Holdings Ltd
FGF	First Growth Funds Limited
FGG	Future Generation Global Investment Company Limited
FGO	Flamingo Ai Limited
FGR	First Graphite Limited
FGROC	First Graphite Limited
FGX	Future Generation Investment Fund Limited
FHS	Freehill Mining Limited.
FID	Fiducian Group Limited
FIG	Freedom Insurance Group Ltd
FIN	Aii S&p/asx 200 Financials
FLC	Fluence Corporation Limited
FLK	Folkestone Ltd
FLN	Freelancer Limited
FLOT	FLOT
FLT	Flight Centre Ltd
FLTKOB	Flight Centre Travel Group Limited
FLTKOC	Flight Centre Travel Group Limited
FLTKOP	Flight Centre Travel Group Limited
FLTKOR	Flight Centre Travel Group Limited
FMG	Fortescue Metals Group Ltd
FMGBOA	Fortescue Metals Group Ltd
FMGBOB	Fortescue Metals Group Ltd
FMGBOC	Fortescue Metals Group Ltd
FMGBOF	Fortescue Metals Group Ltd
FMGBOG	Fortescue Metals Group Ltd
FMGBON	Fortescue Metals Group Ltd
FMGBOQ	Fortescue Metals Group Ltd
FMGBOR	Fortescue Metals Group Ltd
FMGBOU	Fortescue Metals Group Ltd
FMGKOB	Fortescue Metals Group Ltd
FMGKOH	Fortescue Metals Group Ltd
FMGKOI	Fortescue Metals Group Ltd
FMGKOK	Fortescue Metals Group Ltd
FMGKOL	Fortescue Metals Group Ltd
FMGKOQ	Fortescue Metals Group Ltd
FMGKOR	Fortescue Metals Group Ltd
FMGKOT	Fortescue Metals Group Ltd
FMGKOV	Fortescue Metals Group Ltd
FMGMOD	Fortescue Metals Group Ltd
FMGMOQ	Fortescue Metals Group Ltd
FMGMOT	Fortescue Metals Group Ltd
FMGMOU	Fortescue Metals Group Ltd
FMGMOW	Fortescue Metals Group Ltd
FMGMOX	Fortescue Metals Group Ltd
FML	Focus Minerals Ltd
FMS	Flinders Mines Ltd
FND	Finders Resources Ltd
FNP	Freedom Nutritional Products Ltd
FNT	Frontier Resources Ltd
FOD	The Food Revolution Group Limited
FOR	Forager Australian Shares Fund
FPC	Fat Prophets Global Contrarian Fund Ltd
FPH	Fisher & Paykel Healthcare Corp Ltd
FPL	Fremont Petroleum Corporation Limited
FPLOA	Fremont Petroleum Corporation Limited
FPP	Fat Prophets Global Property Fund
FRC	Forte Consolidated Limited
FRI	Finbar International Ltd
FRM	Farm Pride Foods Ltd
FRN	Fraser Range Metals Group Ltd
FRX	Flexiroam Limited
FSA	FSA Group Ltd
FSF	Fonterra Shareholders Fund
FSG	Field Solutions Holdings Limited
FSI	Flagship Investments Limited
FTC	Fintech Chain Limited
FTT	Factor Therapeutics Limited
FTZ	Fertoz Limited
FUEL	FUEL
FUN	Funtastic Ltd
FWD	Fleetwood Corporation Ltd
FXEKOC	FXEKOC
FXEKOD	FXEKOD
FXEKOG	FXEKOG
FXEKOQ	Currency Warrant Aud/eur
FXEKOS	Currency Warrant Aud/eur
FXJ	Fairfax (John) Holdings Ltd
FXJKOB	Fairfax Media Limited
FXJKOC	Fairfax Media Limited
FXJKOD	Fairfax Media Limited
FXJKOF	Fairfax Media Limited
FXJKOQ	Fairfax Media Limited
FXJKOR	Fairfax Media Limited
FXJKOS	Fairfax Media Limited
FXJKOT	Fairfax Media Limited
FXL	Flexigroup Ltd
FXLKOB	Flexigroup Limited
FXLKOD	Flexigroup Limited
FXLKOE	Flexigroup Limited
FXLKOF	Flexigroup Limited
FXPKOA	FXPKOA
FXPKOB	FXPKOB
FXPKOC	FXPKOC
FXPKOD	FXPKOD
FXPKOF	FXPKOF
FXPKOQ	Currency Warrant Aud/gbp
FXPKOT	FXPKOT
FXPKOU	FXPKOU
FXPKOV	FXPKOV
FXUKOA	Currency Warrant Aus/usd.
FXUKOB	Currency Warrant Aus/usd.
FXUKOE	Currency Warrant Aus/usd.
FXUKOH	FXUKOH
FXUKOK	FXUKOK
FXUKOL	FXUKOL
FXUKOM	FXUKOM
FXUKON	FXUKON
FXUKOO	FXUKOO
FXUKOQ	Currency Warrant Aus/usd.
FXUKOR	Currency Warrant Aus/usd.
FXUKOU	Currency Warrant Aus/usd.
FXUKOV	Currency Warrant Aus/usd.
FXUKOW	Currency Warrant Aus/usd.
FXUKOX	Currency Warrant Aus/usd.
FXUKOY	Currency Warrant Aus/usd.
FXUKOZ	Currency Warrant Aus/usd.
FXUMOQ	FXUMOQ
FXUMOT	FXUMOT
FXUMOX	FXUMOX
FXUQOP	FXUQOP
FXYKOA	FXYKOA
FXYKOB	Currency Warrant Aud/jpy
FXYKOC	FXYKOC
FXYKOR	FXYKOR
FXYKOS	FXYKOS
FXYKOU	FXYKOU
FXYKOY	FXYKOY
FXZKOA	FXZKOA
FXZKOB	FXZKOB
FXZKOD	FXZKOD
FXZKOE	FXZKOE
FXZKOP	Currency Warrant Aud/nzd
FXZKOQ	FXZKOQ
FXZKOS	FXZKOS
FYA	Fortune Asia Group Ltd
FYI	FYI
FZO	Family Zone Cyber Safety Limited
FZR	Fitzroy River Corporation Ltd
G1A	Galena Mining Limited
G88	Golden Mile Resources Ltd
GAL	Galicia Energy Corporation Ltd
GAP	Gale Pacific Ltd
GAS	GasNet Australia Group
GBA	Grandbridge Ltd
GBE	Globe Uranium Ltd
GBG	Gindalbie Metals Ltd
GBI	Genera Biosystems Ltd
GBM	Greater Bendigo Mines Ltd
GBP	Global Petroleum Ltd
GBR	G Retail Ltd
GBT	GBST Holdings Ltd
GBZ	GBM Resources Ltd
GBZOA	Gbm Resources Limited
GC1	Glennon Small Companies Limited
GCI	Gryphon Capital Income Trust
GCM	Garda Capital Group
GCN	GoConnect Ltd
GCR	Golden Cross Resources Ltd
GCS	Global Construction Services Ltd
GCY	Gascoyne Resources Limited
GDF	Garda Diversified Property Fund
GDG	Generation Development Group Limited
GDI	Gdi Property Group
GDX	GDX
GDXKOA	GDXKOA
GEAR	GEAR
GED	Golden Deeps Ltd
GEM	G8 Education Limited
GEMBOA	G8 Education Limited
GEMBON	G8 Education Limited
GEMKOA	G8 Education Limited
GEMKOC	G8 Education Limited
GEMKOP	G8 Education Limited
GES	Genesis Resources Limited
GEV	Global Energy Ventures Ltd
GFI	Global Fortune Investment Limited
GFL	Global Masters Fund Ltd
GFY	Godfreys Group Limited
GGE	Grand Gulf Energy Ltd
GGG	Gold Company Ltd
GGGOB	Greenland Minerals And Energy Limited
GGX	Gas2Grid Ltd
GID	Gi Dynamics Inc
GLA	Gladiator Resources Ltd
GLB	Globe International Ltd
GLE	GLG Corp Ltd
GLH	Global Health Ltd
GLIN	GLIN
GLL	Galilee Energy Limited
GMA	Genworth Mortgage Insurance Australia Limited
GMAKOA	Genworth Mortgage Insurance Australia Limited
GMAKOQ	Genworth Mortgage Insurance Australia Limited
GMAKOR	Genworth Mortgage Insurance Australia Limited
GMC	Gulf Minerals Corporation Ltd
GMCO	Gulf Manganese Corporation Limited
GMD	Genesis Minerals Ltd
GME	GME Resources Ltd
GMG	Goodman Group
GMGBOT	Goodman Group
GMGKOF	Goodman Group
GMGKOP	Goodman Group
GMGKOQ	Goodman Group
GML	Gateway Mining NL
GMN	Gold Mountain Limited
GMR	Golden Rim Resoures Ltd
GMRO	Golden Rim Resources Ltd
GMV	G Medical Innovations Holdings Limited
GMY	Goldfields Money Limited
GNC	GrainCorp Ltd
GNCKOB	Graincorp Limited
GNCKOC	Graincorp Limited
GNCKOE	Graincorp Limited
GNCKOF	Graincorp Limited
GNE	Genesis Energy Limited
GNG	Gr Engineering Services Limited
GNX	Genex Power Limited
GO2	The Go2 People Ltd
GOE	Go Energy Group Limited
GOLD	Gold Bullion Ltd
GOO	Gooroo Ventures Limited
GOR	Gold Road Resources Limited
GOVT	GOVT
GOW	Gowing Bros Ltd
GOZ	Growthpoint Properties Australia
GPP	Greenpower Energy Ltd
GPPO	Greenpower Energy Limited
GPPOA	Greenpower Energy Limited
GPR	Geopacific Resources NL
GPS	Gps Alliance Holdings Limited
GPT	General Property Trust
GPTKOB	Gpt Group
GPTKOC	Gpt Group
GPTKOD	Gpt Group
GPTKOP	Gpt Group
GPTKOR	Gpt Group
GPTKOS	Gpt Group
GPX	Graphex Mining Limited
GRB	Gage Road Brewing Co Ltd
GRR	Grange Resources Ltd
GRV	Greenvale Mining NL
GSBG20	Australian Government Treasury Bonds
GSBG23	Australian Government Treasury Bonds
GSBG24	Australian Government Treasury Bonds
GSBG25	Australian Government Treasury Bonds
GSBG26	Australian Government Treasury Bonds
GSBG27	Australian Government Treasury Bonds
GSBG29	Australian Government Treasury Bonds
GSBG33	Australian Government Treasury Bonds
GSBG37	Australian Government Treasury Bonds
GSBK35	Australian Government Treasury Bonds
GSBK39	Australian Government Treasury Bonds
GSBM22	Australian Government Treasury Bonds
GSBU20	Australian Government Treasury Bonds
GSBU22	GSBU22
GSBU27	Australian Government Treasury Bonds
GSBU28	Australian Government Treasury Bonds
GSBU29	GSBU29
GSC	Global Geoscience Ltd
GSIC22	Australian Government Treasury Indexed Bonds
GSIO20	Australian Government Treasury Indexed Bonds
GSIO35	Australian Government Treasury Indexed Bonds
GSIO40	Australian Government Treasury Indexed Bonds
GSIQ25	Australian Government Treasury Indexed Bonds
GSIQ30	Australian Government Treasury Indexed Bonds
GSIU18	Australian Government Treasury Indexed Bonds
GSIU27	Australian Government Treasury Indexed Bonds
GSL	Greatcell Solar Limited
GSN	Great Southern Mining Limited
GSS	Genetic Signatures Limited
GSW	Getswift Limited
GTE	Great Western Exploration Ltd
GTG	Genetic Technologies Ltd
GTK	Gentrack Group Limited
GTN	GTN Resources Ltd
GTR	GTI Resources Ltd
GTY	Gateway Lifestyle Group
GUD	GUD Holdings Ltd
GUL	Gullewa Ltd
GVF	Global Value Fund Limited
GWA	Gwa Group Limited.
GWAKOP	Gwa Group Limited.
GWR	Golden West Resources Ltd
GXL	Greenross Ltd
GXY	Galaxy Resources Ltd
GXYKOC	Galaxy Resources Limited
GXYKOE	Galaxy Resources Limited
GXYKOF	Galaxy Resources Limited
GZL	Gazal Corporation Ltd
HACK	HACK
HAR	Haranga Resources Limited
HAS	Hastings Rare Metals Ltd
HAV	Havilah Resources NL
HAVOC	Havilah Resources Limited
HAW	Hawthorn Resources Ltd
HCH	Hot Chili Limited
HCO	Hylea Metals Limited
HCT	Holista Colltech Limited
HDY	Hardey Resources Limited
HDYOC	Hardey Resources Limited
HE8	Helios Energy Ltd
HE8OA	Helios Energy Ltd
HEG	Hill End Gold Ltd
HEGOC	Hill End Gold Limited
HEUR	HEUR
HFR	Highfield Resources Limited
HGL	Hudson Investment Group Ltd
HGM	High Grade Metals Limited
HGO	Hillgrove Resources Ltd
HHM	Hampton Hill Mining NL
HHY	Hastings High Yield Fund
HIG	Highlands Pacific Ltd (PNG)
HIL	Hills Industries Ltd
HIP	Hyperion Flagship Investments Ltd
HIPOA	Hipo Resources Limited
HIT	Hitech Group Australia Ltd
HJPN	HJPN
HLO	Helloworld Limited
HLX	Helix Resources Ltd
HML	Hamill Resources
HMLO	
HMO	Hearmeout Limited
HMX	Hammer Metals Limited
HNG	HGL Ltd
HNR	Hannans Reward NL
HOG	Hawkley Oil And Gas Limited
HOM	Homeloans Ltd
HOR	Horseshoe Metals Limited
HOT	Hotcopper Holdings Limited
HPI	Hotel Property Investments
HPR	High Peak Royalties Limited
HRL	Hot Rock
HRN	Horizon Gold Limited
HRR	Heron Resources Ltd
HSN	Hansen Technologies Ltd
HSO	Healthscope Limited.
HSOKOA	Healthscope Limited.
HSOKOD	Healthscope Limited.
HSOKOQ	Healthscope Limited.
HSXKOB	HSXKOB
HSXKOC	HSXKOC
HSXKOE	HSXKOE
HSXKOQ	HSXKOQ
HSXKOT	HSXKOT
HSXKOX	HSXKOX
HSXMOY	HSXMOY
HT1	Ht&e Limited
HT8	Harris Technology Group Limited
HTA	Hutchison Telecommunications (Aust)
HUB	Hub24 Limited
HUO	Huon Aquaculture Group Limited
HVN	Harvey Norman Holdings Ltd
HVNBON	Harvey Norman Holdings Limited
HVNBOR	Harvey Norman Holdings Limited
HVNKOA	Harvey Norman Holdings Limited
HVNKOC	Harvey Norman Holdings Limited
HVNKOE	Harvey Norman Holdings Limited
HVNKOP	Harvey Norman Holdings Limited
HVNKOR	Harvey Norman Holdings Limited
HVNKOW	Harvey Norman Holdings Limited
HVST	HVST
HWK	Hawkstone Mining Limited
HXG	Hexagon Resources Limited
HZN	Horizon Oil Ltd
HZR	Hazer Group Limited
HZRO	Hazer Group Limited
IAA	
IAB	Inabox Group Limited
IAF	Ishares Ubs Composite Bond Index Fund
IAG	Insurance Australia Group Ltd
IAGKOA	Insurance Australia Group Limited
IAGKOB	Insurance Australia Group Limited
IAGKOD	Insurance Australia Group Limited
IAGKOQ	Insurance Australia Group Limited
IAGKOR	Insurance Australia Group Limited
IAGKOT	Insurance Australia Group Limited
IAGPD	Insurance Australia Group Limited
IAM	Intiger Group Limited
IANG	IANG
IAU	Intrepid Mines Ltd
IB8	Ibosses Corporation Limited
IBC	Ironbark Capital Ltd
IBG	Ironbark Gold Ltd
IBN	Ibuynew Group Limited
IBX	Imagion Biosystems Limited
ICG	Inca Minerals Limited
ICI	Icandy Interactive Limited
ICIO	Icandy Interactive Limited
ICN	Icon Energy Ltd
ICQ	Icar Asia Limited
ICS	ICSGlobal Ltd
ICT	Incitec
ICTOB	Icollege Limited
ICU	Isentric Limited
IDA	Indiana Resources Limited
IDO	Indo Mines Ltd
IDR	Industria Reit Fund
IDT	Institute of Drug Technology Aust
IDX	Indexshares Fund The
IDZ	Indoor Skydive Australia Group Limited
IEC	Intra Energy Corporation Limited
IEL	Idp Education Limited
IEM	iShares MSCI Emerging Markets
IEQ	International Equities Corp Ltd
IEU	iShares S&P Europe 350
IFL	IOOF Holdings Ltd
IFLKOC	Ioof Holdings Limited
IFLKOP	Ioof Holdings Limited
IFLKOQ	Ioof Holdings Limited
IFM	Infomedia Ltd
IFN	IFN
IFNKOA	Infigen Energy
IFRA	IFRA
IFT	Infratil Limited.
IGB	Ishares Ubs Treasury Index Fund
IGE	Integrated Green Energy Solutions Ltd
IGL	International Goldfields Ltd
IGO	Independence Group NL
IGOKOA	Independence Group Nl
IGOKOB	Independence Group Nl
IGOKOC	Independence Group Nl
IGOKOD	Independence Group Nl
IGOKOQ	Independence Group Nl
IGOKOR	Independence Group Nl
IGOKOT	Independence Group Nl
IGS	International Goldfields Limited...
IHCB	IHCB
IHD	Ishares S&p/asx High Dividend
IHEB	IHEB
IHL	Impression Healthcare Limited
IHLOA	Impression Healthcare Limited
IHLOB	Impression Healthcare Limited
