Linear Interpolation Prediction for GOOG from 2018-01-24-09:30 to 2018-01-24-10:30

Analysed days: 14, Interpolated Closest Days: 2, distance 147.025488
Analysed days: 25, Interpolated Closest Days: 17, distance 213.530673
Analysed days: 25, Interpolated Closest Days: 18, distance 213.530673
Analysed days: 25, Interpolated Closest Days: 19, distance 213.530673
Analysed days: 25, Interpolated Closest Days: 20, distance 213.530673
Analysed days: 25, Interpolated Closest Days: 21, distance 213.530673
Analysed days: 25, Interpolated Closest Days: 22, distance 213.530673
Analysed days: 25, Interpolated Closest Days: 23, distance 213.530673
Analysed days: 25, Interpolated Closest Days: 24, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 15, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 16, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 17, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 18, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 19, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 20, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 21, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 22, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 23, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 24, distance 213.530673
Analysed days: 26, Interpolated Closest Days: 25, distance 213.530673
Analysed days: 15, Interpolated Closest Days: 5, distance 214.131306
Analysed days: 16, Interpolated Closest Days: 5, distance 214.131306
Analysed days: 28, Interpolated Closest Days: 15, distance 214.481432
Analysed days: 28, Interpolated Closest Days: 16, distance 214.641105
Analysed days: 28, Interpolated Closest Days: 14, distance 214.668663
Analysed days: 29, Interpolated Closest Days: 14, distance 215.757508
Analysed days: 22, Interpolated Closest Days: 7, distance 217.609772
Analysed days: 23, Interpolated Closest Days: 7, distance 217.609772
Analysed days: 24, Interpolated Closest Days: 7, distance 217.609772
Analysed days: 25, Interpolated Closest Days: 7, distance 217.609772
Analysed days: 26, Interpolated Closest Days: 7, distance 217.609772
Analysed days: 27, Interpolated Closest Days: 9, distance 218.102475
Analysed days: 20, Interpolated Closest Days: 8, distance 218.326360
Analysed days: 21, Interpolated Closest Days: 8, distance 218.326360
Analysed days: 27, Interpolated Closest Days: 15, distance 218.416989
Analysed days: 27, Interpolated Closest Days: 14, distance 218.485965
Analysed days: 14, Interpolated Closest Days: 7, distance 218.887921
Analysed days: 27, Interpolated Closest Days: 13, distance 218.979885
Analysed days: 28, Interpolated Closest Days: 11, distance 219.112011
Analysed days: 14, Interpolated Closest Days: 6, distance 219.209196
Analysed days: 22, Interpolated Closest Days: 13, distance 219.318251
Analysed days: 22, Interpolated Closest Days: 12, distance 219.467168
Analysed days: 29, Interpolated Closest Days: 13, distance 219.681947
Analysed days: 17, Interpolated Closest Days: 7, distance 219.782307
Analysed days: 18, Interpolated Closest Days: 7, distance 219.782307
Analysed days: 19, Interpolated Closest Days: 7, distance 219.782307
Analysed days: 22, Interpolated Closest Days: 11, distance 220.145304
Analysed days: 16, Interpolated Closest Days: 9, distance 221.003205
Analysed days: 16, Interpolated Closest Days: 8, distance 221.459243
Analysed days: 15, Interpolated Closest Days: 8, distance 222.198921
Analysed days: 28, Interpolated Closest Days: 13, distance 222.747995
Analysed days: 15, Interpolated Closest Days: 7, distance 222.891060
Analysed days: 16, Interpolated Closest Days: 7, distance 222.891060
Analysed days: 22, Interpolated Closest Days: 4, distance 223.917813
Analysed days: 23, Interpolated Closest Days: 4, distance 223.917813
Analysed days: 24, Interpolated Closest Days: 4, distance 223.917813
Analysed days: 25, Interpolated Closest Days: 4, distance 223.917813
Analysed days: 26, Interpolated Closest Days: 4, distance 223.917813
Analysed days: 27, Interpolated Closest Days: 4, distance 223.917813
Analysed days: 23, Interpolated Closest Days: 14, distance 224.359686
Analysed days: 24, Interpolated Closest Days: 14, distance 224.359686
Analysed days: 25, Interpolated Closest Days: 14, distance 224.359686
Analysed days: 26, Interpolated Closest Days: 14, distance 224.359686
Analysed days: 23, Interpolated Closest Days: 13, distance 224.841373
Analysed days: 24, Interpolated Closest Days: 13, distance 224.841373
Analysed days: 25, Interpolated Closest Days: 13, distance 224.841373
Analysed days: 26, Interpolated Closest Days: 13, distance 224.841373
Analysed days: 27, Interpolated Closest Days: 10, distance 225.014780
Analysed days: 23, Interpolated Closest Days: 12, distance 225.861404
Analysed days: 24, Interpolated Closest Days: 12, distance 225.861404
Analysed days: 25, Interpolated Closest Days: 12, distance 225.861404
Analysed days: 26, Interpolated Closest Days: 12, distance 225.861404
Analysed days: 28, Interpolated Closest Days: 12, distance 227.530107
Analysed days: 22, Interpolated Closest Days: 8, distance 227.946930
Analysed days: 23, Interpolated Closest Days: 8, distance 227.946930
Analysed days: 24, Interpolated Closest Days: 8, distance 227.946930
Analysed days: 25, Interpolated Closest Days: 8, distance 227.946930
Analysed days: 26, Interpolated Closest Days: 8, distance 227.946930
Analysed days: 28, Interpolated Closest Days: 4, distance 228.109185
Analysed days: 29, Interpolated Closest Days: 4, distance 228.109185
Analysed days: 27, Interpolated Closest Days: 12, distance 228.173181
Analysed days: 7, Interpolated Closest Days: 3, distance 228.601293
Analysed days: 8, Interpolated Closest Days: 3, distance 228.601293
Analysed days: 9, Interpolated Closest Days: 3, distance 228.601293
Analysed days: 10, Interpolated Closest Days: 3, distance 228.601293
Analysed days: 11, Interpolated Closest Days: 3, distance 228.601293
Analysed days: 12, Interpolated Closest Days: 3, distance 228.601293
Analysed days: 13, Interpolated Closest Days: 3, distance 228.601293
Analysed days: 14, Interpolated Closest Days: 5, distance 230.353327
Analysed days: 22, Interpolated Closest Days: 10, distance 231.246384
Analysed days: 13, Interpolated Closest Days: 6, distance 232.674199
Analysed days: 15, Interpolated Closest Days: 6, distance 232.725370
Analysed days: 16, Interpolated Closest Days: 6, distance 232.725370
Analysed days: 27, Interpolated Closest Days: 11, distance 233.892344
Analysed days: 23, Interpolated Closest Days: 9, distance 234.633600
Analysed days: 24, Interpolated Closest Days: 9, distance 234.633600
Analysed days: 25, Interpolated Closest Days: 9, distance 234.633600
Analysed days: 26, Interpolated Closest Days: 9, distance 234.633600
Analysed days: 8, Interpolated Closest Days: 5, distance 235.617592
Analysed days: 8, Interpolated Closest Days: 6, distance 235.617592
Analysed days: 8, Interpolated Closest Days: 7, distance 235.617592
Analysed days: 9, Interpolated Closest Days: 5, distance 235.617592
Analysed days: 10, Interpolated Closest Days: 5, distance 235.617592
Analysed days: 11, Interpolated Closest Days: 5, distance 235.617592
Analysed days: 12, Interpolated Closest Days: 5, distance 235.617592
Analysed days: 13, Interpolated Closest Days: 5, distance 235.617592
Analysed days: 23, Interpolated Closest Days: 11, distance 236.500784
Analysed days: 24, Interpolated Closest Days: 11, distance 236.500784
Analysed days: 25, Interpolated Closest Days: 11, distance 236.500784
Analysed days: 26, Interpolated Closest Days: 11, distance 236.500784
Analysed days: 22, Interpolated Closest Days: 9, distance 238.512229
Analysed days: 23, Interpolated Closest Days: 10, distance 243.576204
Analysed days: 24, Interpolated Closest Days: 10, distance 243.576204
Analysed days: 25, Interpolated Closest Days: 10, distance 243.576204
Analysed days: 26, Interpolated Closest Days: 10, distance 243.576204
Analysed days: 3, Interpolated Closest Days: 1, distance 246.698885
Analysed days: 4, Interpolated Closest Days: 1, distance 246.698885
Analysed days: 5, Interpolated Closest Days: 1, distance 246.698885
Analysed days: 22, Interpolated Closest Days: 3, distance 249.812007
Analysed days: 23, Interpolated Closest Days: 3, distance 249.812007
Analysed days: 24, Interpolated Closest Days: 3, distance 249.812007
Analysed days: 25, Interpolated Closest Days: 3, distance 249.812007
Analysed days: 26, Interpolated Closest Days: 3, distance 249.812007
Analysed days: 27, Interpolated Closest Days: 3, distance 249.812007
Analysed days: 28, Interpolated Closest Days: 3, distance 253.437432
Analysed days: 29, Interpolated Closest Days: 3, distance 253.437432
Analysed days: 8, Interpolated Closest Days: 4, distance 253.799926
Analysed days: 9, Interpolated Closest Days: 4, distance 253.799926
Analysed days: 10, Interpolated Closest Days: 4, distance 253.799926
Analysed days: 11, Interpolated Closest Days: 4, distance 253.799926
Analysed days: 12, Interpolated Closest Days: 4, distance 253.799926
Analysed days: 13, Interpolated Closest Days: 4, distance 253.799926
Analysed days: 28, Interpolated Closest Days: 2, distance 274.701078
Analysed days: 29, Interpolated Closest Days: 2, distance 274.701078
Analysed days: 22, Interpolated Closest Days: 2, distance 299.895563
Analysed days: 23, Interpolated Closest Days: 2, distance 299.895563
Analysed days: 24, Interpolated Closest Days: 2, distance 299.895563
Analysed days: 25, Interpolated Closest Days: 2, distance 299.895563
Analysed days: 26, Interpolated Closest Days: 2, distance 299.895563
Analysed days: 27, Interpolated Closest Days: 2, distance 299.895563
Analysed days: 22, Interpolated Closest Days: 1, distance 390.338708
Analysed days: 23, Interpolated Closest Days: 1, distance 390.338708
Analysed days: 24, Interpolated Closest Days: 1, distance 390.338708
Analysed days: 25, Interpolated Closest Days: 1, distance 390.338708
Analysed days: 26, Interpolated Closest Days: 1, distance 390.338708
Analysed days: 27, Interpolated Closest Days: 1, distance 390.338708
