Symbol	Description
M6LY	6-Month Lows S&P 500 Consumer Disc
M6LZ	6-Month Lows Russell 3000
MADA	52-Week Hi-Lo AMEX
MADB	52-Week Hi-Lo S&P 500 Materials
MADC	52-Week Hi-Lo Russell 2000
MADD	52-Week Hi-Lo Otcbb
MADE	52-Week Hi-Lo ETFS
MADF	52-Week Hi-Lo S&P 500 Financials
MADG	52-Week Hi-Lo Russell 1000
MADH	52-Week Hi-Lo Price GT $10
MADI	52-Week Hi-Lo S&P 500 Industrials
MADJ	52-Week Hi-Lo S&P 500 Utilities
MADK	52-Week Hi-Lo S&P 500 Info Tech
MADL	52-Week Hi-Lo Price Lt $10
MADM	52-Week Hi-Lo S&P 500 Consumer Staples
MADN	52-Week Hi-Lo NYSE
MADO	52-Week Hi-Lo S&P 100
MADP	52-Week Hi-Lo S&P 500
MADQ	52-Week Hi-Lo Nasdaq
MADR	52-Week Hi-Lo S&P 500 Real Estate
MADS	52-Week Hi-Lo S&P 500 Health Care
MADT	52-Week Hi-Lo S&P 500 Energies
MADU	52-Week Hi-Lo Volume Lt 100K
MADV	52-Week Hi-Lo Volume GT 100K
MADW	52-Week Hi-Lo S&P 500 Telcomm
MADX	52-Week Hi-Lo Overall
MADY	52-Week Hi-Lo S&P 500 Consumer Disc
MADZ	52-Week Hi-Lo Russell 3000
MAHA	52-Week Highs AMEX
MAHB	52-Week Highs S&P 500 Materials
MAHC	52-Week Highs Russell 2000
MAHD	52-Week Highs Otcbb
MAHE	52-Week Highs ETFS
MAHF	52-Week Highs S&P 500 Financials
MAHG	52-Week Highs Russell 1000
MAHH	52-Week Highs Price GT $10
MAHI	52-Week Highs S&P 500 Industrials
MAHJ	52-Week Highs S&P 500 Utilities
MAHK	52-Week Highs S&P 500 Info Tech
MAHL	52-Week Highs Price Lt $10
MAHM	52-Week Highs S&P 500 Consumer Staples
MAHN	52-Week Highs NYSE
MAHO	52-Week Highs S&P 100
MAHP	52-Week Highs S&P 500
MAHQ	52-Week Highs Nasdaq
MAHR	52-Week Highs S&P 500 Real Estate
MAHS	52-Week Highs S&P 500 Health Care
MAHT	52-Week Highs S&P 500 Energies
MAHU	52-Week Highs Volume Lt 100K
MAHV	52-Week Highs Volume GT 100K
MAHW	52-Week Highs S&P 500 Telcomm
MAHX	52-Week Highs Overall
MAHY	52-Week Highs S&P 500 Consumer Disc
MAHZ	52-Week Highs Russell 3000
MALA	52-Week Lows AMEX
MALB	52-Week Lows S&P 500 Materials
MALC	52-Week Lows Russell 2000
MALD	52-Week Lows Otcbb
MALE	52-Week Lows ETFS
MALF	52-Week Lows S&P 500 Financials
MALG	52-Week Lows Russell 1000
MALH	52-Week Lows Price GT $10
MALI	52-Week Lows S&P 500 Industrials
MALJ	52-Week Lows S&P 500 Utilities
MALK	52-Week Lows S&P 500 Info Tech
MALL	52-Week Lows Price Lt $10
MALM	52-Week Lows S&P 500 Consumer Staples
MALN	52-Week Lows NYSE
MALO	52-Week Lows S&P 100
MALP	52-Week Lows S&P 500
MALQ	52-Week Lows Nasdaq
MALR	52-Week Lows S&P 500 Real Estate
MALS	52-Week Lows S&P 500 Health Care
MALT	52-Week Lows S&P 500 Energies
MALU	52-Week Lows Volume Lt 100K
MALV	52-Week Lows Volume GT 100K
MALW	52-Week Lows S&P 500 Telcomm
MALX	52-Week Lows Overall
MALY	52-Week Lows S&P 500 Consumer Disc
MALZ	52-Week Lows Russell 3000
MMFD	Percent of Stocks Above 5-Day Average
MMFI	Percent of Stocks Above 50-Day Average
MMOF	Percent of Stocks Above 150-Day Average
MMOH	Percent of Stocks Above 100-Day Average
MMTH	Percent of Stocks Above 200-Day Average
MMTW	Percent of Stocks Above 20-Day Average
MNFD	Percent Above 5-Day Average Yesterday
MNFI	Percent Above 50-Day Average Yesterday
MNOF	Percent Above 150-Day Average Yesterday
MNOH	Percent Above 100-Day Average Yesterday
MNTH	Percent Above 200-Day Average Yesterday
MNTW	Percent Above 20-Day Average Yesterday
MOFD	Percent Above 5-Day Average Last Week
MOFI	Percent Above 50-Day Average Last Week
MOOF	Percent Above 150-Day Average Last Week
MOOH	Percent Above 100-Day Average Last Week
MOTH	Percent Above 200-Day Average Last Week
MOTW	Percent Above 20-Day Average Last Week
MPFD	Percent Above 5-Day Average Last Month
MPFI	Percent Above 50-Day Average Last Month
MPOF	Percent Above 150-Day Average Last Month
MPOH	Percent Above 100-Day Average Last Month
MPTH	Percent Above 200-Day Average Last Month
MPTW	Percent Above 20-Day Average Last Month
MTFD	TSX Percent of Stocks Above 5-Day Average
MTFI	TSX Percent of Stocks Above 50-Day Average
MTOF	TSX Percent of Stocks Above 150-Day Average
MTOH	TSX Percent of Stocks Above 100-Day Average
MTTH	TSX Percent of Stocks Above 200-Day Average
MTTW	TSX Percent of Stocks Above 20-Day Average
MUFD	TSX Percent Above 5-Day Average Yesterday
MUFI	TSX Percent Above 50-Day Average Yesterday
MUOF	TSX Percent Above 150-Day Average Yesterday
MUOH	TSX Percent Above 100-Day Average Yesterday
MUTH	TSX Percent Above 200-Day Average Yesterday
MUTW	TSX Percent Above 20-Day Average Yesterday
MVFD	TSX Percent Above 5-Day Average Last Week
MVFI	TSX Percent Above 50-Day Average Last Week
MVOF	TSX Percent Above 150-Day Average Last Week
MVOH	TSX Percent Above 100-Day Average Last Week
MVTH	TSX Percent Above 200-Day Average Last Week
MVTW	TSX Percent Above 20-Day Average Last Week
MWFD	TSX Percent Above 5-Day Average Last Month
MWFI	TSX Percent Above 50-Day Average Last Month
MWOF	TSX Percent Above 150-Day Average Last Month
MWOH	TSX Percent Above 100-Day Average Last Month
MWTH	TSX Percent Above 200-Day Average Last Month
MWTW	TSX Percent Above 20-Day Average Last Month
MYDA	YTD Hi-Lo AMEX
MYDB	YTD Hi-Lo S&P 500 Materials
MYDC	YTD Hi-Lo Russell 2000
MYDD	YTD Hi-Lo Otcbb
MYDE	YTD Hi-Lo ETFS
MYDF	YTD Hi-Lo S&P 500 Financials
MYDG	YTD Hi-Lo Russell 1000
MYDH	YTD Hi-Lo Price GT $10
MYDI	YTD Hi-Lo S&P 500 Industrials
MYDJ	YTD Hi-Lo S&P 500 Utilities
MYDK	YTD Hi-Lo S&P 500 Info Tech
MYDL	YTD Hi-Lo Price Lt $10
MYDM	YTD Hi-Lo S&P 500 Consumer Staples
MYDN	YTD Hi-Lo NYSE
MYDO	YTD Hi-Lo S&P 100
MYDP	YTD Hi-Lo S&P 500
MYDQ	YTD Hi-Lo Nasdaq
MYDR	YTD Hi-Lo S&P 500 Real Estate
MYDS	YTD Hi-Lo S&P 500 Health Care
MYDT	YTD Hi-Lo S&P 500 Energies
MYDU	YTD Hi-Lo Volume Lt 100K
MYDV	YTD Hi-Lo Volume GT 100K
MYDW	YTD Hi-Lo S&P 500 Telcomm
MYDX	YTD Hi-Lo Overall
MYDY	YTD Hi-Lo S&P 500 Consumer Disc
MYDZ	YTD Hi-Lo Russell 3000
MYHA	YTD Highs AMEX
MYHB	YTD Highs S&P 500 Materials
MYHC	YTD Highs Russell 2000
MYHD	YTD Highs Otcbb
MYHE	YTD Highs ETFS
MYHF	YTD Highs S&P 500 Financials
MYHG	YTD Highs Russell 1000
MYHH	YTD Highs Price GT $10
MYHI	YTD Highs S&P 500 Industrials
MYHJ	YTD Highs S&P 500 Utilities
MYHK	YTD Highs S&P 500 Info Tech
MYHL	YTD Highs Price Lt $10
MYHM	YTD Highs S&P 500 Consumer Staples
MYHN	YTD Highs NYSE
MYHO	YTD Highs S&P 100
MYHP	YTD Highs S&P 500
MYHQ	YTD Highs Nasdaq
MYHR	YTD Highs S&P 500 Real Estate
MYHS	YTD Highs S&P 500 Health Care
MYHT	YTD Highs S&P 500 Energies
MYHU	YTD Highs Volume Lt 100K
MYHV	YTD Highs Volume GT 100K
MYHW	YTD Highs S&P 500 Telcomm
MYHX	YTD Highs Overall
MYHY	YTD Highs S&P 500 Consumer Disc
MYHZ	YTD Highs Russell 3000
MYLA	YTD Lows AMEX
MYLB	YTD Lows S&P 500 Materials
MYLC	YTD Lows Russell 2000
MYLD	YTD Lows Otcbb
MYLE	YTD Lows ETFS
MYLF	YTD Lows S&P 500 Financials
MYLG	YTD Lows Russell 1000
MYLH	YTD Lows Price GT $10
MYLI	YTD Lows S&P 500 Industrials
MYLJ	YTD Lows S&P 500 Utilities
MYLK	YTD Lows S&P 500 Info Tech
MYLL	YTD Lows Price Lt $10
MYLM	YTD Lows S&P 500 Consumer Staples
MYLN	YTD Lows NYSE
MYLO	YTD Lows S&P 100
MYLP	YTD Lows S&P 500
MYLQ	YTD Lows Nasdaq
MYLR	YTD Lows S&P 500 Real Estate
MYLS	YTD Lows S&P 500 Health Care
MYLT	YTD Lows S&P 500 Energies
MYLU	YTD Lows Volume Lt 100K
MYLV	YTD Lows Volume GT 100K
MYLW	YTD Lows S&P 500 Telcomm
MYLX	YTD Lows Overall
MYLY	YTD Lows S&P 500 Consumer Disc
MYLZ	YTD Lows Russell 3000
N1DA	1-Month Hi-Lo S&P 600
N1DB	1-Month Hi-Lo S&P 400
N1DC	1-Month Hi-Lo Nasdaq 100
N1DD	1-Month Hi-Lo DOW Indu
N1DE	1-Month Hi-Lo DOW Comp
N1DF	1-Month Hi-Lo DOW Tran
N1DG	1-Month Hi-Lo DOW Util
N1DH	1-Month Hi-Lo TSX Comp
N1DI	1-Month Hi-Lo TSX 60
N1DJ	1-Month Hi-Lo TSX Venture
N1HA	1-Month Highs S&P 600
N1HB	1-Month Highs S&P 400
N1HC	1-Month Highs Nasdaq 100
N1HD	1-Month Highs DOW Indu
N1HE	1-Month Highs DOW Comp
N1HF	1-Month Highs DOW Tran
N1HG	1-Month Highs DOW Util
N1HH	1-Month Highs TSX Comp
N1HI	1-Month Highs TSX 60
N1HJ	1-Month Highs TSX Venture
N1LA	1-Month Lows S&P 600
N1LB	1-Month Lows S&P 400
N1LC	1-Month Lows Nasdaq 100
N1LD	1-Month Lows DOW Indu
N1LE	1-Month Lows DOW Comp
N1LF	1-Month Lows DOW Tran
N1LG	1-Month Lows DOW Util
N1LH	1-Month Lows TSX Comp
N1LI	1-Month Lows TSX 60
N1LJ	1-Month Lows TSX Venture
N3DA	3-Month Hi-Lo S&P 600
N3DB	3-Month Hi-Lo S&P 400
N3DC	3-Month Hi-Lo Nasdaq 100
N3DD	3-Month Hi-Lo DOW Indu
N3DE	3-Month Hi-Lo DOW Comp
N3DF	3-Month Hi-Lo DOW Tran
N3DG	3-Month Hi-Lo DOW Util
N3DH	3-Month Hi-Lo TSX Comp
N3DI	3-Month Hi-Lo TSX 60
N3DJ	3-Month Hi-Lo TSX Venture
N3HA	3-Month Highs S&P 600
N3HB	3-Month Highs S&P 400
N3HC	3-Month Highs Nasdaq 100
N3HD	3-Month Highs DOW Indu
N3HE	3-Month Highs DOW Comp
N3HF	3-Month Highs DOW Tran
N3HG	3-Month Highs DOW Util
N3HH	3-Month Highs TSX Comp
N3HI	3-Month Highs TSX 60
N3HJ	3-Month Highs TSX Venture
N3LA	3-Month Lows S&P 600
N3LB	3-Month Lows S&P 400
N3LC	3-Month Lows Nasdaq 100
N3LD	3-Month Lows DOW Indu
N3LE	3-Month Lows DOW Comp
N3LF	3-Month Lows DOW Tran
N3LG	3-Month Lows DOW Util
N3LH	3-Month Lows TSX Comp
N3LI	3-Month Lows TSX 60
N3LJ	3-Month Lows TSX Venture
N5DA	5-Day Hi-Lo S&P 600
N5DB	5-Day Hi-Lo S&P 400
N5DC	5-Day Hi-Lo Nasdaq 100
N5DD	5-Day Hi-Lo DOW Indu
N5DE	5-Day Hi-Lo DOW Comp
N5DF	5-Day Hi-Lo DOW Tran
N5DG	5-Day Hi-Lo DOW Util
N5DH	5-Day Hi-Lo TSX Comp
N5DI	5-Day Hi-Lo TSX 60
N5DJ	5-Day Hi-Lo TSX Venture
N5HA	5-Day Highs S&P 600
N5HB	5-Day Highs S&P 400
N5HC	5-Day Highs Nasdaq 100
N5HD	5-Day Highs DOW Indu
N5HE	5-Day Highs DOW Comp
N5HF	5-Day Highs DOW Tran
N5HG	5-Day Highs DOW Util
N5HH	5-Day Highs TSX Comp
N5HI	5-Day Highs TSX 60
N5HJ	5-Day Highs TSX Venture
N5LA	5-Day Lows S&P 600
N5LB	5-Day Lows S&P 400
N5LC	5-Day Lows Nasdaq 100
N5LD	5-Day Lows DOW Indu
N5LE	5-Day Lows DOW Comp
N5LF	5-Day Lows DOW Tran
N5LG	5-Day Lows DOW Util
N5LH	5-Day Lows TSX Comp
N5LI	5-Day Lows TSX 60
N5LJ	5-Day Lows TSX Venture
N6DA	6-Month Hi-Lo S&P 600
N6DB	6-Month Hi-Lo S&P 400
N6DC	6-Month Hi-Lo Nasdaq 100
N6DD	6-Month Hi-Lo DOW Indu
N6DE	6-Month Hi-Lo DOW Comp
N6DF	6-Month Hi-Lo DOW Tran
N6DG	6-Month Hi-Lo DOW Util
N6DH	6-Month Hi-Lo TSX Comp
N6DI	6-Month Hi-Lo TSX 60
N6DJ	6-Month Hi-Lo TSX Venture
N6HA	6-Month Highs S&P 600
N6HB	6-Month Highs S&P 400
N6HC	6-Month Highs Nasdaq 100
N6HD	6-Month Highs DOW Indu
N6HE	6-Month Highs DOW Comp
N6HF	6-Month Highs DOW Tran
N6HG	6-Month Highs DOW Util
N6HH	6-Month Highs TSX Comp
N6HI	6-Month Highs TSX 60
N6HJ	6-Month Highs TSX Venture
N6LA	6-Month Lows S&P 600
N6LB	6-Month Lows S&P 400
N6LC	6-Month Lows Nasdaq 100
N6LD	6-Month Lows DOW Indu
N6LE	6-Month Lows DOW Comp
N6LF	6-Month Lows DOW Tran
N6LG	6-Month Lows DOW Util
N6LH	6-Month Lows TSX Comp
N6LI	6-Month Lows TSX 60
N6LJ	6-Month Lows TSX Venture
NADA	52-Week Hi-Lo S&P 600
NADB	52-Week Hi-Lo S&P 400
NADC	52-Week Hi-Lo Nasdaq 100
NADD	52-Week Hi-Lo DOW Indu
NADE	52-Week Hi-Lo DOW Comp
NADF	52-Week Hi-Lo DOW Tran
NADG	52-Week Hi-Lo DOW Util
NADH	52-Week Hi-Lo TSX Comp
NADI	52-Week Hi-Lo TSX 60
NADJ	52-Week Hi-Lo TSX Venture
NAHA	52-Week Highs S&P 600
NAHB	52-Week Highs S&P 400
NAHC	52-Week Highs Nasdaq 100
NAHD	52-Week Highs DOW Indu
NAHE	52-Week Highs DOW Comp
NAHF	52-Week Highs DOW Tran
NAHG	52-Week Highs DOW Util
NAHH	52-Week Highs TSX Comp
NAHI	52-Week Highs TSX 60
NAHJ	52-Week Highs TSX Venture
NALA	52-Week Lows S&P 600
NALB	52-Week Lows S&P 400
NALC	52-Week Lows Nasdaq 100
NALD	52-Week Lows DOW Indu
NALE	52-Week Lows DOW Comp
NALF	52-Week Lows DOW Tran
NALG	52-Week Lows DOW Util
NALH	52-Week Lows TSX Comp
NALI	52-Week Lows TSX 60
NALJ	52-Week Lows TSX Venture
NAST	NASDAQ Transportation Index
NBI	Nasdaq Biotechnology
NDFD	Nasdaq 100 Stocks Above 5-Day Average
NDFI	Nasdaq 100 Stocks Above 50-Day Average
NDOF	Nasdaq 100 Stocks Above 150-Day Average
NDOH	Nasdaq 100 Stocks Above 100-Day Average
NDTH	Nasdaq 100 Stocks Above 200-Day Average
NDTW	Nasdaq 100 Stocks Above 20-Day Average
NDXE	NASDAQ 100 Equal Weighted
NDXT	NASDAQ 100 TECHNOLOGY
NDXX	NASDAQ-100 Ex-Tech Sector Index
NDY	Nasdaq 100
NQGM	Ndaq Global Market Composite
NQGS	NASDAQ Global Select Market Composite Index
NSHD	NYSE Declining Stocks
NSHF	NYSE Advances - Declines
NSHR	NYSE Advance Decline Ratio
NSHU	NYSE Advancing Stocks
NVLD	NYSE Declining Volume
NVLF	NYSE Advance Decline Volume Difference
NVLR	NYSE Advance Decline Vol Ratio
NVLU	NYSE Advancing Volume
NXTQ	NASDAQ Q-50 Index
NYA	NYSE Composite
NYDA	YTD Hi-Lo S&P 600
NYDB	YTD Hi-Lo S&P 400
NYDC	YTD Hi-Lo Nasdaq 100
NYDD	YTD Hi-Lo DOW Indu
NYDE	YTD Hi-Lo DOW Comp
NYDF	YTD Hi-Lo DOW Tran
NYDG	YTD Hi-Lo DOW Util
NYDH	YTD Hi-Lo TSX Comp
NYDI	YTD Hi-Lo TSX 60
NYDJ	YTD Hi-Lo TSX Venture
NYHA	YTD Highs S&P 600
NYHB	YTD Highs S&P 400
NYHC	YTD Highs Nasdaq 100
NYHD	YTD Highs DOW Indu
NYHE	YTD Highs DOW Comp
NYHF	YTD Highs DOW Tran
NYHG	YTD Highs DOW Util
NYHH	YTD Highs TSX Comp
NYHI	YTD Highs TSX 60
NYHJ	YTD Highs TSX Venture
NYLA	YTD Lows S&P 600
NYLB	YTD Lows S&P 400
NYLC	YTD Lows Nasdaq 100
NYLD	YTD Lows DOW Indu
NYLE	YTD Lows DOW Comp
NYLF	YTD Lows DOW Tran
NYLG	YTD Lows DOW Util
NYLH	YTD Lows TSX Comp
NYLI	YTD Lows TSX 60
NYLJ	YTD Lows TSX Venture
OEX	S&P 100 Index
OFIN	Nasdaq Other Financial Index
OILBR	Crude Oil Brent NYMEX
OILSW	Crude Oil Light Sweet NYMEX
OIV	CBOE/NYMEX WTI Volatility Index
ONE	S&P 100 Index
OSX	Phlx Euro Style Oil Svc Index
OVX	CBOE CRUDE OIL VOLATILITY INDEX
PLD	Palladium Index
PLT	Platinum Index
QSHD	NASD Declining Stocks
QSHF	NASD Advances - Declines
QSHR	NASD Advance Decline Ratio
QSHU	NASD Advancing Stocks
QVLD	NASD Declining Volume
QVLF	NASD Advance Decline Volume Difference
QVLR	NASD Advance Decline Vol Ratio
QVLU	NASD Advancing Volume
R1FD	Russell 1000 Stocks Above 5-Day Average
R1FI	Russell 1000 Stocks Above 50-Day Average
R1OF	Russell 1000 Stocks Above 150-Day Average
R1OH	Russell 1000 Stocks Above 100-Day Average
R1TH	Russell 1000 Stocks Above 200-Day Average
R1TW	Russell 1000 Stocks Above 20-Day Average
R2FD	Russell 2000 Stocks Above 5-Day Average
R2FI	Russell 2000 Stocks Above 50-Day Average
R2OF	Russell 2000 Stocks Above 150-Day Average
R2OH	Russell 2000 Stocks Above 100-Day Average
R2TH	Russell 2000 Stocks Above 200-Day Average
R2TW	Russell 2000 Stocks Above 20-Day Average
R3FD	Russell 3000 Stocks Above 5-Day Average
R3FI	Russell 3000 Stocks Above 50-Day Average
R3OF	Russell 3000 Stocks Above 150-Day Average
R3OH	Russell 3000 Stocks Above 100-Day Average
R3TH	Russell 3000 Stocks Above 200-Day Average
R3TW	Russell 3000 Stocks Above 20-Day Average
RTCM	Tsx Income Trust Index
RTRE	Tsx Reit Capped Index
RVX	CBOE RUSSELL 2000 VOLATILITY IN
S1FD	S&P 100 Stocks Above 5-Day Average
S1FI	S&P 100 Stocks Above 50-Day Average
S1OF	S&P 100 Stocks Above 150-Day Average
S1OH	S&P 100 Stocks Above 100-Day Average
S1TH	S&P 100 Stocks Above 200-Day Average
S1TR	S&P 500 Automobiles & Components [TR]
S1TW	S&P 100 Stocks Above 20-Day Average
S2TR	S&P 500 Banks [TR]
S3TR	S&P 500 Capital Goods [TR]
S4FD	S&P 400 Stocks Above 5-Day Average
S4FI	S&P 400 Stocks Above 50-Day Average
S4OF	S&P 400 Stocks Above 150-Day Average
S4OH	S&P 400 Stocks Above 100-Day Average
S4TH	S&P 400 Stocks Above 200-Day Average
S4TR	S&P 500 -Commercial & Professional Services [TR]
S4TW	S&P 400 Stocks Above 20-Day Average
S5FD	S&P 500 Stocks Above 5-Day Average
S5FI	S&P 500 Stocks Above 50-Day Average
S5OF	S&P 500 Stocks Above 150-Day Average
S5OH	S&P 500 Stocks Above 100-Day Average
S5TH	S&P 500 Stocks Above 200-Day Average
S5TR	S&P 500 Consumer Durables & Apparel [TR]
S5TW	S&P 500 Stocks Above 20-Day Average
S6CD	S&P SmallCap600 Capped Consumer Discretionary [s
S6CS	S&P SmallCap600 Capped Consumer Staples [sector]
S6EP	S&P SmallCap600 Capped Energy [sector]Index
S6FD	S&P 600 Stocks Above 5-Day Average
S6FI	S&P 600 Stocks Above 50-Day Average
S6FP	S&P SmallCap600 Capped Financials [sector]Index
S6HC	S&P SmallCap600 Capped HealthCare [sector]Index
S6IP	S&P SmallCap600 Capped Industrials [sector]Index
S6MP	S&P SmallCap600 Capped Materials [sector]Index
S6OF	S&P 600 Stocks Above 150-Day Average
S6OH	S&P 600 Stocks Above 100-Day Average
S6TH	S&P 600 Stocks Above 200-Day Average
S6TP	S&P SmallCap600 Capped Information Technology [s
S6TR	S&P 500 Consumer Services [TR]
S6TW	S&P 600 Stocks Above 20-Day Average
S6UP	S&P SmallCap600 Capped Utilities & Telecom Servi
S7TR	S&P 500 Diversified Financials [TR]
S8TR	S&P 500 Energy [TR]
S9TR	S&P 500 Food & Staples Retailing [TR]
SAAB	S&P Asia Infrastructure Index
SACC	Alpha Shares China Small Cap Index
SACN	Alpha Shares China Technology Index
SAER	S&P GSCI Agriculture Capped Component 35/20 EUR
SAIE	S&P Africa 40 Index [EURO]
SAIU	S&P Africa 40 Index
SAJR	MSCI WISE ASIA Ex-Japan Top [Net TR]
SAJT	MSCI WISE ASIA Ex-Japan Top
SANA	S&P Agribusiness North America
SANC	S&P Agribusiness North America CAD
SAPE	S&P Asia Property 40 Index
SAPT	S&P GSCI All Metals Capped Commodity 35/20 EUR I
SAPU	S&P Asia Property 40 Index [EURO]
SAQA	S&P Global Water Index
SAQE	S&P Global Water Index [EURO]
SAUE	S&P GSCI Agriculture Capped Component 35/20 EUR
SBAI	S&P Brazil ADR Index
SBER	S&P GSCI Biofuel Index Excess Return
SBES	BLO M Emerging Shariah Index [NetTR]
SBFD	S&P Materials Stocks Above 5-Day Average
SBFI	S&P Materials Stocks Above 50-Day Average
SBIX	S&P 500 Banks non-TR
SBNP	S&P Custom/BNP Paribas SPECTRUMUS Sect or Moment
SBOF	S&P Materials Stocks Above 150-Day Average
SBOH	S&P Materials Stocks Above 100-Day Average
SBSE	S&P BRIC Shariah Index [EURO]
SBSU	S&P BRIC Shariah Index
SBTH	S&P Materials Stocks Above 200-Day Average
SBTR	S&P GSCI Biofuel Index Total Return
SBTW	S&P Materials Stocks Above 20-Day Average
SBUP	S&P Food & Beverage Select Industry Index
SCBR	S&P BMI Russia [Capped] [USDollar]
SCII	CAT China Infrastructure [TR]
SCIR	S&P GSCI North American Copper Index Excess Retu
SCIS	S&P GSCI North American Copper Index
SCIT	S&P GSCI North American Copper Index Total Retur
SCPC	S&P Custom/Polaris China Play Index [TWD]
SCRC	S&P /CITIC China 30 Index
SCRE	Alpha Shares China Real Estate Index
SCSC	S&P /CITIC 300 Index
SCSE	S&P /CITIC 50 Index
SCUT	S&P/CITIC 300 -  Utilities [Sector]
SCWI	CAT China Water [TR]
SCWP	S&P Developed Ex-U.S.Property [USDollar]
SCYE	S&P Chinese Renminbi Price Return Index
SCYI	S&P Chinese Renminbi Total Return
SDDE	Wisdom Tree Domestic Dividends Index ex Financia
SDEW	S&P 400 Midcap Equal Weighted Index
SDIP	S&P DCFI Index Excess Return
SDIS	S&P DCFIIndex
SDIT	S&P DCFI Index Total Return
SDPI	Goldman Sachs BRICs Nifty 50 Developed Markets I
SDTI	Goldman Sachs BRICs Nifty 50 Developed Markets I
SDTR	S&P 500 Food Beverage & Tobacco [TR]
SDTS	S&P Diversified Trends Indicator
SDTT	S&P Diversified Trends Total Return Indicator Le
SEAN	S&P Southeast Asia 40 Index [NetTR]
SEBI	S-Network Emerging Infrastructure Builders Index
SECA	S&P GSCI Enhanced Commodity Index
SECB	S&P GSCI Enhanced Commodity Index Excess Return
SECC	S&P GSCI Enhanced Commodity Index Total Return
SEFD	S&P Energies Stocks Above 5-Day Average
SEFI	S&P Energies Stocks Above 50-Day Average
SEIB	S-Network Emerging Infrastructure Builders Index
SEIE	S&P Global Eco Index [EURO]
SEIT	S&P Global REIT [AUD]
SEIU	S&P Global Eco Index
SEMT	Brics Nifty 50 Emerging Market Tradable Index Tr
SEOF	S&P Energies Stocks Above 150-Day Average
SEOH	S&P Energies Stocks Above 100-Day Average
SETH	S&P Energies Stocks Above 200-Day Average
SETW	S&P Energies Stocks Above 20-Day Average
SFFD	S&P Financials Stocks Above 5-Day Average
SFFI	S&P Financials Stocks Above 50-Day Average
SFOF	S&P Financials Stocks Above 150-Day Average
SFOH	S&P Financials Stocks Above 100-Day Average
SFTH	S&P Financials Stocks Above 200-Day Average
SFTR	S&P 500 - Pharmaceuticals Biotechnology & Life
SFTW	S&P Financials Stocks Above 20-Day Average
SG0A	S&P GSCI Agriculture & Live Stock Index
SG0B	S&P GSCI Agriculture & Live Stock Index Excess R
SG0C	S&P GSCI Agriculture & Live Stock Index Total Re
SG0D	S&P GSCI Agriculture Index Excess Return
SG0E	S&P GSCI Agriculture Index Total Return
SG0F	S&P GSCI All Cattle Index
SG0G	S&P GSCI All Cattle Index Excess Return
SG0H	S&P GSCI All Cattle Index Total Return
SG0I	S&P GSCI All Crude Index
SG1A	S&P GSCI All Crude Index Total Return
SG1B	S&P GSCI All Wheat Index
SG1C	S&P GSCI All Wheat Index Excess Return
SG1D	S&P GSCI All Wheat Index Total Return
SG1E	S&P GSCI Aluminum Index
SG1F	S&P GSCI Aluminum Index Excess Return
SG1G	S&P GSCI Aluminum Index Total Return
SG1H	S&P GSCI Soybean Oil Index
SG1I	S&P GSCI Soybean Oil Index Excess Return
SG1J	S&P GSCI All Crude Index Excess Return
SG2A	S&P GSCI Brent Crude Index
SG2B	S&P GSCI Brent Crude Index Excess Return
SG2C	S&P GSCI Brent Crude Index Total Return
SG2D	S&P GSCI Cocoa Index
SG2E	S&P GSCI Cocoa Index Excess Return
SG2F	S&P GSCI Cocoa Index Total Return
SG2G	S&P GSCI Coffee Index Co Index
SG2H	S&P GSCI Coffee Index Excess Return
SG2I	S&P GSCI Coffee Index Total Return
SG2J	S&P GSCI Soybean Oil Index Total Return
SG3A	S&P GSCI Copper Index Excess Return
SG3B	S&P GSCI Copper Index Total Return
SG3C	S&P GSCI Corn Index
SG3D	S&P GSCI Corn Index Excess Return
SG3E	S&P GSCI Corn Index Total Return
SG3F	S&P GSCI Cotton Index
SG3G	S&P GSCI Cotton Index Excess Return
SG3H	S&P GSCI Cotton Index Total Return
SG3I	S&P GSCI Crude Oil Index
SG3J	S&P GSCI Copper Index
SG4A	S&P GSCI Crude Oil Index Total Return
SG4B	S&P GSCI Energy and Metals Index
SG4C	S&P GSCI Energy and Metals Index Excess Return
SG4D	S&P GSCI Energy and Metals Index Total Return
SG4E	S&P GSCI Energy Index Excess Return
SG4F	S&P GSCI Energy Index Total Return
SG4G	S&P GSCI Feeder Cattle Index
SG4H	S&P GSCI Feeder Cattle Index Excess Return
SG4I	S&P GSCI Feeder Cattle Index Total Return
SG4J	S&P GSCI Crude Oil Index Excess Return
SG5A	S&P GSCI Gas Oil Index Excess Return
SG5B	S&P GSCI Gas Oil Index Total Return
SG5C	S&P GSCI Gold Index
SG5D	S&P GSCI Gold Index Excess Return
SG5E	S&P GSCI Gold Index Total Return
SG5F	S&P GSCI Grains Index
SG5G	S&P GSCI Grains Index Excess Return
SG5H	S&P GSCI Grains Index Total Return
SG5I	S&P GSCI Heating Oil Index
SG5J	S&P GSCI Gas Oil Index
SG6A	S&P GSCI Heating Oil Index Total Return
SG6B	S&P GSCI Industrial Metals Index Excess Return
SG6C	S&P GSCI Industrial Metals Index Total Return
SG6D	S&P GSCI Kansas Wheat Index
SG6E	S&P GSCI Kansas Wheat Index Excess Return
SG6F	S&P GSCI Kansas Wheat Index Total Return
SG6G	S&P GSCI Lead Index
