Linear Interpolation Prediction for WEED.TO from 2018-01-26-09:30 to 2018-01-26-10:30

Analysed days: 25, Interpolated Closest Days: 15, distance 9.037159
Analysed days: 25, Interpolated Closest Days: 5, distance 11.700490
Analysed days: 26, Interpolated Closest Days: 5, distance 11.700490
Analysed days: 27, Interpolated Closest Days: 5, distance 11.700490
Analysed days: 28, Interpolated Closest Days: 5, distance 11.700490
Analysed days: 29, Interpolated Closest Days: 5, distance 11.700490
Analysed days: 29, Interpolated Closest Days: 15, distance 11.732067
Analysed days: 24, Interpolated Closest Days: 11, distance 11.863995
Analysed days: 25, Interpolated Closest Days: 11, distance 11.863995
Analysed days: 26, Interpolated Closest Days: 11, distance 11.863995
Analysed days: 27, Interpolated Closest Days: 11, distance 11.863995
Analysed days: 28, Interpolated Closest Days: 11, distance 11.863995
Analysed days: 22, Interpolated Closest Days: 14, distance 11.964004
Analysed days: 19, Interpolated Closest Days: 14, distance 11.964280
Analysed days: 19, Interpolated Closest Days: 15, distance 11.964280
Analysed days: 19, Interpolated Closest Days: 16, distance 11.964280
Analysed days: 19, Interpolated Closest Days: 17, distance 11.964280
Analysed days: 19, Interpolated Closest Days: 18, distance 11.964280
Analysed days: 20, Interpolated Closest Days: 14, distance 11.964280
Analysed days: 20, Interpolated Closest Days: 15, distance 11.964280
Analysed days: 20, Interpolated Closest Days: 16, distance 11.964280
Analysed days: 20, Interpolated Closest Days: 17, distance 11.964280
Analysed days: 20, Interpolated Closest Days: 18, distance 11.964280
Analysed days: 20, Interpolated Closest Days: 19, distance 11.964280
Analysed days: 21, Interpolated Closest Days: 14, distance 11.964280
Analysed days: 21, Interpolated Closest Days: 15, distance 11.964280
Analysed days: 21, Interpolated Closest Days: 16, distance 11.964280
Analysed days: 21, Interpolated Closest Days: 17, distance 11.964280
Analysed days: 21, Interpolated Closest Days: 18, distance 11.964280
Analysed days: 21, Interpolated Closest Days: 19, distance 11.964280
Analysed days: 21, Interpolated Closest Days: 20, distance 11.964280
Analysed days: 10, Interpolated Closest Days: 6, distance 12.017337
Analysed days: 11, Interpolated Closest Days: 6, distance 12.017337
Analysed days: 12, Interpolated Closest Days: 6, distance 12.017337
Analysed days: 13, Interpolated Closest Days: 6, distance 12.017337
Analysed days: 14, Interpolated Closest Days: 6, distance 12.017337
Analysed days: 15, Interpolated Closest Days: 6, distance 12.017337
Analysed days: 24, Interpolated Closest Days: 8, distance 12.035130
Analysed days: 25, Interpolated Closest Days: 8, distance 12.035130
Analysed days: 26, Interpolated Closest Days: 8, distance 12.035130
Analysed days: 27, Interpolated Closest Days: 8, distance 12.035130
Analysed days: 28, Interpolated Closest Days: 8, distance 12.035130
Analysed days: 29, Interpolated Closest Days: 8, distance 12.035130
Analysed days: 19, Interpolated Closest Days: 11, distance 12.052117
Analysed days: 20, Interpolated Closest Days: 11, distance 12.052117
Analysed days: 21, Interpolated Closest Days: 11, distance 12.052117
Analysed days: 9, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 10, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 11, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 12, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 13, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 14, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 15, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 16, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 17, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 18, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 19, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 20, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 21, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 22, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 23, Interpolated Closest Days: 5, distance 12.074188
Analysed days: 24, Interpolated Closest Days: 7, distance 12.096438
Analysed days: 25, Interpolated Closest Days: 7, distance 12.096438
Analysed days: 26, Interpolated Closest Days: 7, distance 12.096438
Analysed days: 27, Interpolated Closest Days: 7, distance 12.096438
Analysed days: 28, Interpolated Closest Days: 7, distance 12.096438
Analysed days: 29, Interpolated Closest Days: 7, distance 12.096438
Analysed days: 29, Interpolated Closest Days: 18, distance 12.159329
Analysed days: 15, Interpolated Closest Days: 10, distance 12.218742
Analysed days: 15, Interpolated Closest Days: 11, distance 12.218742
Analysed days: 15, Interpolated Closest Days: 12, distance 12.218742
Analysed days: 15, Interpolated Closest Days: 13, distance 12.218742
Analysed days: 15, Interpolated Closest Days: 14, distance 12.218742
Analysed days: 17, Interpolated Closest Days: 12, distance 12.337961
Analysed days: 17, Interpolated Closest Days: 13, distance 12.337961
Analysed days: 17, Interpolated Closest Days: 14, distance 12.337961
Analysed days: 17, Interpolated Closest Days: 15, distance 12.337961
Analysed days: 17, Interpolated Closest Days: 16, distance 12.337961
Analysed days: 19, Interpolated Closest Days: 10, distance 12.353657
Analysed days: 20, Interpolated Closest Days: 10, distance 12.353657
Analysed days: 21, Interpolated Closest Days: 10, distance 12.353657
Analysed days: 22, Interpolated Closest Days: 10, distance 12.353657
Analysed days: 23, Interpolated Closest Days: 10, distance 12.353657
Analysed days: 22, Interpolated Closest Days: 13, distance 12.522785
Analysed days: 8, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 9, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 10, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 11, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 12, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 13, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 14, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 15, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 16, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 17, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 18, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 19, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 20, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 21, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 22, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 23, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 24, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 25, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 26, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 27, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 28, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 29, Interpolated Closest Days: 4, distance 12.581720
Analysed days: 29, Interpolated Closest Days: 17, distance 12.600325
Analysed days: 16, Interpolated Closest Days: 11, distance 12.661776
Analysed days: 16, Interpolated Closest Days: 12, distance 12.661776
Analysed days: 16, Interpolated Closest Days: 13, distance 12.661776
Analysed days: 16, Interpolated Closest Days: 14, distance 12.661776
Analysed days: 16, Interpolated Closest Days: 15, distance 12.661776
Analysed days: 16, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 17, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 18, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 19, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 20, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 21, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 22, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 23, Interpolated Closest Days: 7, distance 12.673783
Analysed days: 29, Interpolated Closest Days: 14, distance 12.765371
Analysed days: 16, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 17, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 18, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 19, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 20, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 21, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 22, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 23, Interpolated Closest Days: 6, distance 12.808464
Analysed days: 24, Interpolated Closest Days: 9, distance 12.833017
Analysed days: 25, Interpolated Closest Days: 9, distance 12.833017
Analysed days: 26, Interpolated Closest Days: 9, distance 12.833017
Analysed days: 27, Interpolated Closest Days: 9, distance 12.833017
Analysed days: 28, Interpolated Closest Days: 9, distance 12.833017
Analysed days: 19, Interpolated Closest Days: 13, distance 12.846856
Analysed days: 20, Interpolated Closest Days: 13, distance 12.846856
Analysed days: 21, Interpolated Closest Days: 13, distance 12.846856
Analysed days: 10, Interpolated Closest Days: 7, distance 13.093413
Analysed days: 10, Interpolated Closest Days: 8, distance 13.093413
Analysed days: 10, Interpolated Closest Days: 9, distance 13.093413
Analysed days: 11, Interpolated Closest Days: 7, distance 13.093413
Analysed days: 12, Interpolated Closest Days: 7, distance 13.093413
Analysed days: 13, Interpolated Closest Days: 7, distance 13.093413
Analysed days: 14, Interpolated Closest Days: 7, distance 13.093413
Analysed days: 15, Interpolated Closest Days: 7, distance 13.093413
Analysed days: 17, Interpolated Closest Days: 11, distance 13.304701
Analysed days: 9, Interpolated Closest Days: 6, distance 13.320363
Analysed days: 9, Interpolated Closest Days: 7, distance 13.320363
Analysed days: 9, Interpolated Closest Days: 8, distance 13.320363
Analysed days: 12, Interpolated Closest Days: 9, distance 13.375548
Analysed days: 12, Interpolated Closest Days: 10, distance 13.375548
Analysed days: 12, Interpolated Closest Days: 11, distance 13.375548
Analysed days: 13, Interpolated Closest Days: 9, distance 13.375548
Analysed days: 13, Interpolated Closest Days: 10, distance 13.375548
Analysed days: 13, Interpolated Closest Days: 11, distance 13.375548
Analysed days: 13, Interpolated Closest Days: 12, distance 13.375548
Analysed days: 14, Interpolated Closest Days: 9, distance 13.375548
Analysed days: 14, Interpolated Closest Days: 10, distance 13.375548
Analysed days: 14, Interpolated Closest Days: 11, distance 13.375548
Analysed days: 14, Interpolated Closest Days: 12, distance 13.375548
Analysed days: 14, Interpolated Closest Days: 13, distance 13.375548
Analysed days: 15, Interpolated Closest Days: 9, distance 13.375548
Analysed days: 19, Interpolated Closest Days: 12, distance 13.498324
Analysed days: 20, Interpolated Closest Days: 12, distance 13.498324
Analysed days: 21, Interpolated Closest Days: 12, distance 13.498324
Analysed days: 16, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 17, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 18, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 19, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 20, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 21, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 22, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 23, Interpolated Closest Days: 8, distance 13.566568
Analysed days: 18, Interpolated Closest Days: 13, distance 13.681830
Analysed days: 18, Interpolated Closest Days: 14, distance 13.681830
Analysed days: 18, Interpolated Closest Days: 15, distance 13.681830
Analysed days: 18, Interpolated Closest Days: 16, distance 13.681830
Analysed days: 18, Interpolated Closest Days: 17, distance 13.681830
Analysed days: 16, Interpolated Closest Days: 10, distance 13.717573
Analysed days: 5, Interpolated Closest Days: 3, distance 13.734998
Analysed days: 6, Interpolated Closest Days: 3, distance 13.734998
Analysed days: 7, Interpolated Closest Days: 3, distance 13.734998
Analysed days: 8, Interpolated Closest Days: 5, distance 14.016493
Analysed days: 8, Interpolated Closest Days: 6, distance 14.016493
Analysed days: 8, Interpolated Closest Days: 7, distance 14.016493
Analysed days: 17, Interpolated Closest Days: 10, distance 14.129114
Analysed days: 18, Interpolated Closest Days: 10, distance 14.129114
Analysed days: 8, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 9, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 10, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 11, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 12, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 13, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 14, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 15, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 16, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 17, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 18, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 19, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 20, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 21, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 22, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 23, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 24, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 25, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 26, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 27, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 28, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 29, Interpolated Closest Days: 3, distance 14.169840
Analysed days: 29, Interpolated Closest Days: 13, distance 14.265525
Analysed days: 11, Interpolated Closest Days: 8, distance 14.389200
Analysed days: 11, Interpolated Closest Days: 9, distance 14.389200
Analysed days: 11, Interpolated Closest Days: 10, distance 14.389200
Analysed days: 12, Interpolated Closest Days: 8, distance 14.389200
Analysed days: 13, Interpolated Closest Days: 8, distance 14.389200
Analysed days: 14, Interpolated Closest Days: 8, distance 14.389200
Analysed days: 15, Interpolated Closest Days: 8, distance 14.389200
Analysed days: 29, Interpolated Closest Days: 11, distance 14.529756
Analysed days: 16, Interpolated Closest Days: 9, distance 14.646296
Analysed days: 17, Interpolated Closest Days: 9, distance 14.646296
Analysed days: 18, Interpolated Closest Days: 9, distance 14.646296
Analysed days: 18, Interpolated Closest Days: 12, distance 14.700450
Analysed days: 5, Interpolated Closest Days: 4, distance 15.304055
Analysed days: 6, Interpolated Closest Days: 4, distance 15.304055
Analysed days: 6, Interpolated Closest Days: 5, distance 15.304055
Analysed days: 7, Interpolated Closest Days: 4, distance 15.304055
Analysed days: 7, Interpolated Closest Days: 5, distance 15.304055
Analysed days: 7, Interpolated Closest Days: 6, distance 15.304055
Analysed days: 29, Interpolated Closest Days: 12, distance 15.346929
Analysed days: 8, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 9, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 10, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 11, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 12, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 13, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 14, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 15, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 16, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 17, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 18, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 19, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 20, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 21, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 22, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 23, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 24, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 25, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 26, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 27, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 28, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 29, Interpolated Closest Days: 2, distance 15.405197
Analysed days: 18, Interpolated Closest Days: 11, distance 15.538081
Analysed days: 29, Interpolated Closest Days: 9, distance 16.521631
Analysed days: 4, Interpolated Closest Days: 2, distance 16.806446
Analysed days: 5, Interpolated Closest Days: 2, distance 16.806446
Analysed days: 6, Interpolated Closest Days: 2, distance 16.806446
Analysed days: 7, Interpolated Closest Days: 2, distance 16.806446
Analysed days: 29, Interpolated Closest Days: 10, distance 16.818222
Analysed days: 4, Interpolated Closest Days: 3, distance 17.905058
Analysed days: 3, Interpolated Closest Days: 2, distance 21.307297
Analysed days: 3, Interpolated Closest Days: 1, distance 21.996414
Analysed days: 4, Interpolated Closest Days: 1, distance 21.996414
Analysed days: 5, Interpolated Closest Days: 1, distance 21.996414
Analysed days: 6, Interpolated Closest Days: 1, distance 21.996414
Analysed days: 7, Interpolated Closest Days: 1, distance 21.996414
Analysed days: 2, Interpolated Closest Days: 1, distance 22.511413
