Linear Interpolation Prediction for CELG from 2018-01-26-09:30 to 2018-01-26-10:30

Analysed days: 9, Interpolated Closest Days: 4, distance 5.406512
Analysed days: 10, Interpolated Closest Days: 4, distance 5.406512
Analysed days: 4, Interpolated Closest Days: 2, distance 5.428810
Analysed days: 5, Interpolated Closest Days: 2, distance 5.428810
Analysed days: 6, Interpolated Closest Days: 2, distance 5.428810
Analysed days: 7, Interpolated Closest Days: 2, distance 5.428810
Analysed days: 11, Interpolated Closest Days: 6, distance 5.828938
Analysed days: 12, Interpolated Closest Days: 6, distance 5.828938
Analysed days: 13, Interpolated Closest Days: 6, distance 5.828938
Analysed days: 14, Interpolated Closest Days: 6, distance 5.828938
Analysed days: 15, Interpolated Closest Days: 6, distance 5.832033
Analysed days: 11, Interpolated Closest Days: 3, distance 5.928710
Analysed days: 12, Interpolated Closest Days: 3, distance 5.928710
Analysed days: 13, Interpolated Closest Days: 3, distance 5.928710
Analysed days: 14, Interpolated Closest Days: 3, distance 5.928710
Analysed days: 8, Interpolated Closest Days: 3, distance 5.959904
Analysed days: 9, Interpolated Closest Days: 3, distance 5.959904
Analysed days: 10, Interpolated Closest Days: 3, distance 5.959904
Analysed days: 16, Interpolated Closest Days: 7, distance 5.976812
Analysed days: 15, Interpolated Closest Days: 5, distance 6.062651
Analysed days: 16, Interpolated Closest Days: 5, distance 6.062651
Analysed days: 15, Interpolated Closest Days: 7, distance 6.098234
Analysed days: 9, Interpolated Closest Days: 5, distance 6.158521
Analysed days: 10, Interpolated Closest Days: 5, distance 6.158521
Analysed days: 16, Interpolated Closest Days: 8, distance 6.178540
Analysed days: 16, Interpolated Closest Days: 6, distance 6.205335
Analysed days: 17, Interpolated Closest Days: 8, distance 6.246411
Analysed days: 11, Interpolated Closest Days: 8, distance 6.396593
Analysed days: 11, Interpolated Closest Days: 9, distance 6.396593
Analysed days: 11, Interpolated Closest Days: 10, distance 6.396593
Analysed days: 12, Interpolated Closest Days: 8, distance 6.396593
Analysed days: 12, Interpolated Closest Days: 9, distance 6.396593
Analysed days: 12, Interpolated Closest Days: 10, distance 6.396593
Analysed days: 12, Interpolated Closest Days: 11, distance 6.396593
Analysed days: 13, Interpolated Closest Days: 8, distance 6.396593
Analysed days: 13, Interpolated Closest Days: 9, distance 6.396593
Analysed days: 13, Interpolated Closest Days: 10, distance 6.396593
Analysed days: 13, Interpolated Closest Days: 11, distance 6.396593
Analysed days: 13, Interpolated Closest Days: 12, distance 6.396593
Analysed days: 14, Interpolated Closest Days: 8, distance 6.396593
Analysed days: 14, Interpolated Closest Days: 9, distance 6.396593
Analysed days: 14, Interpolated Closest Days: 10, distance 6.396593
Analysed days: 14, Interpolated Closest Days: 11, distance 6.396593
Analysed days: 14, Interpolated Closest Days: 12, distance 6.396593
Analysed days: 14, Interpolated Closest Days: 13, distance 6.396593
Analysed days: 11, Interpolated Closest Days: 2, distance 6.456657
Analysed days: 12, Interpolated Closest Days: 2, distance 6.456657
Analysed days: 13, Interpolated Closest Days: 2, distance 6.456657
Analysed days: 14, Interpolated Closest Days: 2, distance 6.456657
Analysed days: 17, Interpolated Closest Days: 9, distance 6.469224
Analysed days: 17, Interpolated Closest Days: 6, distance 6.469578
Analysed days: 18, Interpolated Closest Days: 6, distance 6.469578
Analysed days: 19, Interpolated Closest Days: 6, distance 6.469578
Analysed days: 20, Interpolated Closest Days: 6, distance 6.469578
Analysed days: 21, Interpolated Closest Days: 6, distance 6.469578
Analysed days: 22, Interpolated Closest Days: 6, distance 6.469578
Analysed days: 23, Interpolated Closest Days: 6, distance 6.469578
Analysed days: 18, Interpolated Closest Days: 9, distance 6.531297
Analysed days: 17, Interpolated Closest Days: 7, distance 6.531958
Analysed days: 18, Interpolated Closest Days: 7, distance 6.531958
Analysed days: 19, Interpolated Closest Days: 7, distance 6.531958
Analysed days: 20, Interpolated Closest Days: 7, distance 6.531958
Analysed days: 21, Interpolated Closest Days: 7, distance 6.531958
Analysed days: 22, Interpolated Closest Days: 7, distance 6.531958
Analysed days: 23, Interpolated Closest Days: 7, distance 6.531958
Analysed days: 15, Interpolated Closest Days: 3, distance 6.599413
Analysed days: 16, Interpolated Closest Days: 3, distance 6.599413
Analysed days: 11, Interpolated Closest Days: 7, distance 6.815623
Analysed days: 12, Interpolated Closest Days: 7, distance 6.815623
Analysed days: 13, Interpolated Closest Days: 7, distance 6.815623
Analysed days: 14, Interpolated Closest Days: 7, distance 6.815623
Analysed days: 11, Interpolated Closest Days: 4, distance 6.904010
Analysed days: 12, Interpolated Closest Days: 4, distance 6.904010
Analysed days: 13, Interpolated Closest Days: 4, distance 6.904010
Analysed days: 14, Interpolated Closest Days: 4, distance 6.904010
Analysed days: 17, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 18, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 19, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 20, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 21, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 22, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 23, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 24, Interpolated Closest Days: 4, distance 6.919591
Analysed days: 18, Interpolated Closest Days: 10, distance 7.013133
Analysed days: 18, Interpolated Closest Days: 8, distance 7.059795
Analysed days: 11, Interpolated Closest Days: 5, distance 7.148876
Analysed days: 12, Interpolated Closest Days: 5, distance 7.148876
Analysed days: 13, Interpolated Closest Days: 5, distance 7.148876
Analysed days: 14, Interpolated Closest Days: 5, distance 7.148876
Analysed days: 15, Interpolated Closest Days: 4, distance 7.171294
Analysed days: 16, Interpolated Closest Days: 4, distance 7.171294
Analysed days: 16, Interpolated Closest Days: 10, distance 7.339178
Analysed days: 16, Interpolated Closest Days: 11, distance 7.339178
Analysed days: 16, Interpolated Closest Days: 12, distance 7.339178
Analysed days: 16, Interpolated Closest Days: 13, distance 7.339178
Analysed days: 16, Interpolated Closest Days: 14, distance 7.339178
Analysed days: 16, Interpolated Closest Days: 15, distance 7.339178
Analysed days: 17, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 18, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 19, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 20, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 21, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 22, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 23, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 24, Interpolated Closest Days: 5, distance 7.378309
Analysed days: 24, Interpolated Closest Days: 8, distance 7.390182
Analysed days: 17, Interpolated Closest Days: 11, distance 7.420533
Analysed days: 17, Interpolated Closest Days: 12, distance 7.420533
Analysed days: 17, Interpolated Closest Days: 13, distance 7.420533
Analysed days: 17, Interpolated Closest Days: 14, distance 7.420533
Analysed days: 17, Interpolated Closest Days: 15, distance 7.420533
Analysed days: 17, Interpolated Closest Days: 16, distance 7.420533
Analysed days: 19, Interpolated Closest Days: 10, distance 7.482620
Analysed days: 20, Interpolated Closest Days: 10, distance 7.482620
Analysed days: 21, Interpolated Closest Days: 10, distance 7.482620
Analysed days: 5, Interpolated Closest Days: 3, distance 7.495555
Analysed days: 6, Interpolated Closest Days: 3, distance 7.495555
Analysed days: 7, Interpolated Closest Days: 3, distance 7.495555
Analysed days: 24, Interpolated Closest Days: 7, distance 7.542795
Analysed days: 22, Interpolated Closest Days: 11, distance 7.571249
Analysed days: 23, Interpolated Closest Days: 11, distance 7.571249
Analysed days: 15, Interpolated Closest Days: 9, distance 7.583332
Analysed days: 15, Interpolated Closest Days: 10, distance 7.583332
Analysed days: 15, Interpolated Closest Days: 11, distance 7.583332
Analysed days: 15, Interpolated Closest Days: 12, distance 7.583332
Analysed days: 15, Interpolated Closest Days: 13, distance 7.583332
Analysed days: 15, Interpolated Closest Days: 14, distance 7.583332
Analysed days: 23, Interpolated Closest Days: 13, distance 7.646484
Analysed days: 22, Interpolated Closest Days: 12, distance 7.668889
Analysed days: 23, Interpolated Closest Days: 12, distance 7.668889
Analysed days: 19, Interpolated Closest Days: 11, distance 7.694463
Analysed days: 20, Interpolated Closest Days: 11, distance 7.694463
Analysed days: 21, Interpolated Closest Days: 11, distance 7.694463
Analysed days: 16, Interpolated Closest Days: 9, distance 7.772706
Analysed days: 17, Interpolated Closest Days: 10, distance 7.791289
Analysed days: 19, Interpolated Closest Days: 8, distance 7.791726
Analysed days: 20, Interpolated Closest Days: 8, distance 7.791726
Analysed days: 21, Interpolated Closest Days: 8, distance 7.791726
Analysed days: 22, Interpolated Closest Days: 8, distance 7.791726
Analysed days: 23, Interpolated Closest Days: 8, distance 7.791726
Analysed days: 8, Interpolated Closest Days: 4, distance 7.814859
Analysed days: 24, Interpolated Closest Days: 12, distance 7.837671
Analysed days: 25, Interpolated Closest Days: 9, distance 7.882281
Analysed days: 26, Interpolated Closest Days: 9, distance 7.882281
Analysed days: 27, Interpolated Closest Days: 9, distance 7.882281
Analysed days: 28, Interpolated Closest Days: 9, distance 7.882281
Analysed days: 22, Interpolated Closest Days: 10, distance 7.923961
Analysed days: 23, Interpolated Closest Days: 10, distance 7.923961
Analysed days: 19, Interpolated Closest Days: 9, distance 7.928316
Analysed days: 20, Interpolated Closest Days: 9, distance 7.928316
Analysed days: 21, Interpolated Closest Days: 9, distance 7.928316
Analysed days: 22, Interpolated Closest Days: 9, distance 7.928316
Analysed days: 23, Interpolated Closest Days: 9, distance 7.928316
Analysed days: 25, Interpolated Closest Days: 13, distance 7.932010
Analysed days: 26, Interpolated Closest Days: 13, distance 7.932010
