Linear Interpolation Prediction for CELG from 2018-01-25-09:30 to 2018-01-25-10:30

Analysed days: 14, Interpolated Closest Days: 1, distance 29.334433
Analysed days: 29, Interpolated Closest Days: 7, distance 37.950609
Analysed days: 16, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 17, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 18, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 19, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 20, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 21, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 22, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 23, Interpolated Closest Days: 3, distance 38.905860
Analysed days: 24, Interpolated Closest Days: 6, distance 38.979073
Analysed days: 25, Interpolated Closest Days: 6, distance 38.979073
Analysed days: 26, Interpolated Closest Days: 6, distance 38.979073
Analysed days: 27, Interpolated Closest Days: 6, distance 38.979073
Analysed days: 28, Interpolated Closest Days: 6, distance 38.979073
Analysed days: 29, Interpolated Closest Days: 9, distance 39.490809
Analysed days: 29, Interpolated Closest Days: 10, distance 39.557472
Analysed days: 29, Interpolated Closest Days: 11, distance 39.645632
Analysed days: 4, Interpolated Closest Days: 3, distance 40.028465
Analysed days: 5, Interpolated Closest Days: 3, distance 40.028465
Analysed days: 5, Interpolated Closest Days: 4, distance 40.028465
Analysed days: 6, Interpolated Closest Days: 3, distance 40.028465
Analysed days: 6, Interpolated Closest Days: 4, distance 40.028465
Analysed days: 6, Interpolated Closest Days: 5, distance 40.028465
Analysed days: 7, Interpolated Closest Days: 4, distance 40.122127
Analysed days: 7, Interpolated Closest Days: 5, distance 40.122127
Analysed days: 7, Interpolated Closest Days: 6, distance 40.122127
Analysed days: 29, Interpolated Closest Days: 13, distance 40.313493
Analysed days: 29, Interpolated Closest Days: 17, distance 40.429306
Analysed days: 28, Interpolated Closest Days: 9, distance 40.429310
Analysed days: 28, Interpolated Closest Days: 10, distance 40.444044
Analysed days: 29, Interpolated Closest Days: 8, distance 40.446391
Analysed days: 24, Interpolated Closest Days: 8, distance 40.456606
Analysed days: 25, Interpolated Closest Days: 8, distance 40.456606
Analysed days: 26, Interpolated Closest Days: 8, distance 40.456606
Analysed days: 27, Interpolated Closest Days: 8, distance 40.456606
Analysed days: 28, Interpolated Closest Days: 8, distance 40.456606
Analysed days: 24, Interpolated Closest Days: 9, distance 40.467631
Analysed days: 25, Interpolated Closest Days: 9, distance 40.467631
Analysed days: 26, Interpolated Closest Days: 9, distance 40.467631
Analysed days: 27, Interpolated Closest Days: 9, distance 40.467631
Analysed days: 29, Interpolated Closest Days: 12, distance 40.557808
Analysed days: 29, Interpolated Closest Days: 18, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 19, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 20, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 21, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 22, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 23, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 24, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 25, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 26, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 27, distance 40.743433
Analysed days: 29, Interpolated Closest Days: 28, distance 40.743433
Analysed days: 23, Interpolated Closest Days: 5, distance 40.846020
Analysed days: 28, Interpolated Closest Days: 16, distance 41.005909
Analysed days: 28, Interpolated Closest Days: 12, distance 41.044949
Analysed days: 24, Interpolated Closest Days: 15, distance 41.056185
Analysed days: 25, Interpolated Closest Days: 15, distance 41.056185
Analysed days: 26, Interpolated Closest Days: 15, distance 41.056185
Analysed days: 27, Interpolated Closest Days: 15, distance 41.056185
Analysed days: 24, Interpolated Closest Days: 11, distance 41.117680
Analysed days: 25, Interpolated Closest Days: 11, distance 41.117680
Analysed days: 26, Interpolated Closest Days: 11, distance 41.117680
Analysed days: 27, Interpolated Closest Days: 11, distance 41.117680
Analysed days: 29, Interpolated Closest Days: 16, distance 41.124381
Analysed days: 29, Interpolated Closest Days: 14, distance 41.135751
Analysed days: 28, Interpolated Closest Days: 17, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 18, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 19, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 20, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 21, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 22, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 23, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 24, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 25, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 26, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 27, distance 41.313925
Analysed days: 28, Interpolated Closest Days: 11, distance 41.372519
Analysed days: 24, Interpolated Closest Days: 16, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 17, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 18, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 19, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 20, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 21, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 22, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 23, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 16, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 17, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 18, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 19, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 20, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 21, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 22, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 23, distance 41.381989
Analysed days: 25, Interpolated Closest Days: 24, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 16, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 17, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 18, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 19, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 20, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 21, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 22, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 23, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 24, distance 41.381989
Analysed days: 26, Interpolated Closest Days: 25, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 16, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 17, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 18, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 19, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 20, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 21, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 22, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 23, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 24, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 25, distance 41.381989
Analysed days: 27, Interpolated Closest Days: 26, distance 41.381989
Analysed days: 24, Interpolated Closest Days: 10, distance 41.482676
Analysed days: 25, Interpolated Closest Days: 10, distance 41.482676
Analysed days: 26, Interpolated Closest Days: 10, distance 41.482676
Analysed days: 27, Interpolated Closest Days: 10, distance 41.482676
Analysed days: 24, Interpolated Closest Days: 7, distance 41.691235
Analysed days: 25, Interpolated Closest Days: 7, distance 41.691235
Analysed days: 26, Interpolated Closest Days: 7, distance 41.691235
Analysed days: 27, Interpolated Closest Days: 7, distance 41.691235
Analysed days: 28, Interpolated Closest Days: 7, distance 41.691235
Analysed days: 28, Interpolated Closest Days: 15, distance 41.780476
Analysed days: 29, Interpolated Closest Days: 15, distance 41.842823
Analysed days: 23, Interpolated Closest Days: 8, distance 41.860989
Analysed days: 28, Interpolated Closest Days: 13, distance 41.878033
Analysed days: 24, Interpolated Closest Days: 14, distance 41.888775
Analysed days: 25, Interpolated Closest Days: 14, distance 41.888775
Analysed days: 26, Interpolated Closest Days: 14, distance 41.888775
Analysed days: 27, Interpolated Closest Days: 14, distance 41.888775
Analysed days: 23, Interpolated Closest Days: 14, distance 41.940715
Analysed days: 24, Interpolated Closest Days: 12, distance 42.013759
Analysed days: 25, Interpolated Closest Days: 12, distance 42.013759
Analysed days: 26, Interpolated Closest Days: 12, distance 42.013759
Analysed days: 27, Interpolated Closest Days: 12, distance 42.013759
Analysed days: 23, Interpolated Closest Days: 7, distance 42.033878
Analysed days: 17, Interpolated Closest Days: 10, distance 42.243240
Analysed days: 23, Interpolated Closest Days: 15, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 16, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 17, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 18, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 19, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 20, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 21, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 22, distance 42.245770
Analysed days: 23, Interpolated Closest Days: 10, distance 42.314315
Analysed days: 28, Interpolated Closest Days: 14, distance 42.591228
Analysed days: 8, Interpolated Closest Days: 5, distance 42.620741
Analysed days: 8, Interpolated Closest Days: 6, distance 42.620741
Analysed days: 8, Interpolated Closest Days: 7, distance 42.620741
Analysed days: 9, Interpolated Closest Days: 5, distance 42.620741
Analysed days: 17, Interpolated Closest Days: 11, distance 42.647397
Analysed days: 17, Interpolated Closest Days: 12, distance 42.647397
Analysed days: 17, Interpolated Closest Days: 13, distance 42.647397
Analysed days: 17, Interpolated Closest Days: 14, distance 42.647397
Analysed days: 17, Interpolated Closest Days: 15, distance 42.647397
Analysed days: 17, Interpolated Closest Days: 16, distance 42.647397
Analysed days: 16, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 17, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 18, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 19, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 20, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 21, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 22, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 23, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 24, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 25, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 26, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 27, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 28, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 29, Interpolated Closest Days: 1, distance 42.660800
Analysed days: 24, Interpolated Closest Days: 13, distance 42.767594
Analysed days: 25, Interpolated Closest Days: 13, distance 42.767594
Analysed days: 26, Interpolated Closest Days: 13, distance 42.767594
Analysed days: 27, Interpolated Closest Days: 13, distance 42.767594
Analysed days: 23, Interpolated Closest Days: 9, distance 42.845702
Analysed days: 23, Interpolated Closest Days: 13, distance 42.901696
Analysed days: 18, Interpolated Closest Days: 11, distance 43.143103
Analysed days: 19, Interpolated Closest Days: 11, distance 43.143103
Analysed days: 20, Interpolated Closest Days: 11, distance 43.143103
Analysed days: 23, Interpolated Closest Days: 11, distance 43.196645
Analysed days: 22, Interpolated Closest Days: 13, distance 43.314317
Analysed days: 9, Interpolated Closest Days: 6, distance 43.358310
Analysed days: 9, Interpolated Closest Days: 7, distance 43.358310
Analysed days: 9, Interpolated Closest Days: 8, distance 43.358310
Analysed days: 18, Interpolated Closest Days: 12, distance 43.453257
Analysed days: 18, Interpolated Closest Days: 13, distance 43.453257
Analysed days: 18, Interpolated Closest Days: 14, distance 43.453257
Analysed days: 18, Interpolated Closest Days: 15, distance 43.453257
Analysed days: 18, Interpolated Closest Days: 16, distance 43.453257
Analysed days: 18, Interpolated Closest Days: 17, distance 43.453257
Analysed days: 19, Interpolated Closest Days: 12, distance 43.453257
Analysed days: 19, Interpolated Closest Days: 13, distance 43.453257
Analysed days: 19, Interpolated Closest Days: 14, distance 43.453257
Analysed days: 19, Interpolated Closest Days: 15, distance 43.453257
Analysed days: 19, Interpolated Closest Days: 16, distance 43.453257
Analysed days: 19, Interpolated Closest Days: 17, distance 43.453257
Analysed days: 19, Interpolated Closest Days: 18, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 12, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 13, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 14, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 15, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 16, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 17, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 18, distance 43.453257
Analysed days: 20, Interpolated Closest Days: 19, distance 43.453257
Analysed days: 14, Interpolated Closest Days: 7, distance 43.498932
Analysed days: 16, Interpolated Closest Days: 9, distance 43.562882
Analysed days: 22, Interpolated Closest Days: 14, distance 43.571028
Analysed days: 22, Interpolated Closest Days: 15, distance 43.571028
Analysed days: 22, Interpolated Closest Days: 16, distance 43.571028
Analysed days: 22, Interpolated Closest Days: 17, distance 43.571028
Analysed days: 22, Interpolated Closest Days: 18, distance 43.571028
Analysed days: 22, Interpolated Closest Days: 19, distance 43.571028
Analysed days: 22, Interpolated Closest Days: 20, distance 43.571028
Analysed days: 22, Interpolated Closest Days: 21, distance 43.571028
Analysed days: 17, Interpolated Closest Days: 9, distance 43.659500
Analysed days: 15, Interpolated Closest Days: 8, distance 43.708784
Analysed days: 23, Interpolated Closest Days: 6, distance 43.725165
Analysed days: 21, Interpolated Closest Days: 12, distance 43.814671
Analysed days: 7, Interpolated Closest Days: 3, distance 43.819645
Analysed days: 8, Interpolated Closest Days: 3, distance 43.819645
Analysed days: 9, Interpolated Closest Days: 3, distance 43.819645
Analysed days: 16, Interpolated Closest Days: 10, distance 43.906621
Analysed days: 16, Interpolated Closest Days: 11, distance 43.906621
Analysed days: 16, Interpolated Closest Days: 12, distance 43.906621
Analysed days: 16, Interpolated Closest Days: 13, distance 43.906621
Analysed days: 16, Interpolated Closest Days: 14, distance 43.906621
Analysed days: 16, Interpolated Closest Days: 15, distance 43.906621
Analysed days: 23, Interpolated Closest Days: 12, distance 43.931746
Analysed days: 14, Interpolated Closest Days: 8, distance 43.948282
Analysed days: 14, Interpolated Closest Days: 9, distance 43.948282
Analysed days: 14, Interpolated Closest Days: 10, distance 43.948282
Analysed days: 14, Interpolated Closest Days: 11, distance 43.948282
Analysed days: 14, Interpolated Closest Days: 12, distance 43.948282
Analysed days: 14, Interpolated Closest Days: 13, distance 43.948282
Analysed days: 21, Interpolated Closest Days: 13, distance 44.062148
Analysed days: 21, Interpolated Closest Days: 14, distance 44.062148
Analysed days: 21, Interpolated Closest Days: 15, distance 44.062148
Analysed days: 21, Interpolated Closest Days: 16, distance 44.062148
Analysed days: 21, Interpolated Closest Days: 17, distance 44.062148
Analysed days: 21, Interpolated Closest Days: 18, distance 44.062148
Analysed days: 21, Interpolated Closest Days: 19, distance 44.062148
Analysed days: 21, Interpolated Closest Days: 20, distance 44.062148
Analysed days: 15, Interpolated Closest Days: 9, distance 44.084305
Analysed days: 15, Interpolated Closest Days: 10, distance 44.084305
Analysed days: 15, Interpolated Closest Days: 11, distance 44.084305
Analysed days: 15, Interpolated Closest Days: 12, distance 44.084305
Analysed days: 15, Interpolated Closest Days: 13, distance 44.084305
Analysed days: 15, Interpolated Closest Days: 14, distance 44.084305
Analysed days: 22, Interpolated Closest Days: 9, distance 44.274215
Analysed days: 16, Interpolated Closest Days: 7, distance 44.283526
Analysed days: 17, Interpolated Closest Days: 7, distance 44.283526
Analysed days: 18, Interpolated Closest Days: 7, distance 44.283526
Analysed days: 19, Interpolated Closest Days: 7, distance 44.283526
Analysed days: 20, Interpolated Closest Days: 7, distance 44.283526
Analysed days: 21, Interpolated Closest Days: 7, distance 44.283526
Analysed days: 22, Interpolated Closest Days: 7, distance 44.283526
Analysed days: 22, Interpolated Closest Days: 12, distance 44.462707
Analysed days: 14, Interpolated Closest Days: 5, distance 44.501539
Analysed days: 18, Interpolated Closest Days: 10, distance 44.502665
Analysed days: 19, Interpolated Closest Days: 10, distance 44.502665
Analysed days: 20, Interpolated Closest Days: 10, distance 44.502665
Analysed days: 15, Interpolated Closest Days: 6, distance 44.599735
Analysed days: 16, Interpolated Closest Days: 4, distance 44.686824
Analysed days: 17, Interpolated Closest Days: 4, distance 44.686824
Analysed days: 18, Interpolated Closest Days: 4, distance 44.686824
Analysed days: 19, Interpolated Closest Days: 4, distance 44.686824
Analysed days: 20, Interpolated Closest Days: 4, distance 44.686824
Analysed days: 21, Interpolated Closest Days: 4, distance 44.686824
Analysed days: 22, Interpolated Closest Days: 4, distance 44.686824
Analysed days: 16, Interpolated Closest Days: 6, distance 44.871229
Analysed days: 17, Interpolated Closest Days: 6, distance 44.871229
Analysed days: 18, Interpolated Closest Days: 6, distance 44.871229
Analysed days: 19, Interpolated Closest Days: 6, distance 44.871229
Analysed days: 20, Interpolated Closest Days: 6, distance 44.871229
Analysed days: 21, Interpolated Closest Days: 6, distance 44.871229
Analysed days: 22, Interpolated Closest Days: 6, distance 44.871229
Analysed days: 22, Interpolated Closest Days: 10, distance 45.071890
Analysed days: 21, Interpolated Closest Days: 8, distance 45.104899
Analysed days: 22, Interpolated Closest Days: 8, distance 45.104899
Analysed days: 21, Interpolated Closest Days: 11, distance 45.105254
Analysed days: 16, Interpolated Closest Days: 8, distance 45.272763
Analysed days: 17, Interpolated Closest Days: 8, distance 45.272763
Analysed days: 18, Interpolated Closest Days: 8, distance 45.272763
Analysed days: 19, Interpolated Closest Days: 8, distance 45.272763
Analysed days: 20, Interpolated Closest Days: 8, distance 45.272763
Analysed days: 15, Interpolated Closest Days: 5, distance 45.378433
Analysed days: 15, Interpolated Closest Days: 3, distance 45.435619
Analysed days: 14, Interpolated Closest Days: 4, distance 45.469723
Analysed days: 3, Interpolated Closest Days: 2, distance 45.570792
Analysed days: 4, Interpolated Closest Days: 2, distance 45.570792
Analysed days: 5, Interpolated Closest Days: 2, distance 45.570792
Analysed days: 6, Interpolated Closest Days: 2, distance 45.570792
Analysed days: 7, Interpolated Closest Days: 2, distance 45.570792
Analysed days: 8, Interpolated Closest Days: 2, distance 45.570792
Analysed days: 9, Interpolated Closest Days: 2, distance 45.570792
Analysed days: 14, Interpolated Closest Days: 2, distance 45.624024
Analysed days: 15, Interpolated Closest Days: 7, distance 45.702126
Analysed days: 22, Interpolated Closest Days: 11, distance 45.717051
Analysed days: 14, Interpolated Closest Days: 6, distance 45.819037
Analysed days: 21, Interpolated Closest Days: 9, distance 45.903262
Analysed days: 8, Interpolated Closest Days: 4, distance 46.008210
Analysed days: 9, Interpolated Closest Days: 4, distance 46.008210
Analysed days: 18, Interpolated Closest Days: 9, distance 46.030895
Analysed days: 19, Interpolated Closest Days: 9, distance 46.030895
Analysed days: 20, Interpolated Closest Days: 9, distance 46.030895
Analysed days: 10, Interpolated Closest Days: 6, distance 46.241626
Analysed days: 11, Interpolated Closest Days: 6, distance 46.241626
Analysed days: 12, Interpolated Closest Days: 6, distance 46.241626
Analysed days: 13, Interpolated Closest Days: 6, distance 46.241626
Analysed days: 10, Interpolated Closest Days: 7, distance 46.463766
Analysed days: 10, Interpolated Closest Days: 8, distance 46.463766
Analysed days: 10, Interpolated Closest Days: 9, distance 46.463766
Analysed days: 11, Interpolated Closest Days: 7, distance 46.463766
Analysed days: 11, Interpolated Closest Days: 8, distance 46.463766
Analysed days: 11, Interpolated Closest Days: 9, distance 46.463766
Analysed days: 11, Interpolated Closest Days: 10, distance 46.463766
Analysed days: 12, Interpolated Closest Days: 7, distance 46.463766
Analysed days: 12, Interpolated Closest Days: 8, distance 46.463766
Analysed days: 12, Interpolated Closest Days: 9, distance 46.463766
Analysed days: 12, Interpolated Closest Days: 10, distance 46.463766
Analysed days: 12, Interpolated Closest Days: 11, distance 46.463766
Analysed days: 13, Interpolated Closest Days: 7, distance 46.463766
Analysed days: 13, Interpolated Closest Days: 8, distance 46.463766
Analysed days: 13, Interpolated Closest Days: 9, distance 46.463766
Analysed days: 13, Interpolated Closest Days: 10, distance 46.463766
Analysed days: 13, Interpolated Closest Days: 11, distance 46.463766
Analysed days: 13, Interpolated Closest Days: 12, distance 46.463766
Analysed days: 21, Interpolated Closest Days: 10, distance 46.536232
Analysed days: 16, Interpolated Closest Days: 5, distance 47.419700
Analysed days: 17, Interpolated Closest Days: 5, distance 47.419700
Analysed days: 18, Interpolated Closest Days: 5, distance 47.419700
Analysed days: 19, Interpolated Closest Days: 5, distance 47.419700
Analysed days: 20, Interpolated Closest Days: 5, distance 47.419700
Analysed days: 21, Interpolated Closest Days: 5, distance 47.419700
Analysed days: 22, Interpolated Closest Days: 5, distance 47.419700
Analysed days: 15, Interpolated Closest Days: 4, distance 48.712136
Analysed days: 10, Interpolated Closest Days: 4, distance 48.770464
Analysed days: 11, Interpolated Closest Days: 4, distance 48.770464
Analysed days: 12, Interpolated Closest Days: 4, distance 48.770464
Analysed days: 13, Interpolated Closest Days: 4, distance 48.770464
Analysed days: 10, Interpolated Closest Days: 5, distance 49.575311
Analysed days: 11, Interpolated Closest Days: 5, distance 49.575311
Analysed days: 12, Interpolated Closest Days: 5, distance 49.575311
Analysed days: 13, Interpolated Closest Days: 5, distance 49.575311
Analysed days: 14, Interpolated Closest Days: 3, distance 49.982620
Analysed days: 10, Interpolated Closest Days: 3, distance 51.510593
Analysed days: 11, Interpolated Closest Days: 3, distance 51.510593
Analysed days: 12, Interpolated Closest Days: 3, distance 51.510593
Analysed days: 13, Interpolated Closest Days: 3, distance 51.510593
Analysed days: 2, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 3, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 4, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 5, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 6, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 7, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 8, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 9, Interpolated Closest Days: 1, distance 59.432677
Analysed days: 10, Interpolated Closest Days: 2, distance 61.314179
Analysed days: 11, Interpolated Closest Days: 2, distance 61.314179
Analysed days: 12, Interpolated Closest Days: 2, distance 61.314179
Analysed days: 13, Interpolated Closest Days: 2, distance 61.314179
Analysed days: 10, Interpolated Closest Days: 1, distance 63.439697
Analysed days: 11, Interpolated Closest Days: 1, distance 63.439697
Analysed days: 12, Interpolated Closest Days: 1, distance 63.439697
Analysed days: 13, Interpolated Closest Days: 1, distance 63.439697
