Linear Interpolation Prediction for BABA from 2018-01-25-09:30 to 2018-01-25-10:30

Analysed days: 4, Interpolated Closest Days: 1, distance 20.537754
Analysed days: 29, Interpolated Closest Days: 25, distance 43.152085
Analysed days: 29, Interpolated Closest Days: 26, distance 43.152085
Analysed days: 29, Interpolated Closest Days: 27, distance 43.152085
Analysed days: 29, Interpolated Closest Days: 28, distance 43.152085
Analysed days: 28, Interpolated Closest Days: 17, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 18, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 19, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 20, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 21, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 22, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 23, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 24, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 25, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 26, distance 43.192798
Analysed days: 28, Interpolated Closest Days: 27, distance 43.192798
Analysed days: 7, Interpolated Closest Days: 4, distance 43.640735
Analysed days: 7, Interpolated Closest Days: 5, distance 43.640735
Analysed days: 7, Interpolated Closest Days: 6, distance 43.640735
Analysed days: 24, Interpolated Closest Days: 10, distance 43.951516
Analysed days: 25, Interpolated Closest Days: 10, distance 43.951516
Analysed days: 26, Interpolated Closest Days: 10, distance 43.951516
Analysed days: 27, Interpolated Closest Days: 10, distance 43.951516
Analysed days: 18, Interpolated Closest Days: 3, distance 44.084632
Analysed days: 19, Interpolated Closest Days: 3, distance 44.084632
Analysed days: 20, Interpolated Closest Days: 3, distance 44.084632
Analysed days: 24, Interpolated Closest Days: 16, distance 44.104339
Analysed days: 24, Interpolated Closest Days: 17, distance 44.104339
Analysed days: 24, Interpolated Closest Days: 18, distance 44.104339
Analysed days: 24, Interpolated Closest Days: 19, distance 44.104339
Analysed days: 24, Interpolated Closest Days: 20, distance 44.104339
Analysed days: 24, Interpolated Closest Days: 21, distance 44.104339
Analysed days: 24, Interpolated Closest Days: 22, distance 44.104339
Analysed days: 24, Interpolated Closest Days: 23, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 16, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 17, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 18, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 19, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 20, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 21, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 22, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 23, distance 44.104339
Analysed days: 25, Interpolated Closest Days: 24, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 16, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 17, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 18, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 19, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 20, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 21, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 22, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 23, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 24, distance 44.104339
Analysed days: 26, Interpolated Closest Days: 25, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 16, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 17, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 18, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 19, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 20, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 21, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 22, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 23, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 24, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 25, distance 44.104339
Analysed days: 27, Interpolated Closest Days: 26, distance 44.104339
Analysed days: 29, Interpolated Closest Days: 17, distance 44.345537
Analysed days: 28, Interpolated Closest Days: 16, distance 44.471280
Analysed days: 29, Interpolated Closest Days: 16, distance 45.103506
Analysed days: 28, Interpolated Closest Days: 15, distance 45.293042
Analysed days: 29, Interpolated Closest Days: 10, distance 45.365086
Analysed days: 24, Interpolated Closest Days: 15, distance 45.527684
Analysed days: 25, Interpolated Closest Days: 15, distance 45.527684
Analysed days: 26, Interpolated Closest Days: 15, distance 45.527684
Analysed days: 27, Interpolated Closest Days: 15, distance 45.527684
Analysed days: 22, Interpolated Closest Days: 6, distance 45.630684
Analysed days: 23, Interpolated Closest Days: 6, distance 45.630684
Analysed days: 28, Interpolated Closest Days: 9, distance 45.698812
Analysed days: 21, Interpolated Closest Days: 2, distance 45.941847
Analysed days: 22, Interpolated Closest Days: 2, distance 45.941847
Analysed days: 23, Interpolated Closest Days: 2, distance 45.941847
Analysed days: 24, Interpolated Closest Days: 2, distance 45.941847
Analysed days: 25, Interpolated Closest Days: 2, distance 45.941847
Analysed days: 26, Interpolated Closest Days: 2, distance 45.941847
Analysed days: 27, Interpolated Closest Days: 2, distance 45.941847
Analysed days: 29, Interpolated Closest Days: 13, distance 46.409638
Analysed days: 24, Interpolated Closest Days: 14, distance 46.482368
Analysed days: 25, Interpolated Closest Days: 14, distance 46.482368
Analysed days: 26, Interpolated Closest Days: 14, distance 46.482368
Analysed days: 27, Interpolated Closest Days: 14, distance 46.482368
Analysed days: 21, Interpolated Closest Days: 13, distance 46.583140
Analysed days: 21, Interpolated Closest Days: 14, distance 46.583140
Analysed days: 21, Interpolated Closest Days: 15, distance 46.583140
Analysed days: 21, Interpolated Closest Days: 16, distance 46.583140
Analysed days: 21, Interpolated Closest Days: 17, distance 46.583140
Analysed days: 21, Interpolated Closest Days: 18, distance 46.583140
Analysed days: 21, Interpolated Closest Days: 19, distance 46.583140
Analysed days: 21, Interpolated Closest Days: 20, distance 46.583140
Analysed days: 28, Interpolated Closest Days: 12, distance 46.760910
Analysed days: 17, Interpolated Closest Days: 11, distance 46.806341
Analysed days: 17, Interpolated Closest Days: 12, distance 46.806341
Analysed days: 17, Interpolated Closest Days: 13, distance 46.806341
Analysed days: 17, Interpolated Closest Days: 14, distance 46.806341
Analysed days: 17, Interpolated Closest Days: 15, distance 46.806341
Analysed days: 17, Interpolated Closest Days: 16, distance 46.806341
Analysed days: 29, Interpolated Closest Days: 15, distance 47.115274
Analysed days: 18, Interpolated Closest Days: 4, distance 47.156407
Analysed days: 19, Interpolated Closest Days: 4, distance 47.156407
Analysed days: 20, Interpolated Closest Days: 4, distance 47.156407
Analysed days: 28, Interpolated Closest Days: 14, distance 47.474810
Analysed days: 22, Interpolated Closest Days: 14, distance 47.538211
Analysed days: 22, Interpolated Closest Days: 15, distance 47.538211
Analysed days: 22, Interpolated Closest Days: 16, distance 47.538211
Analysed days: 22, Interpolated Closest Days: 17, distance 47.538211
Analysed days: 22, Interpolated Closest Days: 18, distance 47.538211
Analysed days: 22, Interpolated Closest Days: 19, distance 47.538211
Analysed days: 22, Interpolated Closest Days: 20, distance 47.538211
Analysed days: 22, Interpolated Closest Days: 21, distance 47.538211
Analysed days: 29, Interpolated Closest Days: 14, distance 47.570753
Analysed days: 24, Interpolated Closest Days: 8, distance 47.723455
Analysed days: 25, Interpolated Closest Days: 8, distance 47.723455
Analysed days: 26, Interpolated Closest Days: 8, distance 47.723455
Analysed days: 27, Interpolated Closest Days: 8, distance 47.723455
Analysed days: 28, Interpolated Closest Days: 13, distance 47.993456
Analysed days: 16, Interpolated Closest Days: 10, distance 48.280926
Analysed days: 16, Interpolated Closest Days: 11, distance 48.280926
Analysed days: 16, Interpolated Closest Days: 12, distance 48.280926
Analysed days: 16, Interpolated Closest Days: 13, distance 48.280926
Analysed days: 16, Interpolated Closest Days: 14, distance 48.280926
Analysed days: 16, Interpolated Closest Days: 15, distance 48.280926
Analysed days: 24, Interpolated Closest Days: 11, distance 48.370199
Analysed days: 25, Interpolated Closest Days: 11, distance 48.370199
Analysed days: 26, Interpolated Closest Days: 11, distance 48.370199
Analysed days: 27, Interpolated Closest Days: 11, distance 48.370199
Analysed days: 18, Interpolated Closest Days: 12, distance 48.459005
Analysed days: 18, Interpolated Closest Days: 13, distance 48.459005
Analysed days: 18, Interpolated Closest Days: 14, distance 48.459005
Analysed days: 18, Interpolated Closest Days: 15, distance 48.459005
Analysed days: 18, Interpolated Closest Days: 16, distance 48.459005
Analysed days: 18, Interpolated Closest Days: 17, distance 48.459005
Analysed days: 19, Interpolated Closest Days: 12, distance 48.459005
Analysed days: 19, Interpolated Closest Days: 13, distance 48.459005
Analysed days: 19, Interpolated Closest Days: 14, distance 48.459005
Analysed days: 19, Interpolated Closest Days: 15, distance 48.459005
Analysed days: 19, Interpolated Closest Days: 16, distance 48.459005
Analysed days: 19, Interpolated Closest Days: 17, distance 48.459005
Analysed days: 19, Interpolated Closest Days: 18, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 12, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 13, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 14, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 15, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 16, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 17, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 18, distance 48.459005
Analysed days: 20, Interpolated Closest Days: 19, distance 48.459005
Analysed days: 21, Interpolated Closest Days: 12, distance 48.536876
Analysed days: 23, Interpolated Closest Days: 15, distance 48.600281
Analysed days: 23, Interpolated Closest Days: 16, distance 48.600281
Analysed days: 23, Interpolated Closest Days: 17, distance 48.600281
Analysed days: 23, Interpolated Closest Days: 18, distance 48.600281
Analysed days: 23, Interpolated Closest Days: 19, distance 48.600281
Analysed days: 23, Interpolated Closest Days: 20, distance 48.600281
Analysed days: 23, Interpolated Closest Days: 21, distance 48.600281
Analysed days: 23, Interpolated Closest Days: 22, distance 48.600281
Analysed days: 24, Interpolated Closest Days: 13, distance 48.923323
Analysed days: 25, Interpolated Closest Days: 13, distance 48.923323
Analysed days: 26, Interpolated Closest Days: 13, distance 48.923323
Analysed days: 27, Interpolated Closest Days: 13, distance 48.923323
Analysed days: 17, Interpolated Closest Days: 10, distance 49.232885
Analysed days: 22, Interpolated Closest Days: 13, distance 49.403741
Analysed days: 21, Interpolated Closest Days: 7, distance 49.469216
Analysed days: 24, Interpolated Closest Days: 12, distance 49.594409
Analysed days: 25, Interpolated Closest Days: 12, distance 49.594409
Analysed days: 26, Interpolated Closest Days: 12, distance 49.594409
Analysed days: 27, Interpolated Closest Days: 12, distance 49.594409
Analysed days: 10, Interpolated Closest Days: 7, distance 49.781251
Analysed days: 10, Interpolated Closest Days: 8, distance 49.781251
Analysed days: 10, Interpolated Closest Days: 9, distance 49.781251
Analysed days: 11, Interpolated Closest Days: 7, distance 49.781251
Analysed days: 11, Interpolated Closest Days: 8, distance 49.781251
Analysed days: 11, Interpolated Closest Days: 9, distance 49.781251
Analysed days: 11, Interpolated Closest Days: 10, distance 49.781251
Analysed days: 12, Interpolated Closest Days: 7, distance 49.781251
Analysed days: 12, Interpolated Closest Days: 8, distance 49.781251
Analysed days: 12, Interpolated Closest Days: 9, distance 49.781251
Analysed days: 12, Interpolated Closest Days: 10, distance 49.781251
Analysed days: 12, Interpolated Closest Days: 11, distance 49.781251
Analysed days: 13, Interpolated Closest Days: 7, distance 49.781251
Analysed days: 13, Interpolated Closest Days: 8, distance 49.781251
Analysed days: 13, Interpolated Closest Days: 9, distance 49.781251
Analysed days: 13, Interpolated Closest Days: 10, distance 49.781251
Analysed days: 13, Interpolated Closest Days: 11, distance 49.781251
Analysed days: 13, Interpolated Closest Days: 12, distance 49.781251
Analysed days: 10, Interpolated Closest Days: 4, distance 49.865416
Analysed days: 11, Interpolated Closest Days: 4, distance 49.865416
Analysed days: 12, Interpolated Closest Days: 4, distance 49.865416
Analysed days: 13, Interpolated Closest Days: 4, distance 49.865416
Analysed days: 21, Interpolated Closest Days: 11, distance 49.975312
Analysed days: 21, Interpolated Closest Days: 8, distance 50.055421
Analysed days: 8, Interpolated Closest Days: 4, distance 50.261025
Analysed days: 23, Interpolated Closest Days: 14, distance 50.407164
Analysed days: 14, Interpolated Closest Days: 8, distance 50.683281
Analysed days: 14, Interpolated Closest Days: 9, distance 50.683281
Analysed days: 14, Interpolated Closest Days: 10, distance 50.683281
Analysed days: 14, Interpolated Closest Days: 11, distance 50.683281
Analysed days: 14, Interpolated Closest Days: 12, distance 50.683281
Analysed days: 14, Interpolated Closest Days: 13, distance 50.683281
Analysed days: 22, Interpolated Closest Days: 8, distance 50.684902
Analysed days: 23, Interpolated Closest Days: 8, distance 50.684902
Analysed days: 18, Interpolated Closest Days: 11, distance 50.778741
Analysed days: 19, Interpolated Closest Days: 11, distance 50.778741
Analysed days: 20, Interpolated Closest Days: 11, distance 50.778741
Analysed days: 22, Interpolated Closest Days: 12, distance 50.785383
Analysed days: 22, Interpolated Closest Days: 9, distance 51.086213
Analysed days: 23, Interpolated Closest Days: 9, distance 51.086213
Analysed days: 15, Interpolated Closest Days: 9, distance 51.102636
Analysed days: 15, Interpolated Closest Days: 10, distance 51.102636
Analysed days: 15, Interpolated Closest Days: 11, distance 51.102636
Analysed days: 15, Interpolated Closest Days: 12, distance 51.102636
Analysed days: 15, Interpolated Closest Days: 13, distance 51.102636
Analysed days: 15, Interpolated Closest Days: 14, distance 51.102636
Analysed days: 16, Interpolated Closest Days: 9, distance 51.102636
Analysed days: 17, Interpolated Closest Days: 9, distance 51.102636
Analysed days: 14, Interpolated Closest Days: 5, distance 51.305536
Analysed days: 15, Interpolated Closest Days: 5, distance 51.305536
Analysed days: 16, Interpolated Closest Days: 5, distance 51.305536
Analysed days: 17, Interpolated Closest Days: 5, distance 51.305536
Analysed days: 23, Interpolated Closest Days: 13, distance 51.764907
Analysed days: 15, Interpolated Closest Days: 6, distance 51.794046
Analysed days: 16, Interpolated Closest Days: 6, distance 51.794046
Analysed days: 17, Interpolated Closest Days: 6, distance 51.794046
Analysed days: 18, Interpolated Closest Days: 10, distance 52.589506
Analysed days: 19, Interpolated Closest Days: 10, distance 52.589506
Analysed days: 20, Interpolated Closest Days: 10, distance 52.589506
Analysed days: 7, Interpolated Closest Days: 3, distance 53.353050
Analysed days: 8, Interpolated Closest Days: 3, distance 53.353050
Analysed days: 21, Interpolated Closest Days: 10, distance 53.460748
Analysed days: 18, Interpolated Closest Days: 6, distance 53.617422
Analysed days: 19, Interpolated Closest Days: 6, distance 53.617422
Analysed days: 20, Interpolated Closest Days: 6, distance 53.617422
Analysed days: 18, Interpolated Closest Days: 7, distance 53.733011
Analysed days: 19, Interpolated Closest Days: 7, distance 53.733011
Analysed days: 20, Interpolated Closest Days: 7, distance 53.733011
Analysed days: 22, Interpolated Closest Days: 11, distance 54.013211
Analysed days: 23, Interpolated Closest Days: 12, distance 54.810346
Analysed days: 21, Interpolated Closest Days: 9, distance 54.818468
Analysed days: 22, Interpolated Closest Days: 10, distance 55.279274
Analysed days: 23, Interpolated Closest Days: 10, distance 55.279274
Analysed days: 3, Interpolated Closest Days: 2, distance 55.388191
Analysed days: 15, Interpolated Closest Days: 8, distance 55.707686
Analysed days: 16, Interpolated Closest Days: 8, distance 55.707686
Analysed days: 17, Interpolated Closest Days: 8, distance 55.707686
Analysed days: 10, Interpolated Closest Days: 6, distance 55.719595
Analysed days: 11, Interpolated Closest Days: 6, distance 55.719595
Analysed days: 12, Interpolated Closest Days: 6, distance 55.719595
Analysed days: 13, Interpolated Closest Days: 6, distance 55.719595
Analysed days: 14, Interpolated Closest Days: 7, distance 55.871155
Analysed days: 23, Interpolated Closest Days: 11, distance 56.027374
Analysed days: 4, Interpolated Closest Days: 2, distance 56.585733
Analysed days: 5, Interpolated Closest Days: 2, distance 56.585733
Analysed days: 6, Interpolated Closest Days: 2, distance 56.585733
Analysed days: 18, Interpolated Closest Days: 9, distance 56.801148
Analysed days: 19, Interpolated Closest Days: 9, distance 56.801148
Analysed days: 20, Interpolated Closest Days: 9, distance 56.801148
Analysed days: 21, Interpolated Closest Days: 6, distance 56.901629
Analysed days: 22, Interpolated Closest Days: 7, distance 57.299025
Analysed days: 23, Interpolated Closest Days: 7, distance 57.299025
Analysed days: 15, Interpolated Closest Days: 7, distance 57.812057
Analysed days: 16, Interpolated Closest Days: 7, distance 57.812057
Analysed days: 17, Interpolated Closest Days: 7, distance 57.812057
Analysed days: 14, Interpolated Closest Days: 6, distance 58.342016
Analysed days: 10, Interpolated Closest Days: 5, distance 58.645555
Analysed days: 11, Interpolated Closest Days: 5, distance 58.645555
Analysed days: 12, Interpolated Closest Days: 5, distance 58.645555
Analysed days: 13, Interpolated Closest Days: 5, distance 58.645555
Analysed days: 18, Interpolated Closest Days: 8, distance 58.745625
Analysed days: 19, Interpolated Closest Days: 8, distance 58.745625
Analysed days: 20, Interpolated Closest Days: 8, distance 58.745625
Analysed days: 14, Interpolated Closest Days: 4, distance 63.287625
Analysed days: 15, Interpolated Closest Days: 4, distance 63.287625
Analysed days: 16, Interpolated Closest Days: 4, distance 63.287625
Analysed days: 17, Interpolated Closest Days: 4, distance 63.287625
Analysed days: 18, Interpolated Closest Days: 5, distance 63.547923
Analysed days: 19, Interpolated Closest Days: 5, distance 63.547923
Analysed days: 20, Interpolated Closest Days: 5, distance 63.547923
Analysed days: 18, Interpolated Closest Days: 1, distance 65.133001
Analysed days: 19, Interpolated Closest Days: 1, distance 65.133001
Analysed days: 20, Interpolated Closest Days: 1, distance 65.133001
Analysed days: 10, Interpolated Closest Days: 3, distance 65.345011
Analysed days: 11, Interpolated Closest Days: 3, distance 65.345011
Analysed days: 12, Interpolated Closest Days: 3, distance 65.345011
Analysed days: 13, Interpolated Closest Days: 3, distance 65.345011
Analysed days: 2, Interpolated Closest Days: 1, distance 98.450391
Analysed days: 3, Interpolated Closest Days: 1, distance 98.450391
