Linear Interpolation Prediction for SFTBY from 2018-01-24-09:30 to 2018-01-24-10:30

Analysed days: 22, Interpolated Closest Days: 1, distance 2.050089
Analysed days: 24, Interpolated Closest Days: 2, distance 2.754697
Analysed days: 25, Interpolated Closest Days: 2, distance 2.754697
Analysed days: 26, Interpolated Closest Days: 2, distance 2.754697
Analysed days: 27, Interpolated Closest Days: 2, distance 2.754697
Analysed days: 28, Interpolated Closest Days: 2, distance 2.754697
Analysed days: 29, Interpolated Closest Days: 2, distance 2.754697
Analysed days: 13, Interpolated Closest Days: 7, distance 2.852245
Analysed days: 13, Interpolated Closest Days: 8, distance 2.852245
Analysed days: 13, Interpolated Closest Days: 9, distance 2.852245
Analysed days: 13, Interpolated Closest Days: 10, distance 2.852245
Analysed days: 13, Interpolated Closest Days: 11, distance 2.852245
Analysed days: 13, Interpolated Closest Days: 12, distance 2.852245
Analysed days: 22, Interpolated Closest Days: 4, distance 2.880966
Analysed days: 23, Interpolated Closest Days: 4, distance 2.880966
Analysed days: 24, Interpolated Closest Days: 4, distance 2.880966
Analysed days: 25, Interpolated Closest Days: 4, distance 2.880966
Analysed days: 26, Interpolated Closest Days: 4, distance 2.880966
Analysed days: 27, Interpolated Closest Days: 4, distance 2.880966
Analysed days: 28, Interpolated Closest Days: 4, distance 2.880966
Analysed days: 22, Interpolated Closest Days: 10, distance 2.916301
Analysed days: 23, Interpolated Closest Days: 10, distance 2.916301
Analysed days: 24, Interpolated Closest Days: 10, distance 2.916301
Analysed days: 25, Interpolated Closest Days: 10, distance 2.916301
Analysed days: 26, Interpolated Closest Days: 10, distance 2.916301
Analysed days: 27, Interpolated Closest Days: 10, distance 2.916301
Analysed days: 28, Interpolated Closest Days: 10, distance 2.916301
Analysed days: 3, Interpolated Closest Days: 2, distance 2.928304
Analysed days: 4, Interpolated Closest Days: 2, distance 2.928304
Analysed days: 4, Interpolated Closest Days: 3, distance 2.928304
Analysed days: 5, Interpolated Closest Days: 2, distance 2.928304
Analysed days: 5, Interpolated Closest Days: 3, distance 2.928304
Analysed days: 5, Interpolated Closest Days: 4, distance 2.928304
Analysed days: 29, Interpolated Closest Days: 4, distance 2.943125
Analysed days: 27, Interpolated Closest Days: 11, distance 2.950157
Analysed days: 28, Interpolated Closest Days: 11, distance 2.950157
Analysed days: 15, Interpolated Closest Days: 7, distance 2.968235
Analysed days: 13, Interpolated Closest Days: 6, distance 2.975282
Analysed days: 14, Interpolated Closest Days: 6, distance 2.975282
Analysed days: 29, Interpolated Closest Days: 11, distance 2.988692
Analysed days: 6, Interpolated Closest Days: 3, distance 2.998263
Analysed days: 6, Interpolated Closest Days: 4, distance 2.998263
Analysed days: 6, Interpolated Closest Days: 5, distance 2.998263
Analysed days: 29, Interpolated Closest Days: 12, distance 3.015498
Analysed days: 29, Interpolated Closest Days: 5, distance 3.018331
Analysed days: 22, Interpolated Closest Days: 11, distance 3.097284
Analysed days: 23, Interpolated Closest Days: 11, distance 3.097284
Analysed days: 24, Interpolated Closest Days: 11, distance 3.097284
Analysed days: 25, Interpolated Closest Days: 11, distance 3.097284
Analysed days: 26, Interpolated Closest Days: 11, distance 3.097284
Analysed days: 15, Interpolated Closest Days: 1, distance 3.108808
Analysed days: 27, Interpolated Closest Days: 12, distance 3.118976
Analysed days: 28, Interpolated Closest Days: 12, distance 3.118976
Analysed days: 22, Interpolated Closest Days: 5, distance 3.122111
Analysed days: 23, Interpolated Closest Days: 5, distance 3.122111
Analysed days: 24, Interpolated Closest Days: 5, distance 3.122111
Analysed days: 25, Interpolated Closest Days: 5, distance 3.122111
Analysed days: 26, Interpolated Closest Days: 5, distance 3.122111
Analysed days: 27, Interpolated Closest Days: 5, distance 3.122111
Analysed days: 28, Interpolated Closest Days: 5, distance 3.122111
Analysed days: 15, Interpolated Closest Days: 9, distance 3.122307
Analysed days: 15, Interpolated Closest Days: 10, distance 3.122307
Analysed days: 15, Interpolated Closest Days: 11, distance 3.122307
Analysed days: 15, Interpolated Closest Days: 12, distance 3.122307
Analysed days: 15, Interpolated Closest Days: 13, distance 3.122307
Analysed days: 15, Interpolated Closest Days: 14, distance 3.122307
Analysed days: 14, Interpolated Closest Days: 8, distance 3.160904
Analysed days: 14, Interpolated Closest Days: 9, distance 3.160904
Analysed days: 14, Interpolated Closest Days: 10, distance 3.160904
Analysed days: 14, Interpolated Closest Days: 11, distance 3.160904
Analysed days: 14, Interpolated Closest Days: 12, distance 3.160904
Analysed days: 14, Interpolated Closest Days: 13, distance 3.160904
Analysed days: 29, Interpolated Closest Days: 13, distance 3.167282
Analysed days: 22, Interpolated Closest Days: 14, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 15, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 16, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 17, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 18, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 19, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 20, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 21, distance 3.172441
Analysed days: 22, Interpolated Closest Days: 13, distance 3.202941
Analysed days: 23, Interpolated Closest Days: 13, distance 3.202941
Analysed days: 24, Interpolated Closest Days: 13, distance 3.202941
Analysed days: 25, Interpolated Closest Days: 13, distance 3.202941
Analysed days: 26, Interpolated Closest Days: 13, distance 3.202941
Analysed days: 29, Interpolated Closest Days: 6, distance 3.210050
Analysed days: 27, Interpolated Closest Days: 14, distance 3.217586
Analysed days: 28, Interpolated Closest Days: 14, distance 3.217586
Analysed days: 15, Interpolated Closest Days: 8, distance 3.241851
Analysed days: 23, Interpolated Closest Days: 15, distance 3.245363
Analysed days: 23, Interpolated Closest Days: 16, distance 3.245363
Analysed days: 23, Interpolated Closest Days: 17, distance 3.245363
Analysed days: 23, Interpolated Closest Days: 18, distance 3.245363
Analysed days: 23, Interpolated Closest Days: 19, distance 3.245363
Analysed days: 23, Interpolated Closest Days: 20, distance 3.245363
Analysed days: 23, Interpolated Closest Days: 21, distance 3.245363
Analysed days: 23, Interpolated Closest Days: 22, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 15, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 16, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 17, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 18, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 19, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 20, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 21, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 22, distance 3.245363
Analysed days: 24, Interpolated Closest Days: 23, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 15, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 16, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 17, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 18, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 19, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 20, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 21, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 22, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 23, distance 3.245363
Analysed days: 25, Interpolated Closest Days: 24, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 15, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 16, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 17, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 18, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 19, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 20, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 21, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 22, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 23, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 24, distance 3.245363
Analysed days: 26, Interpolated Closest Days: 25, distance 3.245363
Analysed days: 16, Interpolated Closest Days: 8, distance 3.246658
Analysed days: 17, Interpolated Closest Days: 8, distance 3.246658
Analysed days: 18, Interpolated Closest Days: 8, distance 3.246658
Analysed days: 19, Interpolated Closest Days: 8, distance 3.246658
Analysed days: 20, Interpolated Closest Days: 8, distance 3.246658
Analysed days: 28, Interpolated Closest Days: 17, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 18, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 19, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 20, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 21, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 22, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 23, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 24, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 25, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 26, distance 3.247037
Analysed days: 28, Interpolated Closest Days: 27, distance 3.247037
Analysed days: 29, Interpolated Closest Days: 15, distance 3.253630
Analysed days: 27, Interpolated Closest Days: 16, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 17, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 18, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 19, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 20, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 21, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 22, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 23, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 24, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 25, distance 3.257065
Analysed days: 27, Interpolated Closest Days: 26, distance 3.257065
Analysed days: 21, Interpolated Closest Days: 9, distance 3.266228
Analysed days: 28, Interpolated Closest Days: 16, distance 3.277014
Analysed days: 29, Interpolated Closest Days: 18, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 19, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 20, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 21, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 22, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 23, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 24, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 25, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 26, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 27, distance 3.277522
Analysed days: 29, Interpolated Closest Days: 28, distance 3.277522
Analysed days: 23, Interpolated Closest Days: 14, distance 3.278052
Analysed days: 24, Interpolated Closest Days: 14, distance 3.278052
Analysed days: 25, Interpolated Closest Days: 14, distance 3.278052
Analysed days: 26, Interpolated Closest Days: 14, distance 3.278052
Analysed days: 22, Interpolated Closest Days: 12, distance 3.279905
Analysed days: 23, Interpolated Closest Days: 12, distance 3.279905
Analysed days: 24, Interpolated Closest Days: 12, distance 3.279905
Analysed days: 25, Interpolated Closest Days: 12, distance 3.279905
Analysed days: 26, Interpolated Closest Days: 12, distance 3.279905
Analysed days: 27, Interpolated Closest Days: 15, distance 3.288328
Analysed days: 28, Interpolated Closest Days: 15, distance 3.288328
Analysed days: 27, Interpolated Closest Days: 13, distance 3.290529
Analysed days: 28, Interpolated Closest Days: 13, distance 3.290529
Analysed days: 17, Interpolated Closest Days: 11, distance 3.294431
Analysed days: 17, Interpolated Closest Days: 12, distance 3.294431
Analysed days: 17, Interpolated Closest Days: 13, distance 3.294431
Analysed days: 17, Interpolated Closest Days: 14, distance 3.294431
Analysed days: 17, Interpolated Closest Days: 15, distance 3.294431
Analysed days: 17, Interpolated Closest Days: 16, distance 3.294431
Analysed days: 18, Interpolated Closest Days: 11, distance 3.294431
Analysed days: 18, Interpolated Closest Days: 12, distance 3.294431
Analysed days: 18, Interpolated Closest Days: 13, distance 3.294431
Analysed days: 18, Interpolated Closest Days: 14, distance 3.294431
Analysed days: 18, Interpolated Closest Days: 15, distance 3.294431
Analysed days: 18, Interpolated Closest Days: 16, distance 3.294431
Analysed days: 18, Interpolated Closest Days: 17, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 11, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 12, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 13, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 14, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 15, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 16, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 17, distance 3.294431
Analysed days: 19, Interpolated Closest Days: 18, distance 3.294431
Analysed days: 14, Interpolated Closest Days: 7, distance 3.303274
Analysed days: 29, Interpolated Closest Days: 17, distance 3.305871
Analysed days: 29, Interpolated Closest Days: 16, distance 3.317412
Analysed days: 29, Interpolated Closest Days: 14, distance 3.323290
Analysed days: 16, Interpolated Closest Days: 10, distance 3.339048
Analysed days: 16, Interpolated Closest Days: 11, distance 3.339048
Analysed days: 16, Interpolated Closest Days: 12, distance 3.339048
Analysed days: 16, Interpolated Closest Days: 13, distance 3.339048
Analysed days: 16, Interpolated Closest Days: 14, distance 3.339048
Analysed days: 16, Interpolated Closest Days: 15, distance 3.339048
Analysed days: 17, Interpolated Closest Days: 10, distance 3.339048
Analysed days: 18, Interpolated Closest Days: 10, distance 3.339048
Analysed days: 19, Interpolated Closest Days: 10, distance 3.339048
Analysed days: 22, Interpolated Closest Days: 6, distance 3.366678
Analysed days: 23, Interpolated Closest Days: 6, distance 3.366678
Analysed days: 24, Interpolated Closest Days: 6, distance 3.366678
Analysed days: 25, Interpolated Closest Days: 6, distance 3.366678
Analysed days: 26, Interpolated Closest Days: 6, distance 3.366678
Analysed days: 27, Interpolated Closest Days: 6, distance 3.366678
Analysed days: 28, Interpolated Closest Days: 6, distance 3.366678
Analysed days: 29, Interpolated Closest Days: 7, distance 3.415074
Analysed days: 6, Interpolated Closest Days: 2, distance 3.427096
Analysed days: 22, Interpolated Closest Days: 9, distance 3.437117
Analysed days: 23, Interpolated Closest Days: 9, distance 3.437117
Analysed days: 24, Interpolated Closest Days: 9, distance 3.437117
Analysed days: 25, Interpolated Closest Days: 9, distance 3.437117
Analysed days: 26, Interpolated Closest Days: 9, distance 3.437117
Analysed days: 27, Interpolated Closest Days: 9, distance 3.437117
Analysed days: 28, Interpolated Closest Days: 9, distance 3.437117
Analysed days: 22, Interpolated Closest Days: 7, distance 3.448325
Analysed days: 23, Interpolated Closest Days: 7, distance 3.448325
Analysed days: 24, Interpolated Closest Days: 7, distance 3.448325
Analysed days: 25, Interpolated Closest Days: 7, distance 3.448325
Analysed days: 26, Interpolated Closest Days: 7, distance 3.448325
Analysed days: 27, Interpolated Closest Days: 7, distance 3.448325
Analysed days: 28, Interpolated Closest Days: 7, distance 3.448325
Analysed days: 21, Interpolated Closest Days: 10, distance 3.454742
Analysed days: 7, Interpolated Closest Days: 4, distance 3.457406
Analysed days: 7, Interpolated Closest Days: 5, distance 3.457406
Analysed days: 7, Interpolated Closest Days: 6, distance 3.457406
Analysed days: 16, Interpolated Closest Days: 9, distance 3.460052
Analysed days: 17, Interpolated Closest Days: 9, distance 3.460052
Analysed days: 18, Interpolated Closest Days: 9, distance 3.460052
Analysed days: 19, Interpolated Closest Days: 9, distance 3.460052
Analysed days: 20, Interpolated Closest Days: 9, distance 3.460052
Analysed days: 29, Interpolated Closest Days: 10, distance 3.463194
Analysed days: 22, Interpolated Closest Days: 8, distance 3.466820
Analysed days: 23, Interpolated Closest Days: 8, distance 3.466820
Analysed days: 24, Interpolated Closest Days: 8, distance 3.466820
Analysed days: 25, Interpolated Closest Days: 8, distance 3.466820
Analysed days: 26, Interpolated Closest Days: 8, distance 3.466820
Analysed days: 27, Interpolated Closest Days: 8, distance 3.466820
Analysed days: 28, Interpolated Closest Days: 8, distance 3.466820
Analysed days: 29, Interpolated Closest Days: 8, distance 3.479445
Analysed days: 21, Interpolated Closest Days: 13, distance 3.487144
Analysed days: 21, Interpolated Closest Days: 14, distance 3.487144
Analysed days: 21, Interpolated Closest Days: 15, distance 3.487144
Analysed days: 21, Interpolated Closest Days: 16, distance 3.487144
Analysed days: 21, Interpolated Closest Days: 17, distance 3.487144
Analysed days: 21, Interpolated Closest Days: 18, distance 3.487144
Analysed days: 21, Interpolated Closest Days: 19, distance 3.487144
Analysed days: 21, Interpolated Closest Days: 20, distance 3.487144
Analysed days: 29, Interpolated Closest Days: 9, distance 3.492679
Analysed days: 20, Interpolated Closest Days: 12, distance 3.495555
Analysed days: 20, Interpolated Closest Days: 13, distance 3.495555
Analysed days: 20, Interpolated Closest Days: 14, distance 3.495555
Analysed days: 20, Interpolated Closest Days: 15, distance 3.495555
Analysed days: 20, Interpolated Closest Days: 16, distance 3.495555
Analysed days: 20, Interpolated Closest Days: 17, distance 3.495555
Analysed days: 20, Interpolated Closest Days: 18, distance 3.495555
Analysed days: 20, Interpolated Closest Days: 19, distance 3.495555
Analysed days: 21, Interpolated Closest Days: 12, distance 3.533960
Analysed days: 20, Interpolated Closest Days: 11, distance 3.547645
Analysed days: 21, Interpolated Closest Days: 11, distance 3.647234
Analysed days: 8, Interpolated Closest Days: 5, distance 3.650705
Analysed days: 8, Interpolated Closest Days: 6, distance 3.650705
Analysed days: 8, Interpolated Closest Days: 7, distance 3.650705
Analysed days: 20, Interpolated Closest Days: 10, distance 3.674820
Analysed days: 15, Interpolated Closest Days: 2, distance 3.712415
Analysed days: 2, Interpolated Closest Days: 1, distance 3.743123
Analysed days: 3, Interpolated Closest Days: 1, distance 3.743123
Analysed days: 4, Interpolated Closest Days: 1, distance 3.743123
Analysed days: 5, Interpolated Closest Days: 1, distance 3.743123
Analysed days: 6, Interpolated Closest Days: 1, distance 3.743123
Analysed days: 21, Interpolated Closest Days: 3, distance 3.768304
Analysed days: 7, Interpolated Closest Days: 3, distance 3.860798
Analysed days: 15, Interpolated Closest Days: 6, distance 3.893636
Analysed days: 21, Interpolated Closest Days: 4, distance 3.932357
Analysed days: 16, Interpolated Closest Days: 2, distance 3.935833
Analysed days: 17, Interpolated Closest Days: 2, distance 3.935833
Analysed days: 18, Interpolated Closest Days: 2, distance 3.935833
Analysed days: 19, Interpolated Closest Days: 2, distance 3.935833
Analysed days: 20, Interpolated Closest Days: 2, distance 3.935833
Analysed days: 21, Interpolated Closest Days: 2, distance 3.935833
Analysed days: 21, Interpolated Closest Days: 8, distance 3.955240
Analysed days: 8, Interpolated Closest Days: 4, distance 3.989491
Analysed days: 9, Interpolated Closest Days: 4, distance 3.989491
Analysed days: 10, Interpolated Closest Days: 4, distance 3.989491
Analysed days: 11, Interpolated Closest Days: 4, distance 3.989491
Analysed days: 12, Interpolated Closest Days: 4, distance 3.989491
Analysed days: 15, Interpolated Closest Days: 5, distance 4.032567
Analysed days: 16, Interpolated Closest Days: 7, distance 4.047143
Analysed days: 17, Interpolated Closest Days: 7, distance 4.047143
Analysed days: 18, Interpolated Closest Days: 7, distance 4.047143
Analysed days: 19, Interpolated Closest Days: 7, distance 4.047143
Analysed days: 20, Interpolated Closest Days: 7, distance 4.047143
Analysed days: 21, Interpolated Closest Days: 7, distance 4.057603
Analysed days: 16, Interpolated Closest Days: 3, distance 4.110552
Analysed days: 17, Interpolated Closest Days: 3, distance 4.110552
Analysed days: 18, Interpolated Closest Days: 3, distance 4.110552
Analysed days: 19, Interpolated Closest Days: 3, distance 4.110552
Analysed days: 20, Interpolated Closest Days: 3, distance 4.110552
Analysed days: 21, Interpolated Closest Days: 6, distance 4.119561
Analysed days: 15, Interpolated Closest Days: 3, distance 4.121531
Analysed days: 21, Interpolated Closest Days: 5, distance 4.123567
Analysed days: 15, Interpolated Closest Days: 4, distance 4.124920
Analysed days: 13, Interpolated Closest Days: 5, distance 4.173757
Analysed days: 14, Interpolated Closest Days: 5, distance 4.173757
Analysed days: 16, Interpolated Closest Days: 6, distance 4.181559
Analysed days: 17, Interpolated Closest Days: 6, distance 4.181559
Analysed days: 18, Interpolated Closest Days: 6, distance 4.181559
Analysed days: 19, Interpolated Closest Days: 6, distance 4.181559
Analysed days: 20, Interpolated Closest Days: 6, distance 4.181559
Analysed days: 7, Interpolated Closest Days: 2, distance 4.214127
Analysed days: 8, Interpolated Closest Days: 3, distance 4.264452
Analysed days: 9, Interpolated Closest Days: 3, distance 4.264452
Analysed days: 10, Interpolated Closest Days: 3, distance 4.264452
Analysed days: 11, Interpolated Closest Days: 3, distance 4.264452
Analysed days: 12, Interpolated Closest Days: 3, distance 4.264452
Analysed days: 16, Interpolated Closest Days: 5, distance 4.275382
Analysed days: 17, Interpolated Closest Days: 5, distance 4.275382
Analysed days: 18, Interpolated Closest Days: 5, distance 4.275382
Analysed days: 19, Interpolated Closest Days: 5, distance 4.275382
Analysed days: 20, Interpolated Closest Days: 5, distance 4.275382
Analysed days: 16, Interpolated Closest Days: 4, distance 4.310822
Analysed days: 17, Interpolated Closest Days: 4, distance 4.310822
Analysed days: 18, Interpolated Closest Days: 4, distance 4.310822
Analysed days: 19, Interpolated Closest Days: 4, distance 4.310822
Analysed days: 20, Interpolated Closest Days: 4, distance 4.310822
Analysed days: 13, Interpolated Closest Days: 4, distance 4.417999
Analysed days: 14, Interpolated Closest Days: 4, distance 4.417999
Analysed days: 8, Interpolated Closest Days: 2, distance 4.564004
Analysed days: 9, Interpolated Closest Days: 2, distance 4.564004
Analysed days: 10, Interpolated Closest Days: 2, distance 4.564004
Analysed days: 11, Interpolated Closest Days: 2, distance 4.564004
Analysed days: 12, Interpolated Closest Days: 2, distance 4.564004
Analysed days: 13, Interpolated Closest Days: 3, distance 4.659440
Analysed days: 14, Interpolated Closest Days: 3, distance 4.659440
Analysed days: 7, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 8, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 9, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 10, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 11, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 12, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 13, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 14, Interpolated Closest Days: 1, distance 4.710564
Analysed days: 16, Interpolated Closest Days: 1, distance 4.827438
Analysed days: 17, Interpolated Closest Days: 1, distance 4.827438
Analysed days: 18, Interpolated Closest Days: 1, distance 4.827438
Analysed days: 19, Interpolated Closest Days: 1, distance 4.827438
Analysed days: 20, Interpolated Closest Days: 1, distance 4.827438
Analysed days: 21, Interpolated Closest Days: 1, distance 4.827438
Analysed days: 13, Interpolated Closest Days: 2, distance 4.831777
Analysed days: 14, Interpolated Closest Days: 2, distance 4.831777
